name,name_IAST
Buvas,bhuvas
BUtavat,bhūtavat
BUtyarTam,bhūtyartham
BUDaraguhAntaratas,bhūdharaguhāntaratas
BUnA,bhūnā
BUmnA,bhūmnā
BUyaSas,bhūyaśas
BUyas,bhūyas
BUyasA,bhūyasā
BUyastvena,bhūyastvena
BUyizWam,bhūyiṣṭham
BUyizWaSas,bhūyiṣṭhaśas
BUyizWena,bhūyiṣṭhena
BUr,bhūr
BUrikAlam,bhūrikālam
BUrigadgadam,bhūrigadgadam
BUridakziRam,bhūridakṣiṇam
BUriSas,bhūriśas
BUrI,bhūrī
BftyarTam,bhṛtyartham
Bedatas,bhedatas
BEkzavat,bhaikṣavat
BEravAgratas,bhairavāgratas
BojayitvA,bhojayitvā
BoBavatpUrvakam,bhobhavatpūrvakam
BramaRArTe,bhramaṇārthe
BramAt,bhramāt
BrUvikzepam,bhrūvikṣepam
maMhanA,maṃhanā
mak,mak
maNkzu,maṅkṣu
maNgalArTam,maṅgalārtham
maNgalecCAyE,maṅgalecchāyai
majjatas,majjatas
majmanA,majmanā
maRqalaSas,maṇḍalaśas
maRqalIkAram,maṇḍalīkāram
matipUrvakam,matipūrvakam
matipUrvam,matipūrvam
matipUrve,matipūrve
matsakASe,matsakāśe
matsamakzam,matsamakṣam
maTA,mathā
madapawu,madapaṭu
madarTam,madartham
madrik,madrik
madryak,madryak
madryadrik,madryadrik
madvacanAt,madvacanāt
madvat,madvat
maDudoham,madhudoham
maDuvat,madhuvat
maDusAt,madhusāt
maDyatas,madhyatas
maDyA,madhyā
maDye,madhye
maDyekftya,madhyekṛtya
maDyegaNgam,madhyegaṅgam
maDyejaWaram,madhyejaṭharam
maDyejalAt,madhyejalāt
maDyenagaram,madhyenagaram
maDyenadi,madhyenadi
maDyenareSvarasaBam,madhyenareśvarasabham
maDyepadmam,madhyepadmam
maDyepfzWam,madhyepṛṣṭham
maDyemaDyamANgulikarpUram,madhyemadhyamāṅgulikarpūram
maDyeyajYam,madhyeyajñam
maDyeraRam,madhyeraṇam
maDyeraTyam,madhyerathyam
maDyevAri,madhyevāri
maDyevArDi,madhyevārdhi
maDyevinDyAwavi,madhyevindhyāṭavi
maDyevinDyAntar,madhyevindhyāntar
maDyevyoma,madhyevyoma
maDyeSmaSAnam,madhyeśmaśānam
maDyesaBam,madhyesabham
maDyesamudram,madhyesamudram
manAk,manāk
manAnak,manānak
manuvat,manuvat
manuzyat,manuṣyat
manuzyatrA,manuṣyatrā
manuzyasAkzye,manuṣyasākṣye
manuzvat,manuṣvat
mantratas,mantratas
mantravat,mantravat
mantravarjam,mantravarjam
mantrivat,mantrivat
manTarAkzaram,mantharākṣaram
mandam,mandam
mandamandam,mandamandam
manmaSas,manmaśas
manyutas,manyutas
mamat,mamat
mayUrikAbanDam,mayūrikābandham
martyatrA,martyatrā
maryatas,maryatas
mazam,maṣam
mahadAScaryam,mahadāścaryam
mahar,mahar
mahAsAhasikatayA,mahāsāhasikatayā
mahAsvanam,mahāsvanam
mahi,mahi
mA,mā
mAMsatas,māṃsatas
mAkim,mākim
mAciram,māciram
mAtftas,mātṛtas
mAtfnivAtam,mātṛnivātam
mAtfvat,mātṛvat
mAtratas,mātratas
mAtrAyAm,mātrāyām
mADyaMdinavat,mādhyaṃdinavat
mAnatas,mānatas
mAnapuraHsaram,mānapuraḥsaram
mArgavartmasu,mārgavartmasu
mAzapezam,māṣapeṣam
mAzaprati,māṣaprati
mAzaSas,māṣaśas
mAsatrayAvaDi,māsatrayāvadhi
mAsaDA,māsadhā
mAsaSas,māsaśas
mitraDA,mitradhā
mitravat,mitravat
miTatyA,mithatyā
miTas,mithas
miTu,mithu
miTuyA,mithuyā
miTus,mithus
miTU,mithū
miTyA,mithyā
mIqam,mīḍam
muktAkalApI,muktākalāpī
mukte,mukte
muktvA,muktvā
muKataHkAram,mukhataḥkāram
muKatas,mukhatas
muKabAhUrupAdatas,mukhabāhūrupādatas
muKamAtre,mukhamātre
muKyatas,mukhyatas
muKyaSas,mukhyaśas
muYjavat,muñjavat
muDA,mudhā
muzwAmuzwi,muṣṭāmuṣṭi
muzwImuzwi,muṣṭīmuṣṭi
musalAmusali,musalāmusali
muhur,muhur
muhustanEs,muhustanais
mUkavat,mūkavat
mUQavat,mūḍhavat
mUtrasAt,mūtrasāt
mUrtitas,mūrtitas
mUrDatas,mūrdhatas
mUlakopadaMSam,mūlakopadaṃśam
mUlatas,mūlatas
mfRAlaBaYjam,mṛṇālabhañjam
mftavat,mṛtavat
mftpiRqatas,mṛtpiṇḍatas
mftyusAt,mṛtyusāt
mftyuhetave,mṛtyuhetave
mfdukam,mṛdukam
mfdupUrvam,mṛdupūrvam
mfdBARqAvaSezam,mṛdbhāṇḍāvaśeṣam
mfDA,mṛdhā
mfzA,mṛṣā
meGavat,meghavat
medastas,medastas
mehanA,mehanā
mOlimAlA,maulimālā
yakfttas,yakṛttas
yajuzwas,yajuṣṭas
yajussAt,yajussāt
yatamaTA,yatamathā
yataratra,yataratra
yataraTA,yatarathā
yatas,yatas
yatiDA,yatidhā
yatkAmyA,yatkāmyā
yatkAraRam,yatkāraṇam
yatkAryam,yatkāryam
yatkfte,yatkṛte
yatnatas,yatnatas
yatra,yatra
yatrakAmam,yatrakāmam
yaTafzi,yathaṛṣi
yaTarcam,yatharcam
yaTartu,yathartu
yaTarzi,yatharṣi
yaTA,yathā
yaTAkanizWam,yathākaniṣṭham
yaTAkarma,yathākarma
yaTAkarmaguRam,yathākarmaguṇam
yaTAkalpam,yathākalpam
yaTAkARqam,yathākāṇḍam
yaTAkAmam,yathākāmam
yaTAkAyam,yathākāyam
yaTAkAram,yathākāram
yaTAkAlam,yathākālam
yaTAkulaDarmam,yathākuladharmam
yaTAkulam,yathākulam
yaTAkftam,yathākṛtam
yaTAkfzwam,yathākṛṣṭam
yaTAkxpti,yathākḷpti
yaTAkroSam,yathākrośam
yaTAkzamam,yathākṣamam
yaTAkzipram,yathākṣipram
yaTAkzemeRa,yathākṣemeṇa
yaTAKAtam,yathākhātam
yaTAKelam,yathākhelam
yaTAgatam,yathāgatam
yaTAgatena,yathāgatena
yaTAgamam,yathāgamam
yaTAgavam,yathāgavam
yaTAgAtram,yathāgātram
yaTAguRam,yathāguṇam
yaTAgfham,yathāgṛham
yaTAgfhItam,yathāgṛhītam
yaTAgotrakulakalpam,yathāgotrakulakalpam
yaTAgni,yathāgni
yaTAgrahaRam,yathāgrahaṇam
yaTAcamasam,yathācamasam
yaTAciti,yathāciti
yaTAcittam,yathācittam
yaTAcoditam,yathācoditam
yaTACandasam,yathāchandasam
yaTAjanapadam,yathājanapadam
yaTAjAtam,yathājātam
yaTAjAti,yathājāti
yaTAjozam,yathājoṣam
yaTAjYAnam,yathājñānam
yaTAjYeyam,yathājñeyam
yaTAjyezWam,yathājyeṣṭham
yaTAtaTam,yathātatham
yaTAtfpti,yathātṛpti
yaTAdaDiBakzam,yathādadhibhakṣam
yaTAdarSitam,yathādarśitam
yaTAdAyam,yathādāyam
yaTAdik,yathādik
yaTAdizwam,yathādiṣṭam
yaTAdIkzam,yathādīkṣam
yaTAdevatam,yathādevatam
yaTAdeSakAladehAvasTAnaviSezam,yathādeśakāladehāvasthānaviśeṣam
yaTAdeSam,yathādeśam
yaTAdozam,yathādoṣam
yaTADarmam,yathādharmam
yaTADikAram,yathādhikāram
yaTADizRyam,yathādhiṣṇyam
yaTADItam,yathādhītam
yaTADyAyam,yathādhyāyam
yaTAnAma,yathānāma
yaTAniHsfptam,yathāniḥsṛptam
yaTAnikAyam,yathānikāyam
yaTAniruptam,yathāniruptam
yaTAnilayam,yathānilayam
yaTAniveSam,yathāniveśam
yaTAniSAntam,yathāniśāntam
yaTAnyastam,yathānyastam
yaTAnyAyam,yathānyāyam
yaTAnyAsam,yathānyāsam
yaTAnyuptam,yathānyuptam
yaTApaRyam,yathāpaṇyam
yaTApadam,yathāpadam
yaTAparam,yathāparam
yaTAparADam,yathāparādham
yaTApariDi,yathāparidhi
yaTApariliKitam,yathāparilikhitam
yaTAparIttam,yathāparīttam
yaTAparu,yathāparu
yaTAparyukzitam,yathāparyukṣitam
yaTAparva,yathāparva
yaTApAWam,yathāpāṭham
yaTApuMsam,yathāpuṃsam
yaTApuram,yathāpuram
yaTApuruzam,yathāpuruṣam
yaTApuroqASam,yathāpuroḍāśam
yaTApUrvakam,yathāpūrvakam
yaTApUrvam,yathāpūrvam
yaTAprakfti,yathāprakṛti
yaTAprajYam,yathāprajñam
yaTApratijYam,yathāpratijñam
yaTApratijYABis,yathāpratijñābhis
yaTApratirUpam,yathāpratirūpam
yaTApratyakzadarSanam,yathāpratyakṣadarśanam
yaTApratyarham,yathāpratyarham
yaTApradAnam,yathāpradānam
yaTApradizwam,yathāpradiṣṭam
yaTApradeSam,yathāpradeśam
yaTApraDAnatas,yathāpradhānatas
yaTApraDAnam,yathāpradhānam
yaTAprapannam,yathāprapannam
yaTApraBAvam,yathāprabhāvam
yaTAprayogam,yathāprayogam
yaTApravftam,yathāpravṛtam
yaTApraveSam,yathāpraveśam
yaTApraSnam,yathāpraśnam
yaTAprasfptam,yathāprasṛptam
yaTAprastaram,yathāprastaram
yaTAprastAvam,yathāprastāvam
yaTAprastutam,yathāprastutam
yaTAprAptam,yathāprāptam
yaTAprArTitam,yathāprārthitam
yaTAprASu,yathāprāśu
yaTAprezitam,yathāpreṣitam
yaTAprEzam,yathāpraiṣam
yaTAPalam,yathāphalam
yaTAbalam,yathābalam
yaTAbAlam,yathābālam
yaTAbIjam,yathābījam
yaTAbudDi,yathābuddhi
yaTABakzitam,yathābhakṣitam
yaTABavanam,yathābhavanam
yaTABAgam,yathābhāgam
yaTABAgaSas,yathābhāgaśas
yaTABAjanam,yathābhājanam
yaTABijYAyam,yathābhijñāyam
yaTABipretam,yathābhipretam
yaTABimatam,yathābhimatam
yaTABUtam,yathābhūtam
yaTABUmi,yathābhūmi
yaTABUyas,yathābhūyas
yaTAmaNgalam,yathāmaṅgalam
yaTAmati,yathāmati
yaTAmanasam,yathāmanasam
yaTAmanIzitam,yathāmanīṣitam
yaTAmantravarRam,yathāmantravarṇam
yaTAmAtram,yathāmātram
yaTAmAnam,yathāmānam
yaTAmuKam,yathāmukham
yaTAmuKyam,yathāmukhyam
yaTAmuKyena,yathāmukhyena
yaTAyajus,yathāyajus
yaTAyatanam,yathāyatanam
yaTAyatanAt,yathāyatanāt
yaTAyaTam,yathāyatham
yaTAyuktam,yathāyuktam
yaTAyUTam,yathāyūtham
yaTAyUpam,yathāyūpam
yaTAyogam,yathāyogam
yaTAyogam,yathāyogam
yaTAyogenam,yathāyogenam
yaTAyogyam,yathāyogyam
yaTAyoni,yathāyoni
yaTArasam,yathārasam
yaTArucam,yathārucam
yaTAruci,yathāruci
yaTArUpam,yathārūpam
yaTArTatattvam,yathārthatattvam
yaTArTatas,yathārthatas
yaTArTam,yathārtham
yaTArha,yathārha
yaTArhatas,yathārhatas
yaTArham,yathārham
yaTAlABam,yathālābham
yaTAliNgam,yathāliṅgam
yaTAlokam,yathālokam
yaTAvakASam,yathāvakāśam
yaTAvacanam,yathāvacanam
yaTAvat,yathāvat
yaTAvayas,yathāvayas
yaTAvayasam,yathāvayasam
yaTAvarRam,yathāvarṇam
yaTAvarRaviDAnam,yathāvarṇavidhānam
yaTAvaSam,yathāvaśam
yaTAvazawkAram,yathāvaṣaṭkāram
yaTAvastu,yathāvastu
yaTAvAstu,yathāvāstu
yaTAvitAnam,yathāvitānam
yaTAvittam,yathāvittam
yaTAvidyam,yathāvidyam
yaTAviDi,yathāvidhi
yaTAviniyogam,yathāviniyogam
yaTAviBavatas,yathāvibhavatas
yaTAviBavamAnena,yathāvibhavamānena
yaTAviBavavistaram,yathāvibhavavistaram
yaTAviBavavistarEs,yathāvibhavavistarais
yaTAviBavavistAram,yathāvibhavavistāram
yaTAviBavasamBavAt,yathāvibhavasambhavāt
yaTAviBAgam,yathāvibhāgam
yaTAvizayam,yathāviṣayam
yaTAvIryam,yathāvīryam
yaTAvfttam,yathāvṛttam
yaTAvftti,yathāvṛtti
yaTAvfdDi,yathāvṛddhi
yaTAvedam,yathāvedam
yaTAvedi,yathāvedi
yaTAvyavasitam,yathāvyavasitam
yaTAvyavahAram,yathāvyavahāram
yaTAvyADi,yathāvyādhi
yaTAvyutpatti,yathāvyutpatti
yaTASayam,yathāśayam
yaTASarIram,yathāśarīram
yaTASIlam,yathāśīlam
yaTASoBam,yathāśobham
yaTASradDam,yathāśraddham
yaTASrAdDam,yathāśrāddham
yaTASrutam,yathāśrutam
yaTASrutam,yathāśrutam
yaTASruti,yathāśruti
yaTASrezWam,yathāśreṣṭham
yaTAsaMkalpam,yathāsaṃkalpam
yaTAsaMKyam,yathāsaṃkhyam
yaTAsaMKyena,yathāsaṃkhyena
yaTAsaMdizwam,yathāsaṃdiṣṭam
yaTAsaMDi,yathāsaṃdhi
yaTAsaMprezitam,yathāsaṃpreṣitam
yaTAsaMvAdam,yathāsaṃvādam
yaTAsaMvfttam,yathāsaṃvṛttam
yaTAsaMvedam,yathāsaṃvedam
yaTAsaMsTam,yathāsaṃstham
yaTAsaMhitam,yathāsaṃhitam
yaTAsaKyam,yathāsakhyam
yaTAsaNgam,yathāsaṅgam
yaTAsatyam,yathāsatyam
yaTAsaBakzam,yathāsabhakṣam
yaTAsamayam,yathāsamayam
yaTAsamarTitam,yathāsamarthitam
yaTAsamAnnAtam,yathāsamānnātam
yaTAsamIhitam,yathāsamīhitam
yaTAsamuditam,yathāsamuditam
yaTAsampad,yathāsampad
yaTAsamprakIrRam,yathāsamprakīrṇam
yaTAsampratyayam,yathāsampratyayam
yaTAsampradAyam,yathāsampradāyam
yaTAsambanDam,yathāsambandham
yaTAsamBavam,yathāsambhavam
yaTAsarvam,yathāsarvam
yaTAsavanam,yathāsavanam
yaTAsavam,yathāsavam
yaTAsAma,yathāsāma
yaTAsAmarTyam,yathāsāmarthyam
yaTAsAram,yathāsāram
yaTAsuKam,yathāsukham
yaTAsuzWu,yathāsuṣṭhu
yaTAsUktam,yathāsūktam
yaTAsUkzmam,yathāsūkṣmam
yaTAsUtram,yathāsūtram
yaTAstut,yathāstut
yaTAstutam,yathāstutam
yaTAstotriyam,yathāstotriyam
yaTAstomam,yathāstomam
yaTAstri,yathāstri
yaTAsTAnam,yathāsthānam
yaTAsTAne,yathāsthāne
yaTAsTAma,yathāsthāma
yaTAsTitam,yathāsthitam
yaTAsTiti,yathāsthiti
yaTAsmfti,yathāsmṛti
yaTAsvam,yathāsvam
yaTAsvaram,yathāsvaram
yaTekzitam,yathekṣitam
yaTecCakam,yathecchakam
yaTecCam,yatheccham
yaTecCayA,yathecchayā
yaTepsayA,yathepsayā
yaTepsitam,yathepsitam
yaTezwatas,yatheṣṭatas
yaTezwam,yatheṣṭam
yaTezwi,yatheṣṭi
yaTEkadivasam,yathaikadivasam
yaTEtam,yathaitam
yaToktam,yathoktam
yaTocitam,yathocitam
yaTocCritam,yathocchritam
yaTojjitam,yathojjitam
yaToQam,yathoḍham
yaTottaram,yathottaram
yaTotpatti,yathotpatti
yaTotsAham,yathotsāham
yaTodayam,yathodayam
yaToditam,yathoditam
yaToddizwam,yathoddiṣṭam
yaToddeSam,yathoddeśam
yaTodBavam,yathodbhavam
yaTopakIrRam,yathopakīrṇam
yaTopacAram,yathopacāram
yaTopajozam,yathopajoṣam
yaTopadizwam,yathopadiṣṭam
yaTopadeSam,yathopadeśam
yaTopapatti,yathopapatti
yaTopapadam,yathopapadam
yaTopapAtam,yathopapātam
yaTopapAdam,yathopapādam
yaTopamuktam,yathopamuktam
yaTopalamBam,yathopalambham
yaTopasTitam,yathopasthitam
yaTopasmAram,yathopasmāram
yaTopADi,yathopādhi
yaTOkasam,yathaukasam
yadaBAve,yadabhāve
yadarTam,yadartham
yadarTe,yadarthe
yadavaDi,yadavadhi
yadahar,yadahar
yadA,yadā
yadAnikAmam,yadānikāmam
yadi,yadi
yadfcCatas,yadṛcchatas
yadfcCamAtratas,yadṛcchamātratas
yadvat,yadvat
yannimittam,yannimittam
yanmaDye,yanmadhye
yamasAt,yamasāt
yayAtivat,yayātivat
yarhi,yarhi
yavizWavat,yaviṣṭhavat
yavyABis,yavyābhis
yazwigrAham,yaṣṭigrāham
yasmAt,yasmāt
yAjyAvat,yājyāvat
yAt,yāt
yATAtaTyatas,yāthātathyatas
yAdrADyam,yādrādhyam
yABis,yābhis
yAmyatas,yāmyatas
yAvacCakyam,yāvacchakyam
yAvajjanma,yāvajjanma
yAvat,yāvat
yAvat,yāvat
yAvat,yāvat
yAvat,yāvat
yAvati,yāvati
yAvatkapAlam,yāvatkapālam
yAvatkartf,yāvatkartṛ
yAvatkAmam,yāvatkāmam
yAvatkAlam,yāvatkālam
yAvattarasam,yāvattarasam
yAvattmUtam,yāvattmūtam
yAvatsaMsAram,yāvatsaṃsāram
yAvatsattvam,yāvatsattvam
yAvatsabanDu,yāvatsabandhu
yAvatsampAtam,yāvatsampātam
yAvatsmfti,yāvatsmṛti
yAvatsvam,yāvatsvam
yAvadaDyayanam,yāvadadhyayanam
yAvadaBIkzRam,yāvadabhīkṣṇam
yAvadamatram,yāvadamatram
yAvadarTam,yāvadartham
yAvadABUtasamplavam,yāvadābhūtasamplavam
yAvadAyuzam,yāvadāyuṣam
yAvadAyus,yāvadāyus
yAvadAhUtasamplavam,yāvadāhūtasamplavam
yAvadicCam,yāvadiccham
yAvaditTam,yāvadittham
yAvadizwakam,yāvadiṣṭakam
yAvadizwam,yāvadiṣṭam
yAvadIpsitam,yāvadīpsitam
yAvaduktam,yāvaduktam
yAvaduttamam,yāvaduttamam
yAvadgamam,yāvadgamam
yAvadgrahaRam,yāvadgrahaṇam
yAvadDA,yāvaddhā
yAvadbalam,yāvadbalam
yAvadrAjyam,yāvadrājyam
yAvadvacanam,yāvadvacanam
yAvadvedam,yāvadvedam
yAvadvyApti,yāvadvyāpti
yAvanmAtram,yāvanmātram
yuktarUpam,yuktarūpam
yugapad,yugapad
yugaSaram,yugaśaram
yuvadrik,yuvadrik
yuzmattas,yuṣmattas
yuzmadarTam,yuṣmadartham
yUTapatisakASam,yūthapatisakāśam
yUTaSas,yūthaśas
yena,yena
yok,yok
yogatas,yogatas
yonitas,yonitas
yoniSas,yoniśas
yozitvA,yoṣitvā
yos,yos
yOgapadyena,yaugapadyena
rakzaRArTam,rakṣaṇārtham
raGuyA,raghuyā
rajastas,rajastas
raTavat,rathavat
raTavft,rathavṛt
raTAgratas,rathāgratas
raTAraTi,rathārathi
raBasA,rabhasā
rasatas,rasatas
rasavarjam,rasavarjam
rahastas,rahastas
rahasyam,rahasyam
rAjatas,rājatas
rAjaDAnItas,rājadhānītas
rAjavat,rājavat
rAjasAt,rājasāt
rAjitas,rājitas
rAjyEkaSezeRa,rājyaikaśeṣeṇa
rAtriMdivam,rātriṃdivam
rAtriMdivA,rātriṃdivā
rAmadarSanAditas,rāmadarśanāditas
rAvaw,rāvaṭ
rASiSas,rāśiśas
riham,riham
rUkzapezam,rūkṣapeṣam
rUpatas,rūpatas
rUpaSas,rūpaśas
re,re
reKAmAtram,rekhāmātram
reRuSas,reṇuśas
rE,rai
roc,roc
rocanA,rocanā
lakzaRAlakzaRatas,lakṣaṇālakṣaṇatas
lakzaSas,lakṣaśas
laGu,laghu
laGukramam,laghukramam
lavaSas,lavaśas
lANgalegfhya,lāṅgalegṛhya
lANgulegfhya,lāṅgulegṛhya
lANgUlagfhya,lāṅgūlagṛhya
lAjasPowam,lājasphoṭam
lAtvA,lātvā
lABakAraRAt,lābhakāraṇāt
lABatAs,lābhatās
liNgatas,liṅgatas
liNgya,liṅgya
lIlAmAtreRa,līlāmātreṇa
lUnayavam,lūnayavam
lUyamAnayavam,lūyamānayavam
leham,leham
lokatas,lokatas
lokavat,lokavat
lokasAkzikam,lokasākṣikam
lokasAt,lokasāt
loBatas,lobhatas
lomatas,lomatas
lozwavat,loṣṭavat
lohitagaNgam,lohitagaṅgam
va,va
vagAhya,vagāhya
vaw,vaṭ
vadi,vadi
vaDA,vadhā
vaDvA,vadhvā
vana,vana
vanDA,vandhā
vapussAt,vapussāt
vaprAntar,vaprāntar
vayunaSas,vayunaśas
varam,varam
varam,varam
varAhavat,varāhavat
varIyas,varīyas
varUTaSas,varūthaśas
varUTyadeSe,varūthyadeśe
vargaSas,vargaśas
varjam,varjam
varjam,varjam
varRatas,varṇatas
varRAnupUrveRa,varṇānupūrveṇa
vartamAnavat,vartamānavat
varDAya,vardhāya
varzavat,varṣavat
varzAlI,varṣālī
valmIkaSfNgavat,valmīkaśṛṅgavat
vaSatas,vaśatas
vaSmasA,vaśmasā
vaSmasA,vaśmasā
vazaw,vaṣaṭ
vasizWavat,vasiṣṭhavat
vasUyA,vasūyā
vastukzaRAt,vastukṣaṇāt
vastutas,vastutas
vastyarTam,vastyartham
vastraknopam,vastraknopam
vahadgu,vahadgu
vahnisAkzikam,vahnisākṣikam
vA,vā
vAkpracodanAt,vākpracodanāt
vAkyatas,vākyatas
vAgyatas,vāgyatas
vAcyavat,vācyavat
vAw,vāṭ
vAt,vāt
vAmatas,vāmatas
vAmayA,vāmayā
vAyuvat,vāyuvat
vAritas,vāritas
vAripUrvam,vāripūrvam
vArdAlI,vārdālī
vAva,vāva
vAstave,vāstave
vi,vi
vikAratas,vikāratas
vikuYcitaBrUlatam,vikuñcitabhrūlatam
vikrayArTam,vikrayārtham
viklI,viklī
vikzaRam,vikṣaṇam
vikzepam,vikṣepam
vigfhya,vigṛhya
vigrAham,vigrāham
vicakzaRam,vicakṣaṇam
vicitram,vicitram
vicetI,vicetī
vicCidya,vicchidya
vijayArTam,vijayārtham
viwapaSas,viṭapaśas
vitaram,vitaram
vitarturam,vitarturam
vittakAmyA,vittakāmyā
viTak,vithak
videvam,videvam
vidyAtas,vidyātas
vidyutsampAtam,vidyutsampātam
viDarmatas,vidharmatas
viDAtfvaSAt,vidhātṛvaśāt
viDitas,vidhitas
viDimantrapuraskftam,vidhimantrapuraskṛtam
viDivat,vidhivat
viDivaSAt,vidhivaśāt
viDeyIBUya,vidheyībhūya
vinAkftya,vinākṛtya
vinABAvam,vinābhāvam
viniScitam,viniścitam
vinodArTam,vinodārtham
vipakzatas,vipakṣatas
viparikrAmam,viparikrāmam
viparItavat,viparītavat
viparyak,viparyak
viparyAsam,viparyāsam
vipIqam,vipīḍam
vipralabDam,vipralabdham
vipravat,vipravat
viprozya,viproṣya
viplavatas,viplavatas
viBajya,vibhajya
viBavatas,vibhavatas
viBAgatas,vibhāgatas
viBAgaSas,vibhāgaśas
vimAnavat,vimānavat
vimuktamOnam,vimuktamaunam
vimfSya,vimṛśya
vimokam,vimokam
viyatam,viyatam
viyogatas,viyogatas
virasam,virasam
virahitAt,virahitāt
virudDam,viruddham
virUpatas,virūpatas
vilaNGayitvA,vilaṅghayitvā
vilambitam,vilambitam
vilambya,vilambya
vilInAkzaram,vilīnākṣaram
vivakzArTam,vivakṣārtham
vivakzAvaSAt,vivakṣāvaśāt
vivAsakAle,vivāsakāle
viviDam,vividham
vivftam,vivṛtam
vivekArTam,vivekārtham
viSaNkawam,viśaṅkaṭam
viSaNkam,viśaṅkam
viSaNkayA,viśaṅkayā
viSam,viśam
viSezatas,viśeṣatas
viSezAt,viśeṣāt
viSezena,viśeṣena
viSrabDam,viśrabdham
viSlaTANgam,viślathāṅgam
viSvatas,viśvatas
viSvatomuKam,viśvatomukham
viSvatra,viśvatra
viSvadAnIm,viśvadānīm
viSvapsnyAya,viśvapsnyāya
viSvastam,viśvastam
viSvastavat,viśvastavat
viSvAtmanas,viśvātmanas
viSvAhA,viśvāhā
viSvyA,viśvyā
vizamam,viṣamam
vizA,viṣā
vizu,viṣu
vizuRak,viṣuṇak
vizuRe,viṣuṇe
vizwiBis,viṣṭibhis
vizwI,viṣṭī
vizWAsAt,viṣṭhāsāt
vizRuvat,viṣṇuvat
vizvak,viṣvak
vizvadryak,viṣvadryak
visaMSayam,visaṃśayam
vistaratas,vistaratas
vistaraSas,vistaraśas
vistftam,vistṛtam
vihA,vihā
vihAya,vihāya
vIrayA,vīrayā
vft,vṛt
vfttatas,vṛttatas
vfttAnusArAt,vṛttānusārāt
vfttyarTam,vṛttyartham
vfTak,vṛthak
vfTA,vṛthā
vfndaSas,vṛndaśas
vekawa,vekaṭa
vegatas,vegatas
vew,veṭ
vedivat,vedivat
vedyayA,vedyayā
vE,vai
vEkAlikam,vaikālikam
vEdikezu,vaidikeṣu
vESAKavadi,vaiśākhavadi
vEhAyasam,vaihāyasam
vOzaw,vauṣaṭ
vyagram,vyagram
vyaYjanasTAne,vyañjanasthāne
vyatimarSam,vyatimarśam
vyatiriktam,vyatiriktam
vyatirekatas,vyatirekatas
vyatizaNgam,vyatiṣaṅgam
vyatizajya,vyatiṣajya
vyatyAsam,vyatyāsam
vyantarAm,vyantarām
vyapadeSArTam,vyapadeśārtham
vyaBicAratas,vyabhicāratas
vyaBicArArTam,vyabhicārārtham
vyaBre,vyabhre
vyarTam,vyartham
vyavagrAham,vyavagrāham
vyavahAratas,vyavahāratas
vyavahAram,vyavahāram
vyaSvavat,vyaśvavat
vyasanAnantaram,vyasanānantaram
vyastam,vyastam
vyastikA,vyastikā
vyAyatapAtam,vyāyatapātam
vyAlavat,vyālavat
vyAsajya,vyāsajya
vyAhAvam,vyāhāvam
vyutpattipakze,vyutpattipakṣe
vyuparamam,vyuparamam
vyomamaDye,vyomamadhye
vrajoparoDam,vrajoparodham
vratavat,vratavat
SaMyos,śaṃyos
Saktitas,śaktitas
Satakftvas,śatakṛtvas
SataguRADikam,śataguṇādhikam
Satatarham,śatatarham
SataDA,śatadhā
SatayAjam,śatayājam
SatayAyinvat,śatayāyinvat
Satarudriyavat,śatarudriyavat
SataSas,śataśas
SataSAradAya,śataśāradāya
SatasaMGaSas,śatasaṃghaśas
SatasahasraDA,śatasahasradhā
SatasahasraSas,śatasahasraśas
Satrutas,śatrutas
Satruvat,śatruvat
SatrusammuKam,śatrusammukham
SatrusAt,śatrusāt
SanakEs,śanakais
SanErgaNgam,śanairgaṅgam
SanEstarAm,śanaistarām
Sap,śap
SapaTapUrvakam,śapathapūrvakam
SapaTottaram,śapathottaram
SaPavat,śaphavat
SaPaSas,śaphaśas
SabdapAtam,śabdapātam
Sabdavat,śabdavat
SabdAnusAreRa,śabdānusāreṇa
Sam,śam
SamInivAtam,śamīnivātam
Sambaw,śambaṭ
SayutrA,śayutrā
SayyotTAyam,śayyotthāyam
SaraRArTam,śaraṇārtham
SaratpratIkzam,śaratpratīkṣam
SarasAt,śarasāt
SarASari,śarāśari
SarASari,śarāśari
SarIrabanDena,śarīrabandhena
SalAkApari,śalākāpari
SaSvat,śaśvat
SaSvattamam,śaśvattamam
SaSvaDA,śaśvadhā
SasitvA,śasitvā
SasitvA,śasitvā
SastrASastri,śastrāśastri
SAkaprati,śākaprati
SAntvA,śāntvā
SAstratas,śāstratas
SAstradarSanAt,śāstradarśanāt
SAstravat,śāstravat
Sikam,śikam
SiKAvat,śikhāvat
SiTilam,śithilam
Sirastas,śirastas
SizwArTam,śiṣṭārtham
SIGrataram,śīghrataram
SIBam,śībham
SIrzatas,śīrṣatas
SIlatas,śīlatas
Su,śu
SukanalikAnyAyena,śukanalikānyāyena
Sukam,śukam
Sukavat,śukavat
Sudi,śudi
Sunam,śunam
Suzkapezam,śuṣkapeṣam
SUdravarjam,śūdravarjam
SUnyavat,śūnyavat
Sftam,śṛtam
SevAlI,śevālī
Sezatas,śeṣatas
SElatas,śailatas
Som,śom
Sme,śme
SyenAvapAtam,śyenāvapātam
SradDAmanasyA,śraddhāmanasyā
Sram,śram
SravasyA,śravasyā
Srutatas,śrutatas
