root	class	derivation	tense	voices
sṛ	1	causative	imperfect	active,middle,passive
sṛ	1	causative	optative	active,middle,passive
sṛ	1	causative	periphrastic_future	active
sṛ	1	causative	present	active,middle,passive
sṛ	1	primary	benedictive	active
sṛ	1	primary	future	active
sṛ	1	primary	imperative	active,passive
sṛ	1	primary	imperfect	active,passive
sṛ	1	primary	optative	active,passive
sṛ	1	primary	perfect	active
sṛ	1	primary	periphrastic_future	active
sṛ	1	primary	present	active,passive
sṛ	3	primary	imperative	active
sṛ	3	primary	imperfect	active
sṛ	3	primary	optative	active
sṛ	3	primary	present	active
sṛj	1	causative	future	active,middle
sṛj	1	causative	imperative	active,middle,passive
sṛj	1	causative	imperfect	active,middle,passive
sṛj	1	causative	optative	active,middle,passive
sṛj	1	causative	periphrastic_future	active
sṛj	1	causative	present	active,middle,passive
sṛj	1	desiderative	future	active
sṛj	1	desiderative	imperative	active,passive
sṛj	1	desiderative	imperfect	active,passive
sṛj	1	desiderative	optative	active,passive
sṛj	1	desiderative	periphrastic_future	active
sṛj	1	desiderative	present	active,passive
sṛj	1	primary	aorist	passive
sṛj	1	primary	benedictive	active
sṛj	1	primary	future	active
sṛj	1	primary	imperative	passive
sṛj	1	primary	imperfect	passive
sṛj	1	primary	optative	passive
sṛj	1	primary	perfect	active
sṛj	1	primary	periphrastic_future	active
sṛj	1	primary	present	passive
sṛj	4	primary	aorist	active
sṛj	6	primary	imperative	active
sṛj	6	primary	imperfect	active
sṛj	6	primary	optative	active
sṛj	6	primary	present	active
sṛp	1	causative	future	active,middle
sṛp	1	causative	imperative	active,middle,passive
sṛp	1	causative	imperfect	active,middle,passive
sṛp	1	causative	optative	active,middle,passive
sṛp	1	causative	periphrastic_future	active
sṛp	1	causative	present	active,middle,passive
sṛp	1	primary	benedictive	active
sṛp	1	primary	future	active
sṛp	1	primary	imperative	active,passive
sṛp	1	primary	imperfect	active,passive
sṛp	1	primary	optative	active,passive
sṛp	1	primary	perfect	active
sṛp	1	primary	periphrastic_future	active
sṛp	1	primary	present	active,passive
tak	2	primary	benedictive	active
tak	2	primary	future	active
tak	2	primary	imperative	active,passive
tak	2	primary	imperfect	active,passive
tak	2	primary	optative	active,passive
tak	2	primary	perfect	active
tak	2	primary	periphrastic_future	active
tak	2	primary	present	active,passive
takṣ	1	primary	benedictive	active
takṣ	1	primary	future	active
takṣ	1	primary	imperative	active,passive
takṣ	1	primary	imperfect	active,passive
takṣ	1	primary	optative	active,passive
takṣ	1	primary	perfect	active
takṣ	1	primary	periphrastic_future	active
takṣ	1	primary	present	active,passive
tam	4	primary	benedictive	active
tam	4	primary	future	active
tam	4	primary	imperative	active,passive
tam	4	primary	imperfect	active,passive
tam	4	primary	optative	active,passive
tam	4	primary	perfect	active
tam	4	primary	periphrastic_future	active
tam	4	primary	present	active,passive
tan	1	causative	future	active,middle
tan	1	causative	imperative	active,middle,passive
tan	1	causative	imperfect	active,middle,passive
tan	1	causative	optative	active,middle,passive
tan	1	causative	periphrastic_future	active
tan	1	causative	present	active,middle,passive
tan	1	desiderative	future	active
tan	1	desiderative	imperative	active,passive
tan	1	desiderative	imperfect	active,passive
tan	1	desiderative	optative	active,passive
tan	1	desiderative	periphrastic_future	active
tan	1	desiderative	present	active,passive
tan	1	primary	aorist	active,middle,passive
tan	1	primary	benedictive	active
tan	1	primary	future	active,middle
tan	1	primary	imperative	passive
tan	1	primary	imperfect	passive
tan	1	primary	optative	passive
tan	1	primary	perfect	active,middle
tan	1	primary	periphrastic_future	active
tan	1	primary	present	passive
tan	4	primary	imperative	active
tan	4	primary	imperfect	active
tan	4	primary	optative	active
tan	4	primary	present	active
tan	5	primary	aorist	active,middle
tan	8	primary	imperative	active,middle
tan	8	primary	imperfect	active,middle
tan	8	primary	optative	active,middle
tan	8	primary	present	active,middle
tandr	10	primary	future	middle
tandr	10	primary	imperative	middle,passive
tandr	10	primary	imperfect	middle,passive
tandr	10	primary	optative	middle,passive
tandr	10	primary	periphrastic_future	active
tandr	10	primary	present	middle,passive
tantra	11	primary	future	active,middle
tantra	11	primary	imperative	active,passive
tantra	11	primary	imperfect	active,passive
tantra	11	primary	optative	active,passive
tantra	11	primary	periphrastic_future	active
tantra	11	primary	present	active,passive
tap	1	causative	future	active,middle
tap	1	causative	imperative	active,middle,passive
tap	1	causative	imperfect	active,middle,passive
tap	1	causative	optative	active,middle,passive
tap	1	causative	periphrastic_future	active
tap	1	causative	present	active,middle,passive
tap	1	intensive	imperative	middle
tap	1	intensive	imperfect	middle
tap	1	intensive	optative	middle
tap	1	intensive	present	middle
tap	1	primary	benedictive	active
tap	1	primary	conditional	active,middle
tap	1	primary	future	active,middle
tap	1	primary	imperative	active,middle,passive
tap	1	primary	imperfect	active,middle,passive
tap	1	primary	optative	active,middle,passive
tap	1	primary	perfect	active,middle
tap	1	primary	periphrastic_future	active
tap	1	primary	present	active,middle,passive
tapas	11	primary	future	active,middle
tapas	11	primary	imperative	active
tapas	11	primary	imperfect	active
tapas	11	primary	optative	active
tapas	11	primary	periphrastic_future	active
tapas	11	primary	present	active
taraṅga	11	primary	future	active,middle
taraṅga	11	primary	imperative	active,passive
taraṅga	11	primary	imperfect	active,passive
taraṅga	11	primary	optative	active,passive
taraṅga	11	primary	periphrastic_future	active
taraṅga	11	primary	present	active,passive
tarj	1	causative	future	active,middle
tarj	1	causative	imperative	active,middle
tarj	1	causative	imperfect	active,middle
tarj	1	causative	optative	active,middle
tarj	1	causative	periphrastic_future	active
tarj	1	causative	present	active,middle
tarj	1	primary	benedictive	active
tarj	1	primary	future	active
tarj	1	primary	imperative	active,passive
tarj	1	primary	imperfect	active,passive
tarj	1	primary	optative	active,passive
tarj	1	primary	perfect	active
tarj	1	primary	periphrastic_future	active
tarj	1	primary	present	active,passive
tark	3	primary	aorist	active,middle
tark	3	primary	future	active,middle
tark	3	primary	imperative	passive
tark	3	primary	imperfect	passive
tark	3	primary	optative	passive
tark	3	primary	periphrastic_future	active
tark	3	primary	present	passive
tark	10	primary	imperative	active,middle
tark	10	primary	imperfect	active,middle
tark	10	primary	optative	active,middle
tark	10	primary	present	active,middle
taruṇa	11	primary	future	active,middle
taruṇa	11	primary	imperative	active,middle,passive
taruṇa	11	primary	imperfect	active,middle,passive
taruṇa	11	primary	optative	active,middle,passive
taruṇa	11	primary	periphrastic_future	active
taruṇa	11	primary	present	active,middle,passive
taviṣa	11	primary	future	active,middle
taviṣa	11	primary	imperative	active,middle
taviṣa	11	primary	imperfect	active,middle
taviṣa	11	primary	optative	active,middle
taviṣa	11	primary	periphrastic_future	active
taviṣa	11	primary	present	active,middle
tañc	7	primary	benedictive	active
tañc	7	primary	future	active
tañc	7	primary	imperative	active,passive
tañc	7	primary	imperfect	active,passive
tañc	7	primary	optative	active,passive
tañc	7	primary	perfect	active
tañc	7	primary	periphrastic_future	active
tañc	7	primary	present	active,passive
taḍ	3	causative	future	active,middle
taḍ	3	causative	imperative	active,middle,passive
taḍ	3	causative	imperfect	active,middle,passive
taḍ	3	causative	optative	active,middle,passive
taḍ	3	causative	periphrastic_future	active
taḍ	3	causative	present	active,middle,passive
taḍ	3	primary	aorist	active
taḍ	3	primary	benedictive	active
taḍ	3	primary	future	active
taḍ	3	primary	perfect	active
taḍ	3	primary	periphrastic_future	active
tij	1	causative	future	active,middle
tij	1	causative	imperative	active,middle,passive
tij	1	causative	imperfect	active,middle,passive
tij	1	causative	optative	active,middle,passive
tij	1	causative	periphrastic_future	active
tij	1	causative	present	active,middle,passive
tij	1	desiderative	future	middle
tij	1	desiderative	imperative	middle,passive
tij	1	desiderative	imperfect	middle,passive
tij	1	desiderative	optative	middle,passive
tij	1	desiderative	periphrastic_future	active
tij	1	desiderative	present	middle,passive
tij	1	intensive	present	middle
tij	1	primary	benedictive	active
tij	1	primary	future	middle
tij	1	primary	imperative	middle,passive
tij	1	primary	imperfect	middle,passive
tij	1	primary	optative	middle,passive
tij	1	primary	perfect	middle
tij	1	primary	periphrastic_future	active
tij	1	primary	present	middle,passive
tiras	11	primary	future	active,middle
tiras	11	primary	imperative	active,passive
tiras	11	primary	imperfect	active,passive
tiras	11	primary	optative	active,passive
tiras	11	primary	periphrastic_future	active
tiras	11	primary	present	active,passive
trap	1	causative	future	active,middle
trap	1	causative	imperative	active,middle
trap	1	causative	imperfect	active,middle
trap	1	causative	optative	active,middle
trap	1	causative	periphrastic_future	active
trap	1	causative	present	active,middle
trap	1	primary	benedictive	active
trap	1	primary	future	middle
trap	1	primary	imperative	middle,passive
trap	1	primary	imperfect	middle,passive
trap	1	primary	optative	middle,passive
trap	1	primary	perfect	middle
trap	1	primary	periphrastic_future	active
trap	1	primary	present	middle,passive
tras	4	causative	future	active,middle
tras	4	causative	imperative	active,middle,passive
tras	4	causative	imperfect	active,middle,passive
tras	4	causative	optative	active,middle,passive
tras	4	causative	periphrastic_future	active
tras	4	causative	present	active,middle,passive
tras	4	primary	benedictive	active
tras	4	primary	future	active
tras	4	primary	imperative	active,passive
tras	4	primary	imperfect	active,passive
tras	4	primary	optative	active,passive
tras	4	primary	perfect	active
tras	4	primary	periphrastic_future	active
tras	4	primary	present	active,passive
truṭ	1	primary	aorist	passive
truṭ	4	primary	imperative	active
truṭ	4	primary	imperfect	active
truṭ	4	primary	optative	active
truṭ	4	primary	present	active
truṭ	5	primary	aorist	active
truṭ	6	causative	future	active,middle
truṭ	6	causative	imperative	active,middle,passive
truṭ	6	causative	imperfect	active,middle,passive
truṭ	6	causative	optative	active,middle,passive
truṭ	6	causative	periphrastic_future	active
truṭ	6	causative	present	active,middle,passive
truṭ	6	primary	benedictive	active
truṭ	6	primary	future	active
truṭ	6	primary	imperative	active,passive
truṭ	6	primary	imperfect	active,passive
truṭ	6	primary	optative	active,passive
truṭ	6	primary	perfect	active
truṭ	6	primary	periphrastic_future	active
truṭ	6	primary	present	active,passive
trā	2	primary	benedictive	active
trā	2	primary	future	middle
trā	2	primary	imperative	active,middle
trā	2	primary	imperfect	active,middle
trā	2	primary	optative	active,middle
trā	2	primary	perfect	middle
trā	2	primary	periphrastic_future	active
trā	2	primary	present	active,middle
trā	4	primary	imperative	middle
trā	4	primary	imperfect	middle
trā	4	primary	optative	middle
trā	4	primary	present	middle
tsar	1	primary	benedictive	active
tsar	1	primary	future	active
tsar	1	primary	imperative	active,passive
tsar	1	primary	imperfect	active,passive
tsar	1	primary	optative	active,passive
tsar	1	primary	perfect	active
tsar	1	primary	periphrastic_future	active
tsar	1	primary	present	active,passive
tud	4	primary	aorist	active,middle
tud	4	primary	benedictive	active
tud	4	primary	imperative	passive
tud	4	primary	imperfect	passive
tud	4	primary	optative	passive
tud	4	primary	perfect	active,middle
tud	4	primary	periphrastic_future	active
tud	4	primary	present	passive
tud	6	primary	imperative	active,middle
tud	6	primary	imperfect	active,middle
tud	6	primary	optative	active,middle
tud	6	primary	present	active,middle
tuhina	11	primary	future	active,middle
tuhina	11	primary	imperative	active,passive
tuhina	11	primary	imperfect	active,passive
tuhina	11	primary	optative	active,passive
tuhina	11	primary	periphrastic_future	active
tuhina	11	primary	present	active,passive
tul	3	primary	aorist	active,middle
tul	10	primary	future	active,middle
tul	10	primary	imperative	active,middle,passive
tul	10	primary	imperfect	active,middle,passive
tul	10	primary	optative	active,middle,passive
tul	10	primary	periphrastic_future	active
tul	10	primary	present	active,middle,passive
tup	1	primary	imperative	active
tup	1	primary	imperfect	active
tup	1	primary	optative	active
tup	1	primary	present	active
tup	6	primary	benedictive	active
tup	6	primary	future	active
tup	6	primary	imperative	active,passive
tup	6	primary	imperfect	active,passive
tup	6	primary	optative	active,passive
tup	6	primary	perfect	active
tup	6	primary	periphrastic_future	active
tup	6	primary	present	active,passive
tuṣ	4	causative	future	active,middle
tuṣ	4	causative	imperative	active,middle,passive
tuṣ	4	causative	imperfect	active,middle,passive
tuṣ	4	causative	optative	active,middle,passive
tuṣ	4	causative	periphrastic_future	active
tuṣ	4	causative	present	active,middle,passive
tuṣ	4	primary	benedictive	active
tuṣ	4	primary	future	active
tuṣ	4	primary	imperative	active,passive
tuṣ	4	primary	imperfect	active,passive
tuṣ	4	primary	optative	active,passive
tuṣ	4	primary	perfect	active
tuṣ	4	primary	periphrastic_future	active
tuṣ	4	primary	present	active,passive
tvakṣ	1	primary	benedictive	active
tvakṣ	1	primary	future	active
tvakṣ	1	primary	imperative	active,passive
tvakṣ	1	primary	imperfect	active,passive
tvakṣ	1	primary	optative	active,passive
tvakṣ	1	primary	perfect	active
tvakṣ	1	primary	periphrastic_future	active
tvakṣ	1	primary	present	active,passive
tvar	1	primary	imperative	middle
tvar	1	primary	imperfect	middle
tvar	1	primary	optative	middle
tvar	1	primary	present	middle
tvar	3	causative	future	active,middle
tvar	3	causative	imperative	active,middle
tvar	3	causative	imperfect	active,middle
tvar	3	causative	optative	active,middle
tvar	3	causative	periphrastic_future	active
tvar	3	causative	present	active,middle
tvar	3	primary	aorist	active,middle
tvar	3	primary	benedictive	active
tvar	3	primary	future	middle
tvar	3	primary	imperative	passive
tvar	3	primary	imperfect	passive
tvar	3	primary	optative	passive
tvar	3	primary	perfect	middle
tvar	3	primary	periphrastic_future	active
tvar	3	primary	present	passive
tviṣ	1	primary	imperative	active,middle
tviṣ	1	primary	imperfect	active,middle
tviṣ	1	primary	optative	active,middle
tviṣ	1	primary	present	active,middle
tviṣ	3	primary	aorist	active,middle
tviṣ	3	primary	benedictive	active
tviṣ	3	primary	future	active,middle
tviṣ	3	primary	imperative	passive
tviṣ	3	primary	imperfect	passive
tviṣ	3	primary	optative	passive
tviṣ	3	primary	perfect	active,middle
tviṣ	3	primary	periphrastic_future	active
tviṣ	3	primary	present	passive
tyaj	1	primary	imperative	active
tyaj	1	primary	imperfect	active
tyaj	1	primary	optative	active
tyaj	1	primary	present	active
tyaj	4	causative	future	active,middle
tyaj	4	causative	imperative	active,middle,passive
tyaj	4	causative	imperfect	active,middle,passive
tyaj	4	causative	optative	active,middle,passive
tyaj	4	causative	periphrastic_future	active
tyaj	4	causative	present	active,middle,passive
tyaj	4	primary	aorist	active,middle
tyaj	4	primary	benedictive	active
tyaj	4	primary	conditional	active
tyaj	4	primary	future	active
tyaj	4	primary	imperative	passive
tyaj	4	primary	imperfect	passive
tyaj	4	primary	injunctive	active,middle
tyaj	4	primary	optative	passive
tyaj	4	primary	perfect	active
tyaj	4	primary	periphrastic_future	active
tyaj	4	primary	present	passive
tṛd	7	primary	benedictive	active
tṛd	7	primary	future	active,middle
tṛd	7	primary	imperative	active,middle,passive
tṛd	7	primary	imperfect	active,middle,passive
tṛd	7	primary	optative	active,middle,passive
tṛd	7	primary	perfect	active,middle
tṛd	7	primary	periphrastic_future	active
tṛd	7	primary	present	active,middle,passive
tṛh	7	primary	benedictive	active
tṛh	7	primary	future	active
tṛh	7	primary	imperative	active,passive
tṛh	7	primary	imperfect	active,passive
tṛh	7	primary	optative	active,passive
tṛh	7	primary	perfect	active
tṛh	7	primary	periphrastic_future	active
tṛh	7	primary	present	active,passive
tṛp	4	primary	imperative	active
tṛp	4	primary	imperfect	active
tṛp	4	primary	optative	active
tṛp	4	primary	present	active
tṛp	5	causative	future	active,middle
tṛp	5	causative	imperative	active,middle,passive
tṛp	5	causative	imperfect	active,middle,passive
tṛp	5	causative	optative	active,middle,passive
tṛp	5	causative	periphrastic_future	active
tṛp	5	causative	present	active,middle,passive
tṛp	5	primary	benedictive	active
tṛp	5	primary	future	active
tṛp	5	primary	imperative	active,passive
tṛp	5	primary	imperfect	active,passive
tṛp	5	primary	optative	active,passive
tṛp	5	primary	perfect	active
tṛp	5	primary	periphrastic_future	active
tṛp	5	primary	present	active,passive
tṛpta	11	primary	future	active,middle
tṛpta	11	primary	imperative	middle
tṛpta	11	primary	imperfect	middle
tṛpta	11	primary	optative	middle
tṛpta	11	primary	periphrastic_future	active
tṛpta	11	primary	present	middle
tṛṣ	4	primary	benedictive	active
tṛṣ	4	primary	future	active
tṛṣ	4	primary	imperative	active,passive
tṛṣ	4	primary	imperfect	active,passive
tṛṣ	4	primary	optative	active,passive
tṛṣ	4	primary	perfect	active
tṛṣ	4	primary	periphrastic_future	active
tṛṣ	4	primary	present	active,passive
tṝ	1	causative	future	active,middle
tṝ	1	causative	imperative	active,middle,passive
tṝ	1	causative	imperfect	active,middle,passive
tṝ	1	causative	optative	active,middle,passive
tṝ	1	causative	periphrastic_future	active
tṝ	1	causative	present	active,middle,passive
tṝ	1	desiderative	future	active,middle
tṝ	1	desiderative	imperative	active,middle,passive
tṝ	1	desiderative	imperfect	active,middle,passive
tṝ	1	desiderative	optative	active,middle,passive
tṝ	1	desiderative	periphrastic_future	active
tṝ	1	desiderative	present	active,middle,passive
tṝ	1	primary	aorist	passive
tṝ	1	primary	benedictive	active
tṝ	1	primary	future	active
tṝ	1	primary	imperative	active,passive
tṝ	1	primary	imperfect	active,passive
tṝ	1	primary	optative	active,passive
tṝ	1	primary	perfect	active
tṝ	1	primary	periphrastic_future	active
tṝ	1	primary	present	active,passive
tṝ	3	causative	aorist	active,middle
tṝ	4	primary	aorist	active
tṝ	5	primary	aorist	active
tṝ	5	primary	injunctive	active
uc	4	primary	benedictive	active
uc	4	primary	future	active,middle
uc	4	primary	imperative	active,middle
uc	4	primary	imperfect	active,middle
uc	4	primary	optative	active,middle
uc	4	primary	perfect	active,middle
uc	4	primary	periphrastic_future	active
uc	4	primary	present	active,middle
uc	5	primary	aorist	active,middle
uc	5	primary	injunctive	active,middle
udaka	11	primary	future	active,middle
udaka	11	primary	imperative	active
udaka	11	primary	imperfect	active
udaka	11	primary	optative	active
udaka	11	primary	periphrastic_future	active
udaka	11	primary	present	active
udan	11	primary	future	active,middle
udan	11	primary	imperative	active
udan	11	primary	imperfect	active
udan	11	primary	optative	active
udan	11	primary	periphrastic_future	active
udan	11	primary	present	active
udaśru	11	primary	future	active,middle
udaśru	11	primary	imperative	active,passive
udaśru	11	primary	imperfect	active,passive
udaśru	11	primary	optative	active,passive
udaśru	11	primary	periphrastic_future	active
udaśru	11	primary	present	active,passive
ujjh	6	primary	benedictive	active
ujjh	6	primary	future	active
ujjh	6	primary	imperative	active,passive
ujjh	6	primary	imperfect	active,passive
ujjh	6	primary	optative	active,passive
ujjh	6	primary	perfect	active
ujjh	6	primary	periphrastic_future	active
ujjh	6	primary	present	active,passive
ukṣ	5	primary	aorist	active,middle
ukṣ	5	primary	injunctive	active,middle
ukṣ	6	primary	benedictive	active
ukṣ	6	primary	future	active
ukṣ	6	primary	imperative	active,passive
ukṣ	6	primary	imperfect	active,passive
ukṣ	6	primary	optative	active,passive
ukṣ	6	primary	perfect	active
ukṣ	6	primary	periphrastic_future	active
ukṣ	6	primary	present	active,passive
umbh	6	primary	imperative	active
umbh	6	primary	imperfect	active
umbh	6	primary	optative	active
umbh	6	primary	present	active
umbh	9	primary	benedictive	active
umbh	9	primary	future	active
umbh	9	primary	imperative	active,passive
umbh	9	primary	imperfect	active,passive
umbh	9	primary	optative	active,passive
umbh	9	primary	perfect	active
umbh	9	primary	periphrastic_future	active
umbh	9	primary	present	active,passive
und	7	primary	benedictive	active
und	7	primary	future	active
und	7	primary	imperative	active,passive
und	7	primary	imperfect	active,passive
und	7	primary	optative	active,passive
und	7	primary	perfect	active
und	7	primary	periphrastic_future	active
und	7	primary	present	active,passive
unmanas	11	primary	future	active,middle
unmanas	11	primary	imperative	middle
unmanas	11	primary	imperfect	middle
unmanas	11	primary	optative	middle
unmanas	11	primary	periphrastic_future	active
unmanas	11	primary	present	middle
unmūla	11	primary	future	active,middle
unmūla	11	primary	imperative	active,passive
unmūla	11	primary	imperfect	active,passive
unmūla	11	primary	optative	active,passive
unmūla	11	primary	periphrastic_future	active
unmūla	11	primary	present	active,passive
upahasta	11	primary	future	active,middle
upahasta	11	primary	imperative	active,passive
upahasta	11	primary	imperfect	active,passive
upahasta	11	primary	optative	active,passive
upahasta	11	primary	periphrastic_future	active
upahasta	11	primary	present	active,passive
uras	11	primary	future	active,middle
uras	11	primary	imperative	active
uras	11	primary	imperfect	active
uras	11	primary	optative	active
uras	11	primary	periphrastic_future	active
uras	11	primary	present	active
uruṣ	4	primary	benedictive	active
uruṣ	4	primary	future	active,middle
uruṣ	4	primary	imperative	active,passive
uruṣ	4	primary	imperfect	active,passive
uruṣ	4	primary	optative	active,passive
uruṣ	4	primary	perfect	active,middle
uruṣ	4	primary	periphrastic_future	active
uruṣ	4	primary	present	active,passive
utka	11	primary	future	active,middle
utka	11	primary	imperative	active,passive
utka	11	primary	imperfect	active,passive
utka	11	primary	optative	active,passive
utka	11	primary	periphrastic_future	active
utka	11	primary	present	active,passive
utkaṇṭh	1	causative	future	active,middle
utkaṇṭh	1	causative	imperative	active,middle
utkaṇṭh	1	causative	imperfect	active,middle
utkaṇṭh	1	causative	optative	active,middle
utkaṇṭh	1	causative	periphrastic_future	active
utkaṇṭh	1	causative	present	active,middle
utkaṇṭh	1	primary	benedictive	active
utkaṇṭh	1	primary	future	active,middle
utkaṇṭh	1	primary	imperative	active,middle,passive
utkaṇṭh	1	primary	imperfect	active,middle,passive
utkaṇṭh	1	primary	optative	active,middle,passive
utkaṇṭh	1	primary	perfect	active,middle
utkaṇṭh	1	primary	periphrastic_future	active
utkaṇṭh	1	primary	present	active,middle,passive
utpuccha	11	primary	future	active,middle
utpuccha	11	primary	imperative	active,middle,passive
utpuccha	11	primary	imperfect	active,middle,passive
utpuccha	11	primary	optative	active,middle,passive
utpuccha	11	primary	periphrastic_future	active
utpuccha	11	primary	present	active,middle,passive
uttarala	11	primary	future	active,middle
uttarala	11	primary	imperative	middle
uttarala	11	primary	imperfect	middle
uttarala	11	primary	optative	middle
uttarala	11	primary	periphrastic_future	active
uttarala	11	primary	present	middle
uttaraṅga	1	primary	imperative	active,middle
uttaraṅga	1	primary	imperfect	active,middle
uttaraṅga	1	primary	optative	active,middle
uttaraṅga	1	primary	present	active,middle
uttaraṅga	11	primary	benedictive	active
uttaraṅga	11	primary	future	active,middle
uttaraṅga	11	primary	imperative	active,passive
uttaraṅga	11	primary	imperfect	active,passive
uttaraṅga	11	primary	optative	active,passive
uttaraṅga	11	primary	perfect	active,middle
uttaraṅga	11	primary	periphrastic_future	active
uttaraṅga	11	primary	present	active,passive
uñch	1	primary	benedictive	active
uñch	1	primary	future	active
uñch	1	primary	imperative	active,passive
uñch	1	primary	imperfect	active,passive
uñch	1	primary	optative	active,passive
uñch	1	primary	perfect	active
uñch	1	primary	periphrastic_future	active
uñch	1	primary	present	active,passive
uṣ	1	primary	benedictive	active
uṣ	1	primary	future	active
uṣ	1	primary	imperative	active,passive
uṣ	1	primary	imperfect	active,passive
uṣ	1	primary	optative	active,passive
uṣ	1	primary	perfect	active
uṣ	1	primary	periphrastic_future	active
uṣ	1	primary	present	active,passive
uṣ	5	primary	aorist	active,middle
uṣ	5	primary	injunctive	active,middle
uṣas	11	primary	future	active,middle
uṣas	11	primary	imperative	active
uṣas	11	primary	imperfect	active
uṣas	11	primary	optative	active
uṣas	11	primary	periphrastic_future	active
uṣas	11	primary	present	active
vac	1	primary	aorist	passive
vac	2	causative	future	active,middle
vac	2	causative	imperative	active,middle,passive
vac	2	causative	imperfect	active,middle,passive
vac	2	causative	optative	active,middle,passive
vac	2	causative	periphrastic_future	active
vac	2	causative	present	active,middle,passive
vac	2	desiderative	future	active
vac	2	desiderative	imperative	active,passive
vac	2	desiderative	imperfect	active,passive
vac	2	desiderative	optative	active,passive
vac	2	desiderative	periphrastic_future	active
vac	2	desiderative	present	active,passive
vac	2	primary	aorist	active,middle
vac	2	primary	benedictive	active
vac	2	primary	future	active,middle
vac	2	primary	imperative	active,passive
vac	2	primary	imperfect	active,passive
vac	2	primary	injunctive	active,middle
vac	2	primary	optative	active,passive
vac	2	primary	perfect	active,middle
vac	2	primary	periphrastic_future	active
vac	2	primary	present	active,passive
vac	2	primary	subjunctive	active
vac	3	primary	imperative	active
vac	3	primary	imperfect	active
vac	3	primary	optative	active
vac	3	primary	present	active
vad	1	causative	future	active,middle
vad	1	causative	imperative	active,middle,passive
vad	1	causative	imperfect	active,middle,passive
vad	1	causative	optative	active,middle,passive
vad	1	causative	periphrastic_future	active
vad	1	causative	present	active,middle,passive
vad	1	intensive	imperative	active
vad	1	intensive	imperfect	active
vad	1	intensive	optative	active
vad	1	intensive	present	active
vad	1	primary	benedictive	active
vad	1	primary	conditional	active,middle
vad	1	primary	future	active,middle
vad	1	primary	imperative	active,middle,passive
vad	1	primary	imperfect	active,middle,passive
vad	1	primary	optative	active,middle,passive
vad	1	primary	perfect	active,middle
vad	1	primary	periphrastic_future	active
vad	1	primary	present	active,middle,passive
vad	5	primary	aorist	active,middle
vad	5	primary	injunctive	active,middle
vadh	5	primary	aorist	active,middle
vadh	5	primary	benedictive	active
vadh	5	primary	future	active,middle
vadh	5	primary	imperative	passive
vadh	5	primary	imperfect	passive
vadh	5	primary	injunctive	active,middle
vadh	5	primary	optative	passive
vadh	5	primary	perfect	active,middle
vadh	5	primary	periphrastic_future	active
vadh	5	primary	present	passive
vah	1	causative	future	active,middle
vah	1	causative	imperative	active,middle,passive
vah	1	causative	imperfect	active,middle,passive
vah	1	causative	optative	active,middle,passive
vah	1	causative	periphrastic_future	active
vah	1	causative	present	active,middle,passive
vah	1	primary	benedictive	active
vah	1	primary	future	active,middle
vah	1	primary	imperative	active,middle,passive
vah	1	primary	imperfect	active,middle,passive
vah	1	primary	optative	active,middle,passive
vah	1	primary	perfect	active,middle
vah	1	primary	periphrastic_future	active
vah	1	primary	present	active,middle,passive
vah	3	causative	aorist	active,middle
vaira	11	primary	future	active,middle
vaira	11	primary	imperative	middle
vaira	11	primary	imperfect	middle
vaira	11	primary	optative	middle
vaira	11	primary	periphrastic_future	active
vaira	11	primary	present	middle
vajrakīla	11	primary	future	active,middle
vajrakīla	11	primary	imperative	middle,passive
vajrakīla	11	primary	imperfect	middle,passive
vajrakīla	11	primary	optative	middle,passive
vajrakīla	11	primary	periphrastic_future	active
vajrakīla	11	primary	present	middle,passive
val	1	causative	future	active,middle
val	1	causative	imperative	active,middle
val	1	causative	imperfect	active,middle
val	1	causative	optative	active,middle
val	1	causative	periphrastic_future	active
val	1	causative	present	active,middle
val	1	primary	benedictive	active
val	1	primary	future	active,middle
val	1	primary	imperative	active,middle,passive
val	1	primary	imperfect	active,middle,passive
val	1	primary	optative	active,middle,passive
val	1	primary	perfect	active,middle
val	1	primary	periphrastic_future	active
val	1	primary	present	active,middle,passive
valg	1	primary	benedictive	active
valg	1	primary	future	active,middle
valg	1	primary	imperative	active,middle,passive
valg	1	primary	imperfect	active,middle,passive
valg	1	primary	optative	active,middle,passive
valg	1	primary	perfect	active,middle
valg	1	primary	periphrastic_future	active
valg	1	primary	present	active,middle,passive
valgu	11	primary	future	active,middle
valgu	11	primary	imperative	active
valgu	11	primary	imperfect	active
valgu	11	primary	optative	active
valgu	11	primary	periphrastic_future	active
valgu	11	primary	present	active
vam	1	primary	benedictive	active
vam	1	primary	future	active
vam	1	primary	imperative	active,passive
vam	1	primary	imperfect	active,passive
vam	1	primary	optative	active,passive
vam	1	primary	perfect	active
vam	1	primary	periphrastic_future	active
vam	1	primary	present	active,passive
van	1	desiderative	future	active,middle
van	1	desiderative	imperative	active,middle,passive
van	1	desiderative	imperfect	active,middle,passive
van	1	desiderative	optative	active,middle,passive
van	1	desiderative	periphrastic_future	active
van	1	desiderative	present	active,middle,passive
van	1	primary	benedictive	active
van	1	primary	future	active,middle
van	1	primary	imperative	active,passive
van	1	primary	imperfect	active,passive
van	1	primary	optative	active,passive
van	1	primary	perfect	active,middle
van	1	primary	periphrastic_future	active
van	1	primary	present	active,passive
van	8	primary	imperative	active,middle
van	8	primary	imperfect	active,middle
