form,root,class,person,number,mode,voice,modification,form_IAST,root_IAST
cikrIzitAras,krI,,3,p,pfut,para,desid,cikrīṣitāras,krī
cikrIzitArO,krI,,3,d,pfut,para,desid,cikrīṣitārau,krī
cikrIzitAsi,krI,,2,s,pfut,para,desid,cikrīṣitāsi,krī
cikrIzitAsTa,krI,,2,p,pfut,para,desid,cikrīṣitāstha,krī
cikrIzitAsTas,krI,,2,d,pfut,para,desid,cikrīṣitāsthas,krī
cikrIzitAsmas,krI,,1,p,pfut,para,desid,cikrīṣitāsmas,krī
cikrIzitAsmi,krI,,1,s,pfut,para,desid,cikrīṣitāsmi,krī
cikrIzitAsvas,krI,,1,d,pfut,para,desid,cikrīṣitāsvas,krī
cikrIze,krI,,1,s,pres,atma,desid,cikrīṣe,krī
cikrIzeta,krI,,3,s,opt,atma,desid,cikrīṣeta,krī
cikrIzetAm,krI,,3,d,impv,atma,desid,cikrīṣetām,krī
cikrIzete,krI,,3,d,pres,atma,desid,cikrīṣete,krī
cikrIzeTAm,krI,,2,d,impv,atma,desid,cikrīṣethām,krī
cikrIzeTAs,krI,,2,s,opt,atma,desid,cikrīṣethās,krī
cikrIzeTe,krI,,2,d,pres,atma,desid,cikrīṣethe,krī
cikrIzeDvam,krI,,2,p,opt,atma,desid,cikrīṣedhvam,krī
cikrIzemahi,krI,,1,p,opt,atma,desid,cikrīṣemahi,krī
cikrIzeya,krI,,1,s,opt,atma,desid,cikrīṣeya,krī
cikrIzeyAtAm,krI,,3,d,opt,atma,desid,cikrīṣeyātām,krī
cikrIzeyATAm,krI,,2,d,opt,atma,desid,cikrīṣeyāthām,krī
cikrIzeran,krI,,3,p,opt,atma,desid,cikrīṣeran,krī
cikrIzevahi,krI,,1,d,opt,atma,desid,cikrīṣevahi,krī
cikrIzE,krI,,1,s,impv,atma,desid,cikrīṣai,krī
cikrIzyatAm,krI,,3,s,impv,pass,desid,cikrīṣyatām,krī
cikrIzyate,krI,,3,s,sfut,atma,desid,cikrīṣyate,krī
cikrIzyaDvam,krI,,2,p,impv,pass,desid,cikrīṣyadhvam,krī
cikrIzyaDve,krI,,2,p,sfut,atma,desid,cikrīṣyadhve,krī
cikrIzyantAm,krI,,3,p,impv,pass,desid,cikrīṣyantām,krī
cikrIzyante,krI,,3,p,sfut,atma,desid,cikrīṣyante,krī
cikrIzyase,krI,,2,s,sfut,atma,desid,cikrīṣyase,krī
cikrIzyasva,krI,,2,s,impv,pass,desid,cikrīṣyasva,krī
cikrIzyAmahe,krI,,1,p,sfut,atma,desid,cikrīṣyāmahe,krī
cikrIzyAmahE,krI,,1,p,impv,pass,desid,cikrīṣyāmahai,krī
cikrIzyAvahe,krI,,1,d,sfut,atma,desid,cikrīṣyāvahe,krī
cikrIzyAvahE,krI,,1,d,impv,pass,desid,cikrīṣyāvahai,krī
cikrIzye,krI,,1,s,sfut,atma,desid,cikrīṣye,krī
cikrIzyeta,krI,,3,s,opt,pass,desid,cikrīṣyeta,krī
cikrIzyetAm,krI,,3,d,impv,pass,desid,cikrīṣyetām,krī
cikrIzyete,krI,,3,d,sfut,atma,desid,cikrīṣyete,krī
cikrIzyeTAm,krI,,2,d,impv,pass,desid,cikrīṣyethām,krī
cikrIzyeTAs,krI,,2,s,opt,pass,desid,cikrīṣyethās,krī
cikrIzyeTe,krI,,2,d,sfut,atma,desid,cikrīṣyethe,krī
cikrIzyeDvam,krI,,2,p,opt,pass,desid,cikrīṣyedhvam,krī
cikrIzyemahi,krI,,1,p,opt,pass,desid,cikrīṣyemahi,krī
cikrIzyeya,krI,,1,s,opt,pass,desid,cikrīṣyeya,krī
cikrIzyeyAtAm,krI,,3,d,opt,pass,desid,cikrīṣyeyātām,krī
cikrIzyeyATAm,krI,,2,d,opt,pass,desid,cikrīṣyeyāthām,krī
cikrIzyeran,krI,,3,p,opt,pass,desid,cikrīṣyeran,krī
cikrIzyevahi,krI,,1,d,opt,pass,desid,cikrīṣyevahi,krī
cikrIzyE,krI,,1,s,impv,pass,desid,cikrīṣyai,krī
cikreTa,krI,,2,s,perf,para,,cikretha,krī
ciklida,klid,,2,p,perf,para,,ciklida,klid
ciklidatur,klid,,3,d,perf,para,,ciklidatur,klid
ciklidaTur,klid,,2,d,perf,para,,ciklidathur,klid
ciklidima,klid,,1,p,perf,para,,ciklidima,klid
ciklidiva,klid,,1,d,perf,para,,ciklidiva,klid
ciklidur,klid,,3,p,perf,para,,ciklidur,klid
cikliSa,kliS,,2,p,perf,para,,cikliśa,kliś
cikliSatur,kliS,,3,d,perf,para,,cikliśatur,kliś
cikliSaTur,kliS,,2,d,perf,para,,cikliśathur,kliś
cikliSima,kliS,,1,p,perf,para,,cikliśima,kliś
cikliSiva,kliS,,1,d,perf,para,,cikliśiva,kliś
cikliSur,kliS,,3,p,perf,para,,cikliśur,kliś
ciklIbA,klIba,,2,p,perf,para,,ciklībā,klība
ciklIbAtur,klIba,,3,d,perf,para,,ciklībātur,klība
ciklIbAte,klIba,,3,d,perf,atma,,ciklībāte,klība
ciklIbATur,klIba,,2,d,perf,para,,ciklībāthur,klība
ciklIbATe,klIba,,2,d,perf,atma,,ciklībāthe,klība
ciklIbeTa,klIba,,2,s,perf,para,,ciklībetha,klība
ciklIbeDve,klIba,,2,p,perf,atma,,ciklībedhve,klība
ciklIbema,klIba,,1,p,perf,para,,ciklībema,klība
ciklIbemahe,klIba,,1,p,perf,atma,,ciklībemahe,klība
ciklIbere,klIba,,3,p,perf,atma,,ciklībere,klība
ciklIbeva,klIba,,1,d,perf,para,,ciklībeva,klība
ciklIbevahe,klIba,,1,d,perf,atma,,ciklībevahe,klība
ciklIbeze,klIba,,2,s,perf,atma,,ciklībeṣe,klība
ciklIbE,klIba,,3,s,perf,atma,,ciklībai,klība
ciklIbor,klIba,,3,p,perf,para,,ciklībor,klība
cikleda,klid,,3,s,perf,para,,cikleda,klid
ciklediTa,klid,,2,s,perf,para,,cikleditha,klid
cikleSa,kliS,,3,s,perf,para,,cikleśa,kliś
cikleSiTa,kliS,,2,s,perf,para,,cikleśitha,kliś
cikzaya,kzi,,1,s,perf,para,,cikṣaya,kṣi
cikzaya,kzI,,1,s,perf,para,,cikṣaya,kṣī
cikzayiTa,kzi,,2,s,perf,para,,cikṣayitha,kṣi
cikzayiTa,kzI,,2,s,perf,para,,cikṣayitha,kṣī
cikzAya,kzi,,3,s,perf,para,,cikṣāya,kṣi
cikzAya,kzI,,3,s,perf,para,,cikṣāya,kṣī
cikzipa,kzip,,2,p,perf,para,,cikṣipa,kṣip
cikzipatur,kzip,,3,d,perf,para,,cikṣipatur,kṣip
cikzipaTur,kzip,,2,d,perf,para,,cikṣipathur,kṣip
cikzipAte,kzip,,3,d,perf,atma,,cikṣipāte,kṣip
cikzipATe,kzip,,2,d,perf,atma,,cikṣipāthe,kṣip
cikzipiDve,kzip,,2,p,perf,atma,,cikṣipidhve,kṣip
cikzipima,kzip,,1,p,perf,para,,cikṣipima,kṣip
cikzipimahe,kzip,,1,p,perf,atma,,cikṣipimahe,kṣip
cikzipire,kzip,,3,p,perf,atma,,cikṣipire,kṣip
cikzipiva,kzip,,1,d,perf,para,,cikṣipiva,kṣip
cikzipivahe,kzip,,1,d,perf,atma,,cikṣipivahe,kṣip
cikzipize,kzip,,2,s,perf,atma,,cikṣipiṣe,kṣip
cikzipur,kzip,,3,p,perf,para,,cikṣipur,kṣip
cikzipe,kzip,,3,s,perf,atma,,cikṣipe,kṣip
cikziya,kzi,,2,p,perf,para,,cikṣiya,kṣi
cikziya,kzI,,2,p,perf,para,,cikṣiya,kṣī
cikziyatur,kzi,,3,d,perf,para,,cikṣiyatur,kṣi
cikziyatur,kzI,,3,d,perf,para,,cikṣiyatur,kṣī
cikziyaTur,kzi,,2,d,perf,para,,cikṣiyathur,kṣi
cikziyaTur,kzI,,2,d,perf,para,,cikṣiyathur,kṣī
cikziyima,kzi,,1,p,perf,para,,cikṣiyima,kṣi
cikziyima,kzI,,1,p,perf,para,,cikṣiyima,kṣī
cikziyiva,kzi,,1,d,perf,para,,cikṣiyiva,kṣi
cikziyiva,kzI,,1,d,perf,para,,cikṣiyiva,kṣī
cikziyur,kzi,,3,p,perf,para,,cikṣiyur,kṣi
cikziyur,kzI,,3,p,perf,para,,cikṣiyur,kṣī
cikzeTa,kzi,,2,s,perf,para,,cikṣetha,kṣi
cikzeTa,kzI,,2,s,perf,para,,cikṣetha,kṣī
cikzepa,kzip,,3,s,perf,para,,cikṣepa,kṣip
cikzepiTa,kzip,,2,s,perf,para,,cikṣepitha,kṣip
cikzviqa,kzviq,,2,p,perf,para,,cikṣviḍa,kṣviḍ
cikzviqatur,kzviq,,3,d,perf,para,,cikṣviḍatur,kṣviḍ
cikzviqaTur,kzviq,,2,d,perf,para,,cikṣviḍathur,kṣviḍ
cikzviqima,kzviq,,1,p,perf,para,,cikṣviḍima,kṣviḍ
cikzviqiva,kzviq,,1,d,perf,para,,cikṣviḍiva,kṣviḍ
cikzviqur,kzviq,,3,p,perf,para,,cikṣviḍur,kṣviḍ
cikzveqa,kzviq,,3,s,perf,para,,cikṣveḍa,kṣviḍ
cikzveqiTa,kzviq,,2,s,perf,para,,cikṣveḍitha,kṣviḍ
ciKida,Kid,,2,p,perf,para,,cikhida,khid
ciKidatur,Kid,,3,d,perf,para,,cikhidatur,khid
ciKidaTur,Kid,,2,d,perf,para,,cikhidathur,khid
ciKidima,Kid,,1,p,perf,para,,cikhidima,khid
ciKidiva,Kid,,1,d,perf,para,,cikhidiva,khid
ciKidur,Kid,,3,p,perf,para,,cikhidur,khid
ciKeda,Kid,,3,s,perf,para,,cikheda,khid
ciKediTa,Kid,,2,s,perf,para,,cikheditha,khid
cicikitsa,cit#1,,2,p,perf,para,desid,cicikitsa,cit#1
cicikitsatur,cit#1,,3,d,perf,para,desid,cicikitsatur,cit#1
cicikitsaTur,cit#1,,2,d,perf,para,desid,cicikitsathur,cit#1
cicikitsiTa,cit#1,,2,s,perf,para,desid,cicikitsitha,cit#1
cicikitsima,cit#1,,1,p,perf,para,desid,cicikitsima,cit#1
cicikitsiva,cit#1,,1,d,perf,para,desid,cicikitsiva,cit#1
cicikitsur,cit#1,,3,p,perf,para,desid,cicikitsur,cit#1
cicikIrza,kf#1,,2,p,perf,para,desid,cicikīrṣa,kṛ#1
cicikIrzatur,kf#1,,3,d,perf,para,desid,cicikīrṣatur,kṛ#1
cicikIrzaTur,kf#1,,2,d,perf,para,desid,cicikīrṣathur,kṛ#1
cicikIrzAte,kf#1,,3,d,perf,atma,desid,cicikīrṣāte,kṛ#1
cicikIrzATe,kf#1,,2,d,perf,atma,desid,cicikīrṣāthe,kṛ#1
cicikIrziTa,kf#1,,2,s,perf,para,desid,cicikīrṣitha,kṛ#1
cicikIrziDve,kf#1,,2,p,perf,atma,desid,cicikīrṣidhve,kṛ#1
cicikIrzima,kf#1,,1,p,perf,para,desid,cicikīrṣima,kṛ#1
cicikIrzimahe,kf#1,,1,p,perf,atma,desid,cicikīrṣimahe,kṛ#1
cicikIrzire,kf#1,,3,p,perf,atma,desid,cicikīrṣire,kṛ#1
cicikIrziva,kf#1,,1,d,perf,para,desid,cicikīrṣiva,kṛ#1
cicikIrzivahe,kf#1,,1,d,perf,atma,desid,cicikīrṣivahe,kṛ#1
cicikIrzize,kf#1,,2,s,perf,atma,desid,cicikīrṣiṣe,kṛ#1
cicikIrzur,kf#1,,3,p,perf,para,desid,cicikīrṣur,kṛ#1
cicikIrze,kf#1,,3,s,perf,atma,desid,cicikīrṣe,kṛ#1
cicikIza,ci,,2,p,perf,para,desid,cicikīṣa,ci
cicikIzatur,ci,,3,d,perf,para,desid,cicikīṣatur,ci
cicikIzaTur,ci,,2,d,perf,para,desid,cicikīṣathur,ci
cicikIziTa,ci,,2,s,perf,para,desid,cicikīṣitha,ci
cicikIzima,ci,,1,p,perf,para,desid,cicikīṣima,ci
cicikIziva,ci,,1,d,perf,para,desid,cicikīṣiva,ci
cicikIzur,ci,,3,p,perf,para,desid,cicikīṣur,ci
cicikrIzAte,krI,,3,d,perf,atma,desid,cicikrīṣāte,krī
cicikrIzATe,krI,,2,d,perf,atma,desid,cicikrīṣāthe,krī
cicikrIziDve,krI,,2,p,perf,atma,desid,cicikrīṣidhve,krī
cicikrIzimahe,krI,,1,p,perf,atma,desid,cicikrīṣimahe,krī
cicikrIzire,krI,,3,p,perf,atma,desid,cicikrīṣire,krī
cicikrIzivahe,krI,,1,d,perf,atma,desid,cicikrīṣivahe,krī
cicikrIzize,krI,,2,s,perf,atma,desid,cicikrīṣiṣe,krī
cicikrIze,krI,,3,s,perf,atma,desid,cicikrīṣe,krī
cicicIza,ci,,2,p,perf,para,desid,cicicīṣa,ci
cicicIzatur,ci,,3,d,perf,para,desid,cicicīṣatur,ci
cicicIzaTur,ci,,2,d,perf,para,desid,cicicīṣathur,ci
cicicIziTa,ci,,2,s,perf,para,desid,cicicīṣitha,ci
cicicIzima,ci,,1,p,perf,para,desid,cicicīṣima,ci
cicicIziva,ci,,1,d,perf,para,desid,cicicīṣiva,ci
cicicIzur,ci,,3,p,perf,para,desid,cicicīṣur,ci
cicIza,ci,,2,s,impv,para,desid,cicīṣa,ci
cicIzata,ci,,2,p,impv,para,desid,cicīṣata,ci
cicIzatam,ci,,2,d,impv,para,desid,cicīṣatam,ci
cicIzatas,ci,,3,d,pres,para,desid,cicīṣatas,ci
cicIzatAm,ci,,3,d,impv,para,desid,cicīṣatām,ci
cicIzati,ci,,3,s,pres,para,desid,cicīṣati,ci
cicIzatu,ci,,3,s,impv,para,desid,cicīṣatu,ci
cicIzaTa,ci,,2,p,pres,para,desid,cicīṣatha,ci
cicIzaTas,ci,,2,d,pres,para,desid,cicīṣathas,ci
cicIzanti,ci,,3,p,pres,para,desid,cicīṣanti,ci
cicIzantu,ci,,3,p,impv,para,desid,cicīṣantu,ci
cicIzasi,ci,,2,s,pres,para,desid,cicīṣasi,ci
cicIzARi,ci,,1,s,impv,para,desid,cicīṣāṇi,ci
cicIzAma,ci,,1,p,impv,para,desid,cicīṣāma,ci
cicIzAmas,ci,,1,p,pres,para,desid,cicīṣāmas,ci
cicIzAmi,ci,,1,s,pres,para,desid,cicīṣāmi,ci
cicIzAva,ci,,1,d,impv,para,desid,cicīṣāva,ci
cicIzAvas,ci,,1,d,pres,para,desid,cicīṣāvas,ci
cicIzitA,ci,,3,s,pfut,para,desid,cicīṣitā,ci
cicIzitAras,ci,,3,p,pfut,para,desid,cicīṣitāras,ci
cicIzitArO,ci,,3,d,pfut,para,desid,cicīṣitārau,ci
cicIzitAsi,ci,,2,s,pfut,para,desid,cicīṣitāsi,ci
cicIzitAsTa,ci,,2,p,pfut,para,desid,cicīṣitāstha,ci
cicIzitAsTas,ci,,2,d,pfut,para,desid,cicīṣitāsthas,ci
cicIzitAsmas,ci,,1,p,pfut,para,desid,cicīṣitāsmas,ci
cicIzitAsmi,ci,,1,s,pfut,para,desid,cicīṣitāsmi,ci
cicIzitAsvas,ci,,1,d,pfut,para,desid,cicīṣitāsvas,ci
cicIzet,ci,,3,s,opt,para,desid,cicīṣet,ci
cicIzeta,ci,,2,p,opt,para,desid,cicīṣeta,ci
cicIzetam,ci,,2,d,opt,para,desid,cicīṣetam,ci
cicIzetAm,ci,,3,d,opt,para,desid,cicīṣetām,ci
cicIzema,ci,,1,p,opt,para,desid,cicīṣema,ci
cicIzeyam,ci,,1,s,opt,para,desid,cicīṣeyam,ci
cicIzeyur,ci,,3,p,opt,para,desid,cicīṣeyur,ci
cicIzeva,ci,,1,d,opt,para,desid,cicīṣeva,ci
cicIzes,ci,,2,s,opt,para,desid,cicīṣes,ci
cicIzyatas,ci,,3,d,sfut,para,desid,cicīṣyatas,ci
cicIzyatAm,ci,,3,s,impv,pass,desid,cicīṣyatām,ci
cicIzyati,ci,,3,s,sfut,para,desid,cicīṣyati,ci
cicIzyate,ci,,3,s,pres,pass,desid,cicīṣyate,ci
cicIzyaTa,ci,,2,p,sfut,para,desid,cicīṣyatha,ci
cicIzyaTas,ci,,2,d,sfut,para,desid,cicīṣyathas,ci
cicIzyaDvam,ci,,2,p,impv,pass,desid,cicīṣyadhvam,ci
cicIzyaDve,ci,,2,p,pres,pass,desid,cicīṣyadhve,ci
cicIzyantAm,ci,,3,p,impv,pass,desid,cicīṣyantām,ci
cicIzyanti,ci,,3,p,sfut,para,desid,cicīṣyanti,ci
cicIzyante,ci,,3,p,pres,pass,desid,cicīṣyante,ci
cicIzyasi,ci,,2,s,sfut,para,desid,cicīṣyasi,ci
cicIzyase,ci,,2,s,pres,pass,desid,cicīṣyase,ci
cicIzyasva,ci,,2,s,impv,pass,desid,cicīṣyasva,ci
cicIzyAmas,ci,,1,p,sfut,para,desid,cicīṣyāmas,ci
cicIzyAmahe,ci,,1,p,pres,pass,desid,cicīṣyāmahe,ci
cicIzyAmahE,ci,,1,p,impv,pass,desid,cicīṣyāmahai,ci
cicIzyAmi,ci,,1,s,sfut,para,desid,cicīṣyāmi,ci
cicIzyAvas,ci,,1,d,sfut,para,desid,cicīṣyāvas,ci
cicIzyAvahe,ci,,1,d,pres,pass,desid,cicīṣyāvahe,ci
cicIzyAvahE,ci,,1,d,impv,pass,desid,cicīṣyāvahai,ci
cicIzye,ci,,1,s,pres,pass,desid,cicīṣye,ci
cicIzyeta,ci,,3,s,opt,pass,desid,cicīṣyeta,ci
cicIzyetAm,ci,,3,d,impv,pass,desid,cicīṣyetām,ci
cicIzyete,ci,,3,d,pres,pass,desid,cicīṣyete,ci
cicIzyeTAm,ci,,2,d,impv,pass,desid,cicīṣyethām,ci
cicIzyeTAs,ci,,2,s,opt,pass,desid,cicīṣyethās,ci
cicIzyeTe,ci,,2,d,pres,pass,desid,cicīṣyethe,ci
cicIzyeDvam,ci,,2,p,opt,pass,desid,cicīṣyedhvam,ci
cicIzyemahi,ci,,1,p,opt,pass,desid,cicīṣyemahi,ci
cicIzyeya,ci,,1,s,opt,pass,desid,cicīṣyeya,ci
cicIzyeyAtAm,ci,,3,d,opt,pass,desid,cicīṣyeyātām,ci
cicIzyeyATAm,ci,,2,d,opt,pass,desid,cicīṣyeyāthām,ci
cicIzyeran,ci,,3,p,opt,pass,desid,cicīṣyeran,ci
cicIzyevahi,ci,,1,d,opt,pass,desid,cicīṣyevahi,ci
cicIzyE,ci,,1,s,impv,pass,desid,cicīṣyai,ci
cicCida,Cid#1,,2,p,perf,para,,cicchida,chid#1
cicCidatur,Cid#1,,3,d,perf,para,,cicchidatur,chid#1
cicCidaTur,Cid#1,,2,d,perf,para,,cicchidathur,chid#1
cicCidAte,Cid#1,,3,d,perf,atma,,cicchidāte,chid#1
cicCidATe,Cid#1,,2,d,perf,atma,,cicchidāthe,chid#1
cicCidiDve,Cid#1,,2,p,perf,atma,,cicchididhve,chid#1
cicCidima,Cid#1,,1,p,perf,para,,cicchidima,chid#1
cicCidimahe,Cid#1,,1,p,perf,atma,,cicchidimahe,chid#1
cicCidire,Cid#1,,3,p,perf,atma,,cicchidire,chid#1
cicCidiva,Cid#1,,1,d,perf,para,,cicchidiva,chid#1
cicCidivahe,Cid#1,,1,d,perf,atma,,cicchidivahe,chid#1
cicCidize,Cid#1,,2,s,perf,atma,,cicchidiṣe,chid#1
cicCidur,Cid#1,,3,p,perf,para,,cicchidur,chid#1
cicCide,Cid#1,,3,s,perf,atma,,cicchide,chid#1
cicCeda,Cid#1,,3,s,perf,para,,ciccheda,chid#1
cicCediTa,Cid#1,,2,s,perf,para,,ciccheditha,chid#1
cityatAm,cit#1,,3,s,impv,pass,,cityatām,cit#1
cityate,cit#1,,3,s,pres,pass,,cityate,cit#1
cityaDvam,cit#1,,2,p,impv,pass,,cityadhvam,cit#1
cityaDve,cit#1,,2,p,pres,pass,,cityadhve,cit#1
cityantAm,cit#1,,3,p,impv,pass,,cityantām,cit#1
cityante,cit#1,,3,p,pres,pass,,cityante,cit#1
cityase,cit#1,,2,s,pres,pass,,cityase,cit#1
cityasva,cit#1,,2,s,impv,pass,,cityasva,cit#1
cityAmahe,cit#1,,1,p,pres,pass,,cityāmahe,cit#1
cityAmahE,cit#1,,1,p,impv,pass,,cityāmahai,cit#1
cityAvahe,cit#1,,1,d,pres,pass,,cityāvahe,cit#1
cityAvahE,cit#1,,1,d,impv,pass,,cityāvahai,cit#1
citye,cit#1,,1,s,pres,pass,,citye,cit#1
cityeta,cit#1,,3,s,opt,pass,,cityeta,cit#1
cityetAm,cit#1,,3,d,impv,pass,,cityetām,cit#1
cityete,cit#1,,3,d,pres,pass,,cityete,cit#1
cityeTAm,cit#1,,2,d,impv,pass,,cityethām,cit#1
cityeTAs,cit#1,,2,s,opt,pass,,cityethās,cit#1
cityeTe,cit#1,,2,d,pres,pass,,cityethe,cit#1
cityeDvam,cit#1,,2,p,opt,pass,,cityedhvam,cit#1
cityemahi,cit#1,,1,p,opt,pass,,cityemahi,cit#1
cityeya,cit#1,,1,s,opt,pass,,cityeya,cit#1
cityeyAtAm,cit#1,,3,d,opt,pass,,cityeyātām,cit#1
cityeyATAm,cit#1,,2,d,opt,pass,,cityeyāthām,cit#1
cityeran,cit#1,,3,p,opt,pass,,cityeran,cit#1
cityevahi,cit#1,,1,d,opt,pass,,cityevahi,cit#1
cityE,cit#1,,1,s,impv,pass,,cityai,cit#1
citrIyatAm,citra,denom,3,s,impv,atma,,citrīyatām,citra
citrIyate,citra,denom,3,s,pres,atma,,citrīyate,citra
citrIyaDvam,citra,denom,2,p,impv,atma,,citrīyadhvam,citra
citrIyaDve,citra,denom,2,p,pres,atma,,citrīyadhve,citra
citrIyantAm,citra,denom,3,p,impv,atma,,citrīyantām,citra
citrIyante,citra,denom,3,p,pres,atma,,citrīyante,citra
citrIyase,citra,denom,2,s,pres,atma,,citrīyase,citra
citrIyasva,citra,denom,2,s,impv,atma,,citrīyasva,citra
citrIyAmahe,citra,denom,1,p,pres,atma,,citrīyāmahe,citra
citrIyAmahE,citra,denom,1,p,impv,atma,,citrīyāmahai,citra
citrIyAvahe,citra,denom,1,d,pres,atma,,citrīyāvahe,citra
citrIyAvahE,citra,denom,1,d,impv,atma,,citrīyāvahai,citra
citrIyitA,citra,,3,s,pfut,para,,citrīyitā,citra
citrIyitAras,citra,,3,p,pfut,para,,citrīyitāras,citra
citrIyitArO,citra,,3,d,pfut,para,,citrīyitārau,citra
citrIyitAsi,citra,,2,s,pfut,para,,citrīyitāsi,citra
citrIyitAsTa,citra,,2,p,pfut,para,,citrīyitāstha,citra
citrIyitAsTas,citra,,2,d,pfut,para,,citrīyitāsthas,citra
citrIyitAsmas,citra,,1,p,pfut,para,,citrīyitāsmas,citra
citrIyitAsmi,citra,,1,s,pfut,para,,citrīyitāsmi,citra
citrIyitAsvas,citra,,1,d,pfut,para,,citrīyitāsvas,citra
citrIyizyatas,citra,,3,d,sfut,para,,citrīyiṣyatas,citra
citrIyizyati,citra,,3,s,sfut,para,,citrīyiṣyati,citra
citrIyizyate,citra,,3,s,sfut,atma,,citrīyiṣyate,citra
citrIyizyaTa,citra,,2,p,sfut,para,,citrīyiṣyatha,citra
citrIyizyaTas,citra,,2,d,sfut,para,,citrīyiṣyathas,citra
citrIyizyaDve,citra,,2,p,sfut,atma,,citrīyiṣyadhve,citra
citrIyizyanti,citra,,3,p,sfut,para,,citrīyiṣyanti,citra
citrIyizyante,citra,,3,p,sfut,atma,,citrīyiṣyante,citra
citrIyizyasi,citra,,2,s,sfut,para,,citrīyiṣyasi,citra
citrIyizyase,citra,,2,s,sfut,atma,,citrīyiṣyase,citra
citrIyizyAmas,citra,,1,p,sfut,para,,citrīyiṣyāmas,citra
citrIyizyAmahe,citra,,1,p,sfut,atma,,citrīyiṣyāmahe,citra
citrIyizyAmi,citra,,1,s,sfut,para,,citrīyiṣyāmi,citra
citrIyizyAvas,citra,,1,d,sfut,para,,citrīyiṣyāvas,citra
citrIyizyAvahe,citra,,1,d,sfut,atma,,citrīyiṣyāvahe,citra
citrIyizye,citra,,1,s,sfut,atma,,citrīyiṣye,citra
citrIyizyete,citra,,3,d,sfut,atma,,citrīyiṣyete,citra
citrIyizyeTe,citra,,2,d,sfut,atma,,citrīyiṣyethe,citra
citrIye,citra,denom,1,s,pres,atma,,citrīye,citra
citrIyeta,citra,denom,3,s,opt,atma,,citrīyeta,citra
citrIyetAm,citra,denom,3,d,impv,atma,,citrīyetām,citra
citrIyete,citra,denom,3,d,pres,atma,,citrīyete,citra
citrIyeTAm,citra,denom,2,d,impv,atma,,citrīyethām,citra
citrIyeTAs,citra,denom,2,s,opt,atma,,citrīyethās,citra
citrIyeTe,citra,denom,2,d,pres,atma,,citrīyethe,citra
citrIyeDvam,citra,denom,2,p,opt,atma,,citrīyedhvam,citra
citrIyemahi,citra,denom,1,p,opt,atma,,citrīyemahi,citra
citrIyeya,citra,denom,1,s,opt,atma,,citrīyeya,citra
citrIyeyAtAm,citra,denom,3,d,opt,atma,,citrīyeyātām,citra
citrIyeyATAm,citra,denom,2,d,opt,atma,,citrīyeyāthām,citra
citrIyeran,citra,denom,3,p,opt,atma,,citrīyeran,citra
citrIyevahi,citra,denom,1,d,opt,atma,,citrīyevahi,citra
citrIyE,citra,denom,1,s,impv,atma,,citrīyai,citra
cinavAni,ci,5,1,s,impv,para,,cinavāni,ci
cinavAma,ci,5,1,p,impv,para,,cinavāma,ci
cinavAmahE,ci,5,1,p,impv,atma,,cinavāmahai,ci
cinavAva,ci,5,1,d,impv,para,,cinavāva,ci
cinavAvahE,ci,5,1,d,impv,atma,,cinavāvahai,ci
cinavE,ci,5,1,s,impv,atma,,cinavai,ci
cinu,ci,5,2,s,impv,para,,cinu,ci
cinuta,ci,5,2,p,impv,para,,cinuta,ci
cinutam,ci,5,2,d,impv,para,,cinutam,ci
cinutas,ci,5,3,d,pres,para,,cinutas,ci
cinutAm,ci,5,3,s,impv,atma,,cinutām,ci
cinute,ci,5,3,s,pres,atma,,cinute,ci
cinuTa,ci,5,2,p,pres,para,,cinutha,ci
cinuTas,ci,5,2,d,pres,para,,cinuthas,ci
cinuDvam,ci,5,2,p,impv,atma,,cinudhvam,ci
cinuDve,ci,5,2,p,pres,atma,,cinudhve,ci
cinumas,ci,5,1,p,pres,para,,cinumas,ci
cinumahe,ci,5,1,p,pres,atma,,cinumahe,ci
cinuyAt,ci,5,3,s,opt,para,,cinuyāt,ci
cinuyAta,ci,5,2,p,opt,para,,cinuyāta,ci
cinuyAtam,ci,5,2,d,opt,para,,cinuyātam,ci
cinuyAtAm,ci,5,3,d,opt,para,,cinuyātām,ci
cinuyAm,ci,5,1,s,opt,para,,cinuyām,ci
cinuyAma,ci,5,1,p,opt,para,,cinuyāma,ci
cinuyAva,ci,5,1,d,opt,para,,cinuyāva,ci
cinuyAs,ci,5,2,s,opt,para,,cinuyās,ci
cinuyur,ci,5,3,p,opt,para,,cinuyur,ci
cinuvas,ci,5,1,d,pres,para,,cinuvas,ci
cinuvahe,ci,5,1,d,pres,atma,,cinuvahe,ci
cinuze,ci,5,2,s,pres,atma,,cinuṣe,ci
cinuzva,ci,5,2,s,impv,atma,,cinuṣva,ci
cinoti,ci,5,3,s,pres,para,,cinoti,ci
cinotu,ci,5,3,s,impv,para,,cinotu,ci
cinomi,ci,5,1,s,pres,para,,cinomi,ci
cinozi,ci,5,2,s,pres,para,,cinoṣi,ci
cintaya,cint,10,2,s,impv,para,,cintaya,cint
cintayata,cint,10,2,p,impv,para,,cintayata,cint
cintayatam,cint,10,2,d,impv,para,,cintayatam,cint
cintayatas,cint,10,3,d,pres,para,,cintayatas,cint
cintayatAm,cint,10,3,s,impv,atma,,cintayatām,cint
cintayati,cint,10,3,s,pres,para,,cintayati,cint
