form_slp1,form_iast,stem_slp1,stem_iast,tense,voice,person,number,class,derivation
aSlaTAma,aślathāma,SlaT,ślath,imperfect,active,1,pl,1,primary
aSlaTAmahi,aślathāmahi,SlaT,ślath,imperfect,middle,1,pl,1,primary
aSlaTAva,aślathāva,SlaT,ślath,imperfect,active,1,du,1,primary
aSlaTAvahi,aślathāvahi,SlaT,ślath,imperfect,middle,1,du,1,primary
aSlaTe,aślathe,SlaT,ślath,imperfect,middle,1,sg,1,primary
aSlaTetAm,aślathetām,SlaT,ślath,imperfect,middle,3,du,1,primary
aSlaTeTAm,aślathethām,SlaT,ślath,imperfect,middle,2,du,1,primary
aSlaTyata,aślathyata,SlaT,ślath,imperfect,passive,3,sg,,primary
aSlaTyaTAs,aślathyathās,SlaT,ślath,imperfect,passive,2,sg,,primary
aSlaTyaDvam,aślathyadhvam,SlaT,ślath,imperfect,passive,2,pl,,primary
aSlaTyanta,aślathyanta,SlaT,ślath,imperfect,passive,3,pl,,primary
aSlaTyAmahi,aślathyāmahi,SlaT,ślath,imperfect,passive,1,pl,,primary
aSlaTyAvahi,aślathyāvahi,SlaT,ślath,imperfect,passive,1,du,,primary
aSlaTye,aślathye,SlaT,ślath,imperfect,passive,1,sg,,primary
aSlaTyetAm,aślathyetām,SlaT,ślath,imperfect,passive,3,du,,primary
aSlaTyeTAm,aślathyethām,SlaT,ślath,imperfect,passive,2,du,,primary
aSlAGata,aślāghata,SlAG,ślāgh,imperfect,middle,3,sg,1,primary
aSlAGaTAs,aślāghathās,SlAG,ślāgh,imperfect,middle,2,sg,1,primary
aSlAGaDvam,aślāghadhvam,SlAG,ślāgh,imperfect,middle,2,pl,1,primary
aSlAGanta,aślāghanta,SlAG,ślāgh,imperfect,middle,3,pl,1,primary
aSlAGAmahi,aślāghāmahi,SlAG,ślāgh,imperfect,middle,1,pl,1,primary
aSlAGAvahi,aślāghāvahi,SlAG,ślāgh,imperfect,middle,1,du,1,primary
aSlAGe,aślāghe,SlAG,ślāgh,imperfect,middle,1,sg,1,primary
aSlAGetAm,aślāghetām,SlAG,ślāgh,imperfect,middle,3,du,1,primary
aSlAGeTAm,aślāghethām,SlAG,ślāgh,imperfect,middle,2,du,1,primary
aSlAGyata,aślāghyata,SlAG,ślāgh,imperfect,passive,3,sg,,primary
aSlAGyaTAs,aślāghyathās,SlAG,ślāgh,imperfect,passive,2,sg,,primary
aSlAGyaDvam,aślāghyadhvam,SlAG,ślāgh,imperfect,passive,2,pl,,primary
aSlAGyanta,aślāghyanta,SlAG,ślāgh,imperfect,passive,3,pl,,primary
aSlAGyAmahi,aślāghyāmahi,SlAG,ślāgh,imperfect,passive,1,pl,,primary
aSlAGyAvahi,aślāghyāvahi,SlAG,ślāgh,imperfect,passive,1,du,,primary
aSlAGye,aślāghye,SlAG,ślāgh,imperfect,passive,1,sg,,primary
aSlAGyetAm,aślāghyetām,SlAG,ślāgh,imperfect,passive,3,du,,primary
aSlAGyeTAm,aślāghyethām,SlAG,ślāgh,imperfect,passive,2,du,,primary
aSlizyat,aśliṣyat,Sliz,śliṣ,imperfect,active,3,sg,4,primary
aSlizyata,aśliṣyata,Sliz,śliṣ,imperfect,passive,3,sg,,primary
aSlizyatam,aśliṣyatam,Sliz,śliṣ,imperfect,active,2,du,4,primary
aSlizyatAm,aśliṣyatām,Sliz,śliṣ,imperfect,active,3,du,4,primary
aSlizyaTAs,aśliṣyathās,Sliz,śliṣ,imperfect,passive,2,sg,,primary
aSlizyaDvam,aśliṣyadhvam,Sliz,śliṣ,imperfect,passive,2,pl,,primary
aSlizyan,aśliṣyan,Sliz,śliṣ,imperfect,active,3,pl,4,primary
aSlizyanta,aśliṣyanta,Sliz,śliṣ,imperfect,passive,3,pl,,primary
aSlizyam,aśliṣyam,Sliz,śliṣ,imperfect,active,1,sg,4,primary
aSlizyas,aśliṣyas,Sliz,śliṣ,imperfect,active,2,sg,4,primary
aSlizyAma,aśliṣyāma,Sliz,śliṣ,imperfect,active,1,pl,4,primary
aSlizyAmahi,aśliṣyāmahi,Sliz,śliṣ,imperfect,passive,1,pl,,primary
aSlizyAva,aśliṣyāva,Sliz,śliṣ,imperfect,active,1,du,4,primary
aSlizyAvahi,aśliṣyāvahi,Sliz,śliṣ,imperfect,passive,1,du,,primary
aSlizye,aśliṣye,Sliz,śliṣ,imperfect,passive,1,sg,,primary
aSlizyetAm,aśliṣyetām,Sliz,śliṣ,imperfect,passive,3,du,,primary
aSlizyeTAm,aśliṣyethām,Sliz,śliṣ,imperfect,passive,2,du,,primary
aSlezayat,aśleṣayat,Sliz,śliṣ,imperfect,active,3,sg,,causative
aSlezayata,aśleṣayata,Sliz,śliṣ,imperfect,middle,3,sg,,causative
aSlezayatam,aśleṣayatam,Sliz,śliṣ,imperfect,active,2,du,,causative
aSlezayatAm,aśleṣayatām,Sliz,śliṣ,imperfect,active,3,du,,causative
aSlezayaTAs,aśleṣayathās,Sliz,śliṣ,imperfect,middle,2,sg,,causative
aSlezayaDvam,aśleṣayadhvam,Sliz,śliṣ,imperfect,middle,2,pl,,causative
aSlezayan,aśleṣayan,Sliz,śliṣ,imperfect,active,3,pl,,causative
aSlezayanta,aśleṣayanta,Sliz,śliṣ,imperfect,middle,3,pl,,causative
aSlezayam,aśleṣayam,Sliz,śliṣ,imperfect,active,1,sg,,causative
aSlezayas,aśleṣayas,Sliz,śliṣ,imperfect,active,2,sg,,causative
aSlezayAma,aśleṣayāma,Sliz,śliṣ,imperfect,active,1,pl,,causative
aSlezayAmahi,aśleṣayāmahi,Sliz,śliṣ,imperfect,middle,1,pl,,causative
aSlezayAva,aśleṣayāva,Sliz,śliṣ,imperfect,active,1,du,,causative
aSlezayAvahi,aśleṣayāvahi,Sliz,śliṣ,imperfect,middle,1,du,,causative
aSlezaye,aśleṣaye,Sliz,śliṣ,imperfect,middle,1,sg,,causative
aSlezayetAm,aśleṣayetām,Sliz,śliṣ,imperfect,middle,3,du,,causative
aSlezayeTAm,aśleṣayethām,Sliz,śliṣ,imperfect,middle,2,du,,causative
aSlezyata,aśleṣyata,Sliz,śliṣ,imperfect,passive,3,sg,,causative
aSlezyaTAs,aśleṣyathās,Sliz,śliṣ,imperfect,passive,2,sg,,causative
aSlezyaDvam,aśleṣyadhvam,Sliz,śliṣ,imperfect,passive,2,pl,,causative
aSlezyanta,aśleṣyanta,Sliz,śliṣ,imperfect,passive,3,pl,,causative
aSlezyAmahi,aśleṣyāmahi,Sliz,śliṣ,imperfect,passive,1,pl,,causative
aSlezyAvahi,aśleṣyāvahi,Sliz,śliṣ,imperfect,passive,1,du,,causative
aSlezye,aśleṣye,Sliz,śliṣ,imperfect,passive,1,sg,,causative
aSlezyetAm,aśleṣyetām,Sliz,śliṣ,imperfect,passive,3,du,,causative
aSlezyeTAm,aśleṣyethām,Sliz,śliṣ,imperfect,passive,2,du,,causative
aSvat,aśvat,SU,śū,aorist,active,3,sg,2,primary
aSvata,aśvata,SU,śū,aorist,active,2,pl,2,primary
aSvatam,aśvatam,SU,śū,aorist,active,2,du,2,primary
aSvatAm,aśvatām,SU,śū,aorist,active,3,du,2,primary
aSvan,aśvan,SU,śū,aorist,active,3,pl,2,primary
aSvam,aśvam,SU,śū,aorist,active,1,sg,2,primary
aSvayat,aśvayat,SU,śū,imperfect,active,3,sg,1,primary
aSvayata,aśvayata,SU,śū,imperfect,active,2,pl,1,primary
aSvayatam,aśvayatam,SU,śū,imperfect,active,2,du,1,primary
aSvayatAm,aśvayatām,SU,śū,imperfect,active,3,du,1,primary
aSvayan,aśvayan,SU,śū,imperfect,active,3,pl,1,primary
aSvayam,aśvayam,SU,śū,imperfect,active,1,sg,1,primary
aSvayas,aśvayas,SU,śū,imperfect,active,2,sg,1,primary
aSvayAma,aśvayāma,SU,śū,imperfect,active,1,pl,1,primary
aSvayAva,aśvayāva,SU,śū,imperfect,active,1,du,1,primary
aSvayizam,aśvayiṣam,SU,śū,aorist,active,1,sg,5,primary
aSvayizus,aśvayiṣus,SU,śū,aorist,active,3,pl,5,primary
aSvayizwa,aśvayiṣṭa,SU,śū,aorist,active,2,pl,5,primary
aSvayizwam,aśvayiṣṭam,SU,śū,aorist,active,2,du,5,primary
aSvayizwAm,aśvayiṣṭām,SU,śū,aorist,active,3,du,5,primary
aSvayizma,aśvayiṣma,SU,śū,aorist,active,1,pl,5,primary
aSvayizva,aśvayiṣva,SU,śū,aorist,active,1,du,5,primary
aSvayIt,aśvayīt,SU,śū,aorist,active,3,sg,5,primary
aSvayIs,aśvayīs,SU,śū,aorist,active,2,sg,5,primary
aSvas,aśvas,SU,śū,aorist,active,2,sg,2,primary
aSvasat,aśvasat,Svas,śvas,imperfect,active,3,sg,2,primary
aSvasata,aśvasata,Svas,śvas,imperfect,middle,3,sg,1,primary
aSvasatam,aśvasatam,Svas,śvas,imperfect,active,2,du,1,primary
aSvasatAm,aśvasatām,Svas,śvas,imperfect,active,3,du,1,primary
aSvasaTAs,aśvasathās,Svas,śvas,imperfect,middle,2,sg,1,primary
aSvasaDvam,aśvasadhvam,Svas,śvas,imperfect,middle,2,pl,1,primary
aSvasan,aśvasan,Svas,śvas,imperfect,active,3,pl,2,primary
aSvasanta,aśvasanta,Svas,śvas,imperfect,middle,3,pl,1,primary
aSvasam,aśvasam,Svas,śvas,imperfect,active,1,sg,2,primary
aSvasas,aśvasas,Svas,śvas,imperfect,active,2,sg,2,primary
aSvasAma,aśvasāma,Svas,śvas,imperfect,active,1,pl,1,primary
aSvasAmahi,aśvasāmahi,Svas,śvas,imperfect,middle,1,pl,1,primary
aSvasAva,aśvasāva,Svas,śvas,imperfect,active,1,du,1,primary
aSvasAvahi,aśvasāvahi,Svas,śvas,imperfect,middle,1,du,1,primary
aSvasita,aśvasita,Svas,śvas,imperfect,active,2,pl,2,primary
aSvasitam,aśvasitam,Svas,śvas,imperfect,active,2,du,2,primary
aSvasitAm,aśvasitām,Svas,śvas,imperfect,active,3,du,2,primary
aSvasima,aśvasima,Svas,śvas,imperfect,active,1,pl,2,primary
aSvasiva,aśvasiva,Svas,śvas,imperfect,active,1,du,2,primary
aSvasIt,aśvasīt,Svas,śvas,imperfect,active,3,sg,2,primary
aSvasIs,aśvasīs,Svas,śvas,imperfect,active,2,sg,2,primary
aSvase,aśvase,Svas,śvas,imperfect,middle,1,sg,1,primary
aSvasetAm,aśvasetām,Svas,śvas,imperfect,middle,3,du,1,primary
aSvaseTAm,aśvasethām,Svas,śvas,imperfect,middle,2,du,1,primary
aSvasya,aśvasya,aSva,aśva,imperative,active,2,sg,11,primary
aSvasyata,aśvasyata,aSva,aśva,imperative,active,2,pl,11,primary
aSvasyata,aśvasyata,Svas,śvas,imperfect,passive,3,sg,,primary
aSvasyatam,aśvasyatam,aSva,aśva,imperative,active,2,du,11,primary
aSvasyatas,aśvasyatas,aSva,aśva,present,active,3,du,11,primary
aSvasyatAm,aśvasyatām,aSva,aśva,imperative,active,3,du,11,primary
aSvasyati,aśvasyati,aSva,aśva,present,active,3,sg,11,primary
aSvasyatu,aśvasyatu,aSva,aśva,imperative,active,3,sg,11,primary
aSvasyaTa,aśvasyatha,aSva,aśva,present,active,2,pl,11,primary
aSvasyaTas,aśvasyathas,aSva,aśva,present,active,2,du,11,primary
aSvasyaTAs,aśvasyathās,Svas,śvas,imperfect,passive,2,sg,,primary
aSvasyaDvam,aśvasyadhvam,Svas,śvas,imperfect,passive,2,pl,,primary
aSvasyanta,aśvasyanta,Svas,śvas,imperfect,passive,3,pl,,primary
aSvasyanti,aśvasyanti,aSva,aśva,present,active,3,pl,11,primary
aSvasyantu,aśvasyantu,aSva,aśva,imperative,active,3,pl,11,primary
aSvasyasi,aśvasyasi,aSva,aśva,present,active,2,sg,11,primary
aSvasyAni,aśvasyāni,aSva,aśva,imperative,active,1,sg,11,primary
aSvasyAma,aśvasyāma,aSva,aśva,imperative,active,1,pl,11,primary
aSvasyAmas,aśvasyāmas,aSva,aśva,present,active,1,pl,11,primary
aSvasyAmahi,aśvasyāmahi,Svas,śvas,imperfect,passive,1,pl,,primary
aSvasyAmi,aśvasyāmi,aSva,aśva,present,active,1,sg,11,primary
aSvasyAva,aśvasyāva,aSva,aśva,imperative,active,1,du,11,primary
aSvasyAvas,aśvasyāvas,aSva,aśva,present,active,1,du,11,primary
aSvasyAvahi,aśvasyāvahi,Svas,śvas,imperfect,passive,1,du,,primary
aSvasyitA,aśvasyitā,aSva,aśva,periphrastic_future,active,3,sg,,primary
aSvasyitAras,aśvasyitāras,aSva,aśva,periphrastic_future,active,3,pl,,primary
aSvasyitArO,aśvasyitārau,aSva,aśva,periphrastic_future,active,3,du,,primary
aSvasyitAsi,aśvasyitāsi,aSva,aśva,periphrastic_future,active,2,sg,,primary
aSvasyitAsTa,aśvasyitāstha,aSva,aśva,periphrastic_future,active,2,pl,,primary
aSvasyitAsTas,aśvasyitāsthas,aSva,aśva,periphrastic_future,active,2,du,,primary
aSvasyitAsmas,aśvasyitāsmas,aSva,aśva,periphrastic_future,active,1,pl,,primary
aSvasyitAsmi,aśvasyitāsmi,aSva,aśva,periphrastic_future,active,1,sg,,primary
aSvasyitAsvas,aśvasyitāsvas,aSva,aśva,periphrastic_future,active,1,du,,primary
aSvasyizyatas,aśvasyiṣyatas,aSva,aśva,future,active,3,du,,primary
aSvasyizyati,aśvasyiṣyati,aSva,aśva,future,active,3,sg,,primary
aSvasyizyate,aśvasyiṣyate,aSva,aśva,future,middle,3,sg,,primary
aSvasyizyaTa,aśvasyiṣyatha,aSva,aśva,future,active,2,pl,,primary
aSvasyizyaTas,aśvasyiṣyathas,aSva,aśva,future,active,2,du,,primary
aSvasyizyaDve,aśvasyiṣyadhve,aSva,aśva,future,middle,2,pl,,primary
aSvasyizyanti,aśvasyiṣyanti,aSva,aśva,future,active,3,pl,,primary
aSvasyizyante,aśvasyiṣyante,aSva,aśva,future,middle,3,pl,,primary
aSvasyizyasi,aśvasyiṣyasi,aSva,aśva,future,active,2,sg,,primary
aSvasyizyase,aśvasyiṣyase,aSva,aśva,future,middle,2,sg,,primary
aSvasyizyAmas,aśvasyiṣyāmas,aSva,aśva,future,active,1,pl,,primary
aSvasyizyAmahe,aśvasyiṣyāmahe,aSva,aśva,future,middle,1,pl,,primary
aSvasyizyAmi,aśvasyiṣyāmi,aSva,aśva,future,active,1,sg,,primary
aSvasyizyAvas,aśvasyiṣyāvas,aSva,aśva,future,active,1,du,,primary
aSvasyizyAvahe,aśvasyiṣyāvahe,aSva,aśva,future,middle,1,du,,primary
aSvasyizye,aśvasyiṣye,aSva,aśva,future,middle,1,sg,,primary
aSvasyizyete,aśvasyiṣyete,aSva,aśva,future,middle,3,du,,primary
aSvasyizyeTe,aśvasyiṣyethe,aSva,aśva,future,middle,2,du,,primary
aSvasye,aśvasye,Svas,śvas,imperfect,passive,1,sg,,primary
aSvasyet,aśvasyet,aSva,aśva,optative,active,3,sg,11,primary
aSvasyeta,aśvasyeta,aSva,aśva,optative,active,2,pl,11,primary
aSvasyetam,aśvasyetam,aSva,aśva,optative,active,2,du,11,primary
aSvasyetAm,aśvasyetām,aSva,aśva,optative,active,3,du,11,primary
aSvasyetAm,aśvasyetām,Svas,śvas,imperfect,passive,3,du,,primary
aSvasyeTAm,aśvasyethām,Svas,śvas,imperfect,passive,2,du,,primary
aSvasyema,aśvasyema,aSva,aśva,optative,active,1,pl,11,primary
aSvasyeyam,aśvasyeyam,aSva,aśva,optative,active,1,sg,11,primary
aSvasyeyur,aśvasyeyur,aSva,aśva,optative,active,3,pl,11,primary
aSvasyeva,aśvasyeva,aSva,aśva,optative,active,1,du,11,primary
aSvasyes,aśvasyes,aSva,aśva,optative,active,2,sg,11,primary
aSvAma,aśvāma,SU,śū,aorist,active,1,pl,2,primary
aSvAya,aśvāya,aSva,aśva,imperative,active,2,sg,11,primary
aSvAyata,aśvāyata,aSva,aśva,imperative,active,2,pl,11,primary
aSvAyatam,aśvāyatam,aSva,aśva,imperative,active,2,du,11,primary
aSvAyatas,aśvāyatas,aSva,aśva,present,active,3,du,11,primary
aSvAyatAm,aśvāyatām,aSva,aśva,imperative,active,3,du,11,primary
aSvAyati,aśvāyati,aSva,aśva,present,active,3,sg,11,primary
aSvAyatu,aśvāyatu,aSva,aśva,imperative,active,3,sg,11,primary
aSvAyate,aśvāyate,aSva,aśva,present,middle,3,sg,11,primary
aSvAyaTa,aśvāyatha,aSva,aśva,present,active,2,pl,11,primary
aSvAyaTas,aśvāyathas,aSva,aśva,present,active,2,du,11,primary
aSvAyaDvam,aśvāyadhvam,aSva,aśva,imperative,middle,2,pl,11,primary
aSvAyaDve,aśvāyadhve,aSva,aśva,present,middle,2,pl,11,primary
aSvAyantAm,aśvāyantām,aSva,aśva,imperative,middle,3,pl,11,primary
aSvAyanti,aśvāyanti,aSva,aśva,present,active,3,pl,11,primary
aSvAyantu,aśvāyantu,aSva,aśva,imperative,active,3,pl,11,primary
aSvAyante,aśvāyante,aSva,aśva,present,middle,3,pl,11,primary
aSvAyayat,aśvāyayat,SU,śū,imperfect,active,3,sg,,causative
aSvAyayata,aśvāyayata,SU,śū,imperfect,middle,3,sg,,causative
aSvAyayatam,aśvāyayatam,SU,śū,imperfect,active,2,du,,causative
aSvAyayatAm,aśvāyayatām,SU,śū,imperfect,active,3,du,,causative
aSvAyayaTAs,aśvāyayathās,SU,śū,imperfect,middle,2,sg,,causative
aSvAyayaDvam,aśvāyayadhvam,SU,śū,imperfect,middle,2,pl,,causative
aSvAyayan,aśvāyayan,SU,śū,imperfect,active,3,pl,,causative
aSvAyayanta,aśvāyayanta,SU,śū,imperfect,middle,3,pl,,causative
aSvAyayam,aśvāyayam,SU,śū,imperfect,active,1,sg,,causative
aSvAyayas,aśvāyayas,SU,śū,imperfect,active,2,sg,,causative
aSvAyayAma,aśvāyayāma,SU,śū,imperfect,active,1,pl,,causative
aSvAyayAmahi,aśvāyayāmahi,SU,śū,imperfect,middle,1,pl,,causative
aSvAyayAva,aśvāyayāva,SU,śū,imperfect,active,1,du,,causative
aSvAyayAvahi,aśvāyayāvahi,SU,śū,imperfect,middle,1,du,,causative
aSvAyaye,aśvāyaye,SU,śū,imperfect,middle,1,sg,,causative
aSvAyayetAm,aśvāyayetām,SU,śū,imperfect,middle,3,du,,causative
aSvAyayeTAm,aśvāyayethām,SU,śū,imperfect,middle,2,du,,causative
aSvAyasi,aśvāyasi,aSva,aśva,present,active,2,sg,11,primary
aSvAyase,aśvāyase,aSva,aśva,present,middle,2,sg,11,primary
aSvAyasva,aśvāyasva,aSva,aśva,imperative,middle,2,sg,11,primary
aSvAyAni,aśvāyāni,aSva,aśva,imperative,active,1,sg,11,primary
aSvAyAma,aśvāyāma,aSva,aśva,imperative,active,1,pl,11,primary
aSvAyAmas,aśvāyāmas,aSva,aśva,present,active,1,pl,11,primary
aSvAyAmahe,aśvāyāmahe,aSva,aśva,present,middle,1,pl,11,primary
aSvAyAmahE,aśvāyāmahai,aSva,aśva,imperative,middle,1,pl,11,primary
aSvAyAmi,aśvāyāmi,aSva,aśva,present,active,1,sg,11,primary
aSvAyAva,aśvāyāva,aSva,aśva,imperative,active,1,du,11,primary
aSvAyAvas,aśvāyāvas,aSva,aśva,present,active,1,du,11,primary
aSvAyAvahe,aśvāyāvahe,aSva,aśva,present,middle,1,du,11,primary
aSvAyAvahE,aśvāyāvahai,aSva,aśva,imperative,middle,1,du,11,primary
aSvAyitA,aśvāyitā,aSva,aśva,periphrastic_future,active,3,sg,,primary
aSvAyitAras,aśvāyitāras,aSva,aśva,periphrastic_future,active,3,pl,,primary
aSvAyitArO,aśvāyitārau,aSva,aśva,periphrastic_future,active,3,du,,primary
aSvAyitAsi,aśvāyitāsi,aSva,aśva,periphrastic_future,active,2,sg,,primary
aSvAyitAsTa,aśvāyitāstha,aSva,aśva,periphrastic_future,active,2,pl,,primary
aSvAyitAsTas,aśvāyitāsthas,aSva,aśva,periphrastic_future,active,2,du,,primary
aSvAyitAsmas,aśvāyitāsmas,aSva,aśva,periphrastic_future,active,1,pl,,primary
aSvAyitAsmi,aśvāyitāsmi,aSva,aśva,periphrastic_future,active,1,sg,,primary
aSvAyitAsvas,aśvāyitāsvas,aSva,aśva,periphrastic_future,active,1,du,,primary
aSvAyizyatas,aśvāyiṣyatas,aSva,aśva,future,active,3,du,,primary
aSvAyizyati,aśvāyiṣyati,aSva,aśva,future,active,3,sg,,primary
aSvAyizyate,aśvāyiṣyate,aSva,aśva,future,middle,3,sg,,primary
aSvAyizyaTa,aśvāyiṣyatha,aSva,aśva,future,active,2,pl,,primary
aSvAyizyaTas,aśvāyiṣyathas,aSva,aśva,future,active,2,du,,primary
aSvAyizyaDve,aśvāyiṣyadhve,aSva,aśva,future,middle,2,pl,,primary
aSvAyizyanti,aśvāyiṣyanti,aSva,aśva,future,active,3,pl,,primary
aSvAyizyante,aśvāyiṣyante,aSva,aśva,future,middle,3,pl,,primary
aSvAyizyasi,aśvāyiṣyasi,aSva,aśva,future,active,2,sg,,primary
aSvAyizyase,aśvāyiṣyase,aSva,aśva,future,middle,2,sg,,primary
aSvAyizyAmas,aśvāyiṣyāmas,aSva,aśva,future,active,1,pl,,primary
aSvAyizyAmahe,aśvāyiṣyāmahe,aSva,aśva,future,middle,1,pl,,primary
aSvAyizyAmi,aśvāyiṣyāmi,aSva,aśva,future,active,1,sg,,primary
aSvAyizyAvas,aśvāyiṣyāvas,aSva,aśva,future,active,1,du,,primary
aSvAyizyAvahe,aśvāyiṣyāvahe,aSva,aśva,future,middle,1,du,,primary
aSvAyizye,aśvāyiṣye,aSva,aśva,future,middle,1,sg,,primary
aSvAyizyete,aśvāyiṣyete,aSva,aśva,future,middle,3,du,,primary
aSvAyizyeTe,aśvāyiṣyethe,aSva,aśva,future,middle,2,du,,primary
aSvAye,aśvāye,aSva,aśva,present,middle,1,sg,11,primary
aSvAyet,aśvāyet,aSva,aśva,optative,active,3,sg,11,primary
aSvAyeta,aśvāyeta,aSva,aśva,optative,active,2,pl,11,primary
aSvAyetam,aśvāyetam,aSva,aśva,optative,active,2,du,11,primary
aSvAyetAm,aśvāyetām,aSva,aśva,optative,active,3,du,11,primary
aSvAyete,aśvāyete,aSva,aśva,present,middle,3,du,11,primary
aSvAyeTAm,aśvāyethām,aSva,aśva,imperative,middle,2,du,11,primary
aSvAyeTAs,aśvāyethās,aSva,aśva,optative,middle,2,sg,11,primary
aSvAyeTe,aśvāyethe,aSva,aśva,present,middle,2,du,11,primary
aSvAyeDvam,aśvāyedhvam,aSva,aśva,optative,middle,2,pl,11,primary
aSvAyema,aśvāyema,aSva,aśva,optative,active,1,pl,11,primary
aSvAyemahi,aśvāyemahi,aSva,aśva,optative,middle,1,pl,11,primary
aSvAyeya,aśvāyeya,aSva,aśva,optative,middle,1,sg,11,primary
aSvAyeyam,aśvāyeyam,aSva,aśva,optative,active,1,sg,11,primary
aSvAyeyAtAm,aśvāyeyātām,aSva,aśva,optative,middle,3,du,11,primary
aSvAyeyATAm,aśvāyeyāthām,aSva,aśva,optative,middle,2,du,11,primary
aSvAyeyur,aśvāyeyur,aSva,aśva,optative,active,3,pl,11,primary
aSvAyeran,aśvāyeran,aSva,aśva,optative,middle,3,pl,11,primary
aSvAyeva,aśvāyeva,aSva,aśva,optative,active,1,du,11,primary
aSvAyevahi,aśvāyevahi,aSva,aśva,optative,middle,1,du,11,primary
aSvAyes,aśvāyes,aSva,aśva,optative,active,2,sg,11,primary
aSvAyE,aśvāyai,aSva,aśva,imperative,middle,1,sg,11,primary
aSvAyyata,aśvāyyata,SU,śū,imperfect,passive,3,sg,,causative
aSvAyyaTAs,aśvāyyathās,SU,śū,imperfect,passive,2,sg,,causative
aSvAyyaDvam,aśvāyyadhvam,SU,śū,imperfect,passive,2,pl,,causative
aSvAyyanta,aśvāyyanta,SU,śū,imperfect,passive,3,pl,,causative
aSvAyyAmahi,aśvāyyāmahi,SU,śū,imperfect,passive,1,pl,,causative
aSvAyyAvahi,aśvāyyāvahi,SU,śū,imperfect,passive,1,du,,causative
aSvAyye,aśvāyye,SU,śū,imperfect,passive,1,sg,,causative
aSvAyyetAm,aśvāyyetām,SU,śū,imperfect,passive,3,du,,causative
aSvAyyeTAm,aśvāyyethām,SU,śū,imperfect,passive,2,du,,causative
aSvAva,aśvāva,SU,śū,aorist,active,1,du,2,primary
aSvAsayat,aśvāsayat,Svas,śvas,imperfect,active,3,sg,,causative
aSvAsayata,aśvāsayata,Svas,śvas,imperfect,middle,3,sg,,causative
aSvAsayatam,aśvāsayatam,Svas,śvas,imperfect,active,2,du,,causative
aSvAsayatAm,aśvāsayatām,Svas,śvas,imperfect,active,3,du,,causative
aSvAsayaTAs,aśvāsayathās,Svas,śvas,imperfect,middle,2,sg,,causative
aSvAsayaDvam,aśvāsayadhvam,Svas,śvas,imperfect,middle,2,pl,,causative
aSvAsayan,aśvāsayan,Svas,śvas,imperfect,active,3,pl,,causative
aSvAsayanta,aśvāsayanta,Svas,śvas,imperfect,middle,3,pl,,causative
aSvAsayam,aśvāsayam,Svas,śvas,imperfect,active,1,sg,,causative
aSvAsayas,aśvāsayas,Svas,śvas,imperfect,active,2,sg,,causative
aSvAsayAma,aśvāsayāma,Svas,śvas,imperfect,active,1,pl,,causative
aSvAsayAmahi,aśvāsayāmahi,Svas,śvas,imperfect,middle,1,pl,,causative
aSvAsayAva,aśvāsayāva,Svas,śvas,imperfect,active,1,du,,causative
aSvAsayAvahi,aśvāsayāvahi,Svas,śvas,imperfect,middle,1,du,,causative
aSvAsaye,aśvāsaye,Svas,śvas,imperfect,middle,1,sg,,causative
aSvAsayetAm,aśvāsayetām,Svas,śvas,imperfect,middle,3,du,,causative
aSvAsayeTAm,aśvāsayethām,Svas,śvas,imperfect,middle,2,du,,causative
aSvAsyata,aśvāsyata,Svas,śvas,imperfect,passive,3,sg,,causative
aSvAsyaTAs,aśvāsyathās,Svas,śvas,imperfect,passive,2,sg,,causative
aSvAsyaDvam,aśvāsyadhvam,Svas,śvas,imperfect,passive,2,pl,,causative
aSvAsyanta,aśvāsyanta,Svas,śvas,imperfect,passive,3,pl,,causative
aSvAsyAmahi,aśvāsyāmahi,Svas,śvas,imperfect,passive,1,pl,,causative
aSvAsyAvahi,aśvāsyāvahi,Svas,śvas,imperfect,passive,1,du,,causative
aSvAsye,aśvāsye,Svas,śvas,imperfect,passive,1,sg,,causative
aSvAsyetAm,aśvāsyetām,Svas,śvas,imperfect,passive,3,du,,causative
aSvAsyeTAm,aśvāsyethām,Svas,śvas,imperfect,passive,2,du,,causative
aSvetata,aśvetata,Svit,śvit,imperfect,middle,3,sg,1,primary
aSvetaTAs,aśvetathās,Svit,śvit,imperfect,middle,2,sg,1,primary
aSvetaDvam,aśvetadhvam,Svit,śvit,imperfect,middle,2,pl,1,primary
aSvetanta,aśvetanta,Svit,śvit,imperfect,middle,3,pl,1,primary
aSvetAmahi,aśvetāmahi,Svit,śvit,imperfect,middle,1,pl,1,primary
aSvetAvahi,aśvetāvahi,Svit,śvit,imperfect,middle,1,du,1,primary
aSvete,aśvete,Svit,śvit,imperfect,middle,1,sg,1,primary
aSvetetAm,aśvetetām,Svit,śvit,imperfect,middle,3,du,1,primary
aSveteTAm,aśvetethām,Svit,śvit,imperfect,middle,2,du,1,primary
azaRQayat,aṣaṇḍhayat,zaRQa,ṣaṇḍha,imperfect,active,3,sg,11,primary
azaRQayata,aṣaṇḍhayata,zaRQa,ṣaṇḍha,imperfect,active,2,pl,11,primary
azaRQayatam,aṣaṇḍhayatam,zaRQa,ṣaṇḍha,imperfect,active,2,du,11,primary
azaRQayatAm,aṣaṇḍhayatām,zaRQa,ṣaṇḍha,imperfect,active,3,du,11,primary
