form,root,pos,modification,form_IAST,root_IAST
lipsitvA,laB,gerund,desid,lipsitvā,labh
lilazizitvA,laz,gerund,desid,lilaṣiṣitvā,laṣ
lizwvA,liS,gerund,,liṣṭvā,liś
lIQvA,lih#1,gerund,,līḍhvā,lih#1
lItvA,lI,gerund,,lītvā,lī
luRWayitvA,luRW,gerund,caus,luṇṭhayitvā,luṇṭh
luRWitvA,luRW,gerund,,luṇṭhitvā,luṇṭh
luptvA,lup,gerund,,luptvā,lup
lubDvA,luB,gerund,,lubdhvā,lubh
luBitvA,luB,gerund,,lubhitvā,lubh
lulitvA,lul,gerund,,lulitvā,lul
lUtvA,lU#1,gerund,,lūtvā,lū#1
leKayitvA,liK,gerund,caus,lekhayitvā,likh
leKitvA,liK,gerund,,lekhitvā,likh
lepayitvA,lip,gerund,caus,lepayitvā,lip
lelAyitvA,lelA,gerund,,lelāyitvā,lelā
lokayitvA,lok,gerund,,lokayitvā,lok
lokitvA,lok,gerund,,lokitvā,lok
locitvA,loc,gerund,,locitvā,loc
loWayitvA,luRW,gerund,caus,loṭhayitvā,luṇṭh
loBayitvA,luB,gerund,caus,lobhayitvā,lubh
loBitvA,luB,gerund,,lobhitvā,lubh
lolitvA,lul,gerund,,lolitvā,lul
lohitAyitvA,lohita,gerund,,lohitāyitvā,lohita
vakzayitvA,vakz,gerund,caus,vakṣayitvā,vakṣ
vaNktvA,vaYc,gerund,,vaṅktvā,vañc
vaYcayitvA,vaYc,gerund,caus,vañcayitvā,vañc
vaYcitvA,vaYc,gerund,,vañcitvā,vañc
vatvA,van,gerund,,vatvā,van
vaditvA,vad,gerund,,vaditvā,vad
vanditvA,vand,gerund,,vanditvā,vand
varayitvA,vf#2,gerund,caus,varayitvā,vṛ#2
varitvA,vf#2,gerund,,varitvā,vṛ#2
varivasyitvA,varivas,gerund,,varivasyitvā,varivas
varItvA,vf#2,gerund,,varītvā,vṛ#2
varjayitvA,vfj,gerund,caus,varjayitvā,vṛj
varRayitvA,varRa,gerund,,varṇayitvā,varṇa
vartayitvA,vft#1,gerund,caus,vartayitvā,vṛt#1
varDayitvA,vfD#1,gerund,caus,vardhayitvā,vṛdh#1
varDitvA,vfD#1,gerund,,vardhitvā,vṛdh#1
varzayitvA,vfz,gerund,caus,varṣayitvā,vṛṣ
varzitvA,vfz,gerund,,varṣitvā,vṛṣ
varhitvA,vfh,gerund,,varhitvā,vṛh
valayitvA,val,gerund,caus,valayitvā,val
valitvA,val,gerund,,valitvā,val
valgitvA,valg,gerund,,valgitvā,valg
valgUyitvA,valgu,gerund,,valgūyitvā,valgu
vasitvA,vas#1,gerund,,vasitvā,vas#1
vasitvA,vas#2,gerund,,vasitvā,vas#2
vasitvA,vas#4,gerund,,vasitvā,vas#4
vAcayitvA,vac,gerund,caus,vācayitvā,vac
vAcyitvA,vAc,gerund,,vācyitvā,vāc
vAYCitvA,vAYC,gerund,,vāñchitvā,vāñch
vAtvA,vA#2,gerund,,vātvā,vā#2
vAdayitvA,vad,gerund,caus,vādayitvā,vad
vAntvA,vam,gerund,,vāntvā,vam
vApayitvA,vA#2,gerund,caus,vāpayitvā,vā#2
vApayitvA,vap#2,gerund,caus,vāpayitvā,vap#2
vArayitvA,vf#1,gerund,caus,vārayitvā,vṛ#1
vASitvA,vAS,gerund,,vāśitvā,vāś
vAsayitvA,vAsa#3,gerund,,vāsayitvā,vāsa#3
vAsayitvA,vas#1,gerund,caus,vāsayitvā,vas#1
vAsayitvA,vas#2,gerund,caus,vāsayitvā,vas#2
vAhayitvA,vah#1,gerund,caus,vāhayitvā,vah#1
viktvA,vic,gerund,,viktvā,vic
viktvA,vij,gerund,,viktvā,vij
vittvA,vid#2,gerund,,vittvā,vid#2
viditvA,vid#1,gerund,,viditvā,vid#1
vidDvA,viD#1,gerund,,viddhvā,vidh#1
vidDvA,vyaD,gerund,,viddhvā,vyadh
vipitvA,vip,gerund,,vipitvā,vip
vimanAyitvA,vimanA,gerund,,vimanāyitvā,vimanā
vivakzitvA,vac,gerund,desid,vivakṣitvā,vac
vivatsitvA,vas#1,gerund,desid,vivatsitvā,vas#1
vivikzitvA,vic,gerund,desid,vivikṣitvā,vic
vivikzitvA,viS#1,gerund,desid,vivikṣitvā,viś#1
vivitsitvA,vid#1,gerund,desid,vivitsitvā,vid#1
vividizitvA,vid#1,gerund,desid,vividiṣitvā,vid#1
viSadayitvA,viSada,gerund,,viśadayitvā,viśada
vizAyitvA,vizA,gerund,,viṣāyitvā,viṣā
vizwvA,viz#1,gerund,,viṣṭvā,viṣ#1
vizwvA,viS#1,gerund,,viṣṭvā,viś#1
vIktvA,vIj,gerund,,vīktvā,vīj
vItvA,vI#1,gerund,,vītvā,vī#1
vItvA,vyA,gerund,,vītvā,vyā
vfktvA,vfj,gerund,,vṛktvā,vṛj
vfQvA,vfh,gerund,,vṛḍhvā,vṛh
vfttvA,vft#1,gerund,,vṛttvā,vṛt#1
vftvA,vf#1,gerund,,vṛtvā,vṛ#1
vftvA,vf#2,gerund,,vṛtvā,vṛ#2
vfdDvA,vfD#1,gerund,,vṛddhvā,vṛdh#1
vfzasyitvA,vfza,gerund,,vṛṣasyitvā,vṛṣa
vfzIyitvA,vfza,gerund,,vṛṣīyitvā,vṛṣa
vfzwvA,vfz,gerund,,vṛṣṭvā,vṛṣ
vfzwvA,vraSc,gerund,,vṛṣṭvā,vraśc
vecayitvA,vic,gerund,caus,vecayitvā,vic
vejayitvA,vij,gerund,caus,vejayitvā,vij
vedayitvA,vid#1,gerund,caus,vedayitvā,vid#1
veditvA,vid#1,gerund,,veditvā,vid#1
venitvA,ven,gerund,,venitvā,ven
vepayitvA,vip,gerund,caus,vepayitvā,vip
vepitvA,vip,gerund,,vepitvā,vip
veSayitvA,viS#1,gerund,caus,veśayitvā,viś#1
vezayitvA,viz#1,gerund,caus,veṣayitvā,viṣ#1
vezwayitvA,vezw,gerund,caus,veṣṭayitvā,veṣṭ
vezwitvA,vezw,gerund,,veṣṭitvā,veṣṭ
vErAyitvA,vEra,gerund,,vairāyitvā,vaira
vyaTayitvA,vyaT,gerund,caus,vyathayitvā,vyath
vyaTitvA,vyaT,gerund,,vyathitvā,vyath
vyADayitvA,vyaD,gerund,caus,vyādhayitvā,vyadh
vrajitvA,vraj,gerund,,vrajitvā,vraj
vraRayitvA,vraRa,gerund,,vraṇayitvā,vraṇa
vraScayitvA,vraSc,gerund,caus,vraścayitvā,vraśc
vrIqitvA,vrIq,gerund,,vrīḍitvā,vrīḍ
SaMsayitvA,SaMs,gerund,caus,śaṃsayitvā,śaṃs
SaMsitvA,SaMs,gerund,,śaṃsitvā,śaṃs
SaktvA,Sak,gerund,,śaktvā,śak
SaNkitvA,SaNk,gerund,,śaṅkitvā,śaṅk
SattvA,Sad,gerund,,śattvā,śad
SapitvA,Sap,gerund,,śapitvā,śap
SaptvA,Sap,gerund,,śaptvā,śap
SabdAyitvA,Sabda,gerund,,śabdāyitvā,śabda
SamayitvA,Sam#1,gerund,caus,śamayitvā,śam#1
SayitvA,SI#1,gerund,,śayitvā,śī#1
SalaBAyitvA,SalaBa,gerund,,śalabhāyitvā,śalabha
SaltvA,Sal,gerund,,śaltvā,śal
SasitvA,Sas,gerund,,śasitvā,śas
SastvA,Sas,gerund,,śastvā,śas
SastvA,SaMs,gerund,,śastvā,śaṃs
SAtayitvA,Sad,gerund,caus,śātayitvā,śad
SAdayitvA,Sad,gerund,caus,śādayitvā,śad
SAntayitvA,SAnta,gerund,,śāntayitvā,śānta
SApayitvA,Sap,gerund,caus,śāpayitvā,śap
SAyayitvA,SI#1,gerund,caus,śāyayitvā,śī#1
SAsitvA,SAs,gerund,,śāsitvā,śās
SAstvA,SAs,gerund,,śāstvā,śās
SikzayitvA,Sikz,gerund,caus,śikṣayitvā,śikṣ
SikzitvA,Sikz,gerund,,śikṣitvā,śikṣ
SikzitvA,Sak,gerund,desid,śikṣitvā,śak
SitvA,SA,gerund,,śitvā,śā
SiTilayitvA,SiTila,gerund,,śithilayitvā,śithila
SiTilAyitvA,SiTila,gerund,,śithilāyitvā,śithila
SiSayizitvA,SI#1,gerund,desid,śiśayiṣitvā,śī#1
SiSUyitvA,SiSu,gerund,,śiśūyitvā,śiśu
SizwvA,Siz,gerund,,śiṣṭvā,śiṣ
SizwvA,SAs,gerund,,śiṣṭvā,śās
SIGrAyitvA,SIGra,gerund,,śīghrāyitvā,śīghra
SItvA,SyA,gerund,,śītvā,śyā
SIrtvA,SF,gerund,,śīrtvā,śṝ
SIlayitvA,SIl,gerund,caus,śīlayitvā,śīl
SIltvA,SIl,gerund,,śīltvā,śīl
SuktvA,Suc#1,gerund,,śuktvā,śuc#1
SudDvA,SuD,gerund,,śuddhvā,śudh
SubDvA,SuB#1,gerund,,śubdhvā,śubh#1
SumBitvA,SumB,gerund,,śumbhitvā,śumbh
SuSrUzitvA,Sru,gerund,desid,śuśrūṣitvā,śru
SUtvA,SU,gerund,,śūtvā,śū
SezayitvA,Siz,gerund,caus,śeṣayitvā,śiṣ
SocayitvA,Suc#1,gerund,caus,śocayitvā,śuc#1
SoDayitvA,SuD,gerund,caus,śodhayitvā,śudh
SoBayitvA,SuB#1,gerund,caus,śobhayitvā,śubh#1
SozayitvA,Suz,gerund,caus,śoṣayitvā,śuṣ
SyAmAyitvA,SyAma,gerund,,śyāmāyitvā,śyāma
SyenayitvA,Syena,gerund,,śyenayitvā,śyena
SyenAyitvA,Syena,gerund,,śyenāyitvā,śyena
SrabDvA,SramB,gerund,,śrabdhvā,śrambh
SramitvA,Sram,gerund,,śramitvā,śram
SramBitvA,SramB,gerund,,śrambhitvā,śrambh
SrAntvA,Sram,gerund,,śrāntvā,śram
SrAmayitvA,Sram,gerund,caus,śrāmayitvā,śram
SrAvayitvA,Sru,gerund,caus,śrāvayitvā,śru
SritvA,Sri,gerund,,śritvā,śri
SrutvA,Sru,gerund,,śrutvā,śru
SlAGitvA,SlAG,gerund,,ślāghitvā,ślāgh
SlizwvA,Sliz,gerund,,śliṣṭvā,śliṣ
SlezayitvA,Sliz,gerund,caus,śleṣayitvā,śliṣ
SvasitvA,Svas#1,gerund,,śvasitvā,śvas#1
SvittvA,Svit,gerund,,śvittvā,śvit
zaRQayitvA,zaRQa,gerund,,ṣaṇḍhayitvā,ṣaṇḍha
zWIvitvA,zWIv,gerund,,ṣṭhīvitvā,ṣṭhīv
zWIvtvA,zWIv,gerund,,ṣṭhīvtvā,ṣṭhīv
saktvA,sac,gerund,,saktvā,sac
saKIyitvA,saKi,gerund,,sakhīyitvā,sakhi
saNkawAyitvA,saNkawa,gerund,,saṅkaṭāyitvā,saṅkaṭa
saNgrAmayitvA,saNgrAma,gerund,,saṅgrāmayitvā,saṅgrāma
sajjayitvA,saYj,gerund,caus,sajjayitvā,sañj
sajjIyitvA,sajja,gerund,,sajjīyitvā,sajja
saYjitvA,saYj,gerund,,sañjitvā,sañj
sattvA,sad#1,gerund,,sattvā,sad#1
sapiRqayitvA,sapiRqa,gerund,,sapiṇḍayitvā,sapiṇḍa
saptvA,sap#1,gerund,,saptvā,sap#1
sarjayitvA,sfj#1,gerund,caus,sarjayitvā,sṛj#1
sarpayitvA,sfp,gerund,caus,sarpayitvā,sṛp
sahitvA,sah#1,gerund,,sahitvā,sah#1
sAQvA,sah#1,gerund,,sāḍhvā,sah#1
sAtvA,san#1,gerund,,sātvā,san#1
sAdayitvA,sad#1,gerund,caus,sādayitvā,sad#1
sAdayitvA,svad,gerund,caus,sādayitvā,svad
sADayitvA,siD#1,gerund,caus,sādhayitvā,sidh#1
sAnayitvA,san#1,gerund,caus,sānayitvā,san#1
sAntvayitvA,sAntva,gerund,,sāntvayitvā,sāntva
sApayitvA,sap#1,gerund,caus,sāpayitvā,sap#1
sArayitvA,sf,gerund,caus,sārayitvā,sṛ
sAvaDAnayitvA,sAvaDAna,gerund,,sāvadhānayitvā,sāvadhāna
siktvA,sic,gerund,,siktvā,sic
sitvA,sA#1,gerund,,sitvā,sā#1
sidDvA,siD#1,gerund,,siddhvā,sidh#1
sidDvA,siD#2,gerund,,siddhvā,sidh#2
siDitvA,siD#1,gerund,,sidhitvā,sidh#1
siDitvA,siD#2,gerund,,sidhitvā,sidh#2
sisAnayizitvA,san#1,gerund,desid,sisānayiṣitvā,san#1
sisfkzitvA,sfj#1,gerund,desid,sisṛkṣitvā,sṛj#1
sismayizitvA,smi,gerund,desid,sismayiṣitvā,smi
sIvayitvA,sIv,gerund,caus,sīvayitvā,sīv
suKAyitvA,suKa,gerund,,sukhāyitvā,sukha
suKyitvA,suKa,gerund,,sukhyitvā,sukha
sutvA,su#2,gerund,,sutvā,su#2
sutvA,sU#1,gerund,,sutvā,sū#1
sudinAyitvA,sudina,gerund,,sudināyitvā,sudina
suptvA,svap,gerund,,suptvā,svap
sumanAyitvA,sumanas,gerund,,sumanāyitvā,sumanas
surtvA,sur,gerund,,surtvā,sur
susyUzitvA,sIv,gerund,desid,susyūṣitvā,sīv
sUcayitvA,sUc,gerund,,sūcayitvā,sūc
sUtvA,sU#1,gerund,,sūtvā,sū#1
sUdayitvA,sUd,gerund,,sūdayitvā,sūd
sftvA,sf,gerund,,sṛtvā,sṛ
sfptvA,sfp,gerund,,sṛptvā,sṛp
sfzwvA,sfj#1,gerund,,sṛṣṭvā,sṛj#1
secayitvA,sic,gerund,caus,secayitvā,sic
seDitvA,siD#1,gerund,,sedhitvā,sidh#1
seDitvA,siD#2,gerund,,sedhitvā,sidh#2
sevayitvA,sIv,gerund,caus,sevayitvā,sīv
sevitvA,sev,gerund,,sevitvā,sev
sevitvA,sIv,gerund,,sevitvā,sīv
soQvA,sah#1,gerund,,soḍhvā,sah#1
skanttvA,skand,gerund,,skanttvā,skand
skandayitvA,skand,gerund,caus,skandayitvā,skand
skamBitvA,skamB,gerund,,skambhitvā,skambh
sKalayitvA,sKal,gerund,caus,skhalayitvā,skhal
sKalitvA,sKal,gerund,,skhalitvā,skhal
sKAlayitvA,sKal,gerund,caus,skhālayitvā,skhal
stanitvA,stan,gerund,,stanitvā,stan
stabDvA,stamB,gerund,,stabdhvā,stambh
stamBayitvA,stamB,gerund,caus,stambhayitvā,stambh
stamBitvA,stamB,gerund,,stambhitvā,stambh
stAvayitvA,stu,gerund,caus,stāvayitvā,stu
stIrtvA,stF,gerund,,stīrtvā,stṝ
stutvA,stu,gerund,,stutvā,stu
stubDvA,stuB,gerund,,stubdhvā,stubh
stuBitvA,stuB,gerund,,stubhitvā,stubh
stftvA,stF,gerund,,stṛtvā,stṝ
stenayitvA,stena,gerund,,stenayitvā,stena
stoBitvA,stuB,gerund,,stobhitvā,stubh
styAtvA,styA,gerund,,styātvā,styā
sTagayitvA,sTaga,gerund,,sthagayitvā,sthaga
sTApayitvA,sTA#1,gerund,caus,sthāpayitvā,sthā#1
sTitvA,sTA#1,gerund,,sthitvā,sthā#1
snAtvA,snA,gerund,,snātvā,snā
snigDvA,snih#1,gerund,,snigdhvā,snih#1
snihitvA,snih#1,gerund,,snihitvā,snih#1
snIQvA,snih#1,gerund,,snīḍhvā,snih#1
snugDvA,snuh#1,gerund,,snugdhvā,snuh#1
snutvA,snu,gerund,,snutvā,snu
snuhitvA,snuh#1,gerund,,snuhitvā,snuh#1
snUQvA,snuh#1,gerund,,snūḍhvā,snuh#1
snehayitvA,snih#1,gerund,caus,snehayitvā,snih#1
snehitvA,snih#1,gerund,,snehitvā,snih#1
snohitvA,snuh#1,gerund,,snohitvā,snuh#1
spandayitvA,spand,gerund,caus,spandayitvā,spand
spanditvA,spand,gerund,,spanditvā,spand
sparDitvA,sparD,gerund,,spardhitvā,spardh
spASayitvA,spaS#1,gerund,caus,spāśayitvā,spaś#1
spfzwvA,spfS#1,gerund,,spṛṣṭvā,spṛś#1
spfhayitvA,spfh,gerund,,spṛhayitvā,spṛh
sPaltvA,sPal,gerund,,sphaltvā,sphal
sPItvA,sPA,gerund,,sphītvā,sphā
sPuwitvA,sPuw,gerund,,sphuṭitvā,sphuṭ
sPuritvA,sPur,gerund,,sphuritvā,sphur
sPowitvA,sPuw,gerund,,sphoṭitvā,sphuṭ
sPoritvA,sPur,gerund,,sphoritvā,sphur
smAyayitvA,smi,gerund,caus,smāyayitvā,smi
smArayitvA,smf,gerund,caus,smārayitvā,smṛ
smitvA,smi,gerund,,smitvā,smi
smftvA,smf,gerund,,smṛtvā,smṛ
syattvA,syand,gerund,,syattvā,syand
syanttvA,syand,gerund,,syanttvā,syand
syUtvA,sIv,gerund,,syūtvā,sīv
sraMsitvA,sraMs,gerund,,sraṃsitvā,sraṃs
sraMstvA,sraMs,gerund,,sraṃstvā,sraṃs
srAvayitvA,sru,gerund,caus,srāvayitvā,sru
srutvA,sru,gerund,,srutvā,sru
svaYjayitvA,svaYj,gerund,caus,svañjayitvā,svañj
svaYjitvA,svaYj,gerund,,svañjitvā,svañj
svaditvA,svad,gerund,,svaditvā,svad
svanayitvA,svan,gerund,caus,svanayitvā,svan
svanitvA,svan,gerund,,svanitvā,svan
svaritvA,svar#1,gerund,,svaritvā,svar#1
svartvA,svar#2,gerund,,svartvā,svar#2
svalpaSilAyitvA,svalpaSilA,gerund,,svalpaśilāyitvā,svalpaśilā
svAdayitvA,svad,gerund,caus,svādayitvā,svad
svittvA,svid#2,gerund,,svittvā,svid#2
svedayitvA,svid#2,gerund,caus,svedayitvā,svid#2
hawWvA,haW,gerund,,haṭṭhvā,haṭh
hattvA,had,gerund,,hattvā,had
hatvA,han#1,gerund,,hatvā,han#1
harzayitvA,hfz,gerund,caus,harṣayitvā,hṛṣ
harzitvA,hfz,gerund,,harṣitvā,hṛṣ
hasitvA,has,gerund,,hasitvā,has
hAtvA,hA#1,gerund,,hātvā,hā#1
hAtvA,hA#2,gerund,,hātvā,hā#2
hArayitvA,hf#1,gerund,caus,hārayitvā,hṛ#1
hAsayitvA,has,gerund,caus,hāsayitvā,has
hiMsitvA,hiMs,gerund,,hiṃsitvā,hiṃs
hikkitvA,hikk,gerund,,hikkitvā,hikk
hitvA,hi#2,gerund,,hitvā,hi#2
hitvA,DA#1,gerund,,hitvā,dhā#1
hItvA,hA#1,gerund,,hītvā,hā#1
huRqitvA,huRq,gerund,,huṇḍitvā,huṇḍ
hutvA,hu,gerund,,hutvā,hu
hUtvA,hU,gerund,,hūtvā,hū
hftvA,hf#1,gerund,,hṛtvā,hṛ#1
hfzwvA,hfz,gerund,,hṛṣṭvā,hṛṣ
hnUtvA,hnu,gerund,,hnūtvā,hnu
hrasitvA,hras,gerund,,hrasitvā,hras
hrAdayitvA,hrAd,gerund,caus,hrādayitvā,hrād
hrAditvA,hrAd,gerund,,hrāditvā,hrād
hrAsayitvA,hras,gerund,caus,hrāsayitvā,hras
hrItvA,hrI#1,gerund,,hrītvā,hrī#1
hrepayitvA,hrI#1,gerund,caus,hrepayitvā,hrī#1
hlAdayitvA,hlAd,gerund,caus,hlādayitvā,hlād
hlAditvA,hlAd,gerund,,hlāditvā,hlād
hvalitvA,hval,gerund,,hvalitvā,hval
hvAyayitvA,hU,gerund,caus,hvāyayitvā,hū
