Root,Class,Derivation,Tense,Voice,Person,Number,Expected (INRIA),Actual (FST)
stu,2 (primary),primary,future,middle,2,sg,staviṣyase OR stoṣyase,stoṣyase
stu,2 (primary),primary,future,middle,2,du,staviṣyethe OR stoṣyethe,stoṣyethe
stu,2 (primary),primary,future,middle,2,pl,staviṣyadhve OR stoṣyadhve,stoṣyadhve
stu,2 (primary),primary,future,middle,3,sg,staviṣyate OR stoṣyate,stoṣyate
stu,2 (primary),primary,future,middle,3,du,staviṣyete OR stoṣyete,stoṣyete
stu,2 (primary),primary,future,middle,3,pl,staviṣyante OR stoṣyante,stoṣyante
stu,2 (primary),primary,periphrastic_future,active,1,sg,stavitāsmi OR stotāsmi,stotāsmi
stu,2 (primary),primary,periphrastic_future,active,1,du,stavitāsvaḥ OR stotāsvaḥ,stotāsvaḥ
stu,2 (primary),primary,periphrastic_future,active,1,pl,stavitāsmaḥ OR stotāsmaḥ,stotāsmaḥ
stu,2 (primary),primary,periphrastic_future,active,2,sg,stavitāsi OR stotāsi,stotāsi
stu,2 (primary),primary,periphrastic_future,active,2,du,stavitāsthaḥ OR stotāsthaḥ,stotāsthaḥ
stu,2 (primary),primary,periphrastic_future,active,2,pl,stavitāstha OR stotāstha,stotāstha
stu,2 (primary),primary,periphrastic_future,active,3,sg,stavitā OR stotā,stotā
stu,2 (primary),primary,periphrastic_future,active,3,du,stavitārau OR stotārau,stotārau
stu,2 (primary),primary,periphrastic_future,active,3,pl,stavitāraḥ OR stotāraḥ,stotāraḥ
stu,2 (primary),primary,aorist,active,1,sg,atuṣṭuvam OR astāviṣam OR astauṣam,astauṣam
stu,2 (primary),primary,aorist,active,1,du,atuṣṭuvāva OR astāviṣva OR astauṣva,astauṣva
stu,2 (primary),primary,aorist,active,1,pl,atuṣṭuvāma OR astāviṣma OR astauṣma,astauṣma
stu,2 (primary),primary,aorist,active,2,sg,atuṣṭuvaḥ OR astāvīḥ OR astauṣīḥ,astauṣīḥ
stu,2 (primary),primary,aorist,active,2,du,atuṣṭuvatam OR astāviṣṭam OR astauṣṭam,astauṣṭam
stu,2 (primary),primary,aorist,active,2,pl,astāviṣṭa OR astauṣṭa,astauṣṭa
stu,2 (primary),primary,aorist,active,3,sg,atuṣṭuvat OR astāvīt OR astauṣīt,astauṣīt
stu,2 (primary),primary,aorist,active,3,du,atuṣṭuvatām OR astāviṣṭām OR astauṣṭām,astauṣṭām
stu,2 (primary),primary,aorist,active,3,pl,atuṣṭuvan OR astāviṣuḥ OR astauṣuḥ,astauṣuḥ
stu,2 (primary),primary,aorist,middle,1,sg,atuṣṭuve OR astaviṣi OR astoṣi,astoṣi
stu,2 (primary),primary,aorist,middle,1,du,atuṣṭuvāvahi OR astaviṣvahi OR astoṣvahi,astoṣvahi
stu,2 (primary),primary,aorist,middle,1,pl,atuṣṭuvāmahi OR astaviṣmahi OR astoṣmahi,astoṣmahi
stu,2 (primary),primary,aorist,middle,2,sg,atuṣṭuvathāḥ OR astaviṣṭhāḥ OR astoṣṭhāḥ,astoṣṭhāḥ
stu,2 (primary),primary,aorist,middle,2,du,atuṣṭuvethām OR astaviṣāthām OR astoṣāthām,astoṣāthām
stu,2 (primary),primary,aorist,middle,2,pl,atuṣṭuvadhvam OR astavidhvam OR astoḍhvam,astoḍhvam
stu,2 (primary),primary,aorist,middle,3,sg,atuṣṭuvata OR astaviṣṭa OR astoṣṭa,astoṣṭa
stu,2 (primary),primary,aorist,middle,3,du,atuṣṭuvetām OR astaviṣātām OR astoṣātām,astoṣātām
stu,2 (primary),primary,aorist,middle,3,pl,atuṣṭuvanta OR astaviṣata OR astoṣata,astoṣata
jan,4 (primary),primary,future,active,1,sg,janiṣyāmi OR jāsyāmi,janiṣyāmi
jan,4 (primary),primary,future,active,1,du,janiṣyāvaḥ OR jāsyāvaḥ,janiṣyāvaḥ
jan,4 (primary),primary,future,active,1,pl,janiṣyāmaḥ OR jāsyāmaḥ,janiṣyāmaḥ
jan,4 (primary),primary,future,active,2,sg,janiṣyasi OR jāsyasi,janiṣyasi
jan,4 (primary),primary,future,active,2,du,janiṣyathaḥ OR jāsyathaḥ,janiṣyathaḥ
jan,4 (primary),primary,future,active,2,pl,janiṣyatha OR jāsyatha,janiṣyatha
jan,4 (primary),primary,future,active,3,sg,janiṣyati OR jāsyati,janiṣyati
jan,4 (primary),primary,future,active,3,du,janiṣyataḥ OR jāsyataḥ,janiṣyataḥ
jan,4 (primary),primary,future,active,3,pl,janiṣyanti OR jāsyanti,janiṣyanti
jan,4 (primary),primary,future,middle,1,sg,janiṣye OR jāsye,janiṣye
jan,4 (primary),primary,future,middle,1,du,janiṣyāvahe OR jāsyāvahe,janiṣyāvahe
jan,4 (primary),primary,future,middle,1,pl,janiṣyāmahe OR jāsyāmahe,janiṣyāmahe
jan,4 (primary),primary,future,middle,2,sg,janiṣyase OR jāsyase,janiṣyase
jan,4 (primary),primary,future,middle,2,du,janiṣyethe OR jāsyethe,janiṣyethe
jan,4 (primary),primary,future,middle,2,pl,janiṣyadhve OR jāsyadhve,janiṣyadhve
jan,4 (primary),primary,future,middle,3,sg,janiṣyate OR jāsyate,janiṣyate
jan,4 (primary),primary,future,middle,3,du,janiṣyete OR jāsyete,janiṣyete
jan,4 (primary),primary,future,middle,3,pl,janiṣyante OR jāsyante,janiṣyante
jan,4 (primary),primary,perfect,active,2,sg,jajantha OR jajñitha,jajantha
jan,4 (primary),primary,periphrastic_future,active,1,sg,janitāsmi OR jātāsmi,janitāsmi
jan,4 (primary),primary,periphrastic_future,active,1,du,janitāsvaḥ OR jātāsvaḥ,janitāsvaḥ
jan,4 (primary),primary,periphrastic_future,active,1,pl,janitāsmaḥ OR jātāsmaḥ,janitāsmaḥ
jan,4 (primary),primary,periphrastic_future,active,2,sg,janitāsi OR jātāsi,janitāsi
jan,4 (primary),primary,periphrastic_future,active,2,du,janitāsthaḥ OR jātāsthaḥ,janitāsthaḥ
jan,4 (primary),primary,periphrastic_future,active,2,pl,janitāstha OR jātāstha,janitāstha
jan,4 (primary),primary,periphrastic_future,active,3,sg,janitā OR jātā,janitā
jan,4 (primary),primary,periphrastic_future,active,3,du,janitārau OR jātārau,janitārau
jan,4 (primary),primary,periphrastic_future,active,3,pl,janitāraḥ OR jātāraḥ,janitāraḥ
jan,4 (primary),primary,aorist,active,1,sg,ajanam OR ajījanam,ajanam
jan,4 (primary),primary,aorist,active,1,du,ajanva OR ajījanāva,ajanva
jan,4 (primary),primary,aorist,active,1,pl,ajanma OR ajījanāma,ajanma
jan,4 (primary),primary,aorist,active,2,du,ajantam OR ajījanatam,ajantam
jan,4 (primary),primary,aorist,active,3,sg,ajan OR ajījanat,ajan
jan,4 (primary),primary,aorist,active,3,du,ajantām OR ajījanatām,ajantām
jan,4 (primary),primary,aorist,active,3,pl,ajanan OR ajījanan,ajanan
jan,4 (primary),primary,aorist,middle,1,sg,ajani OR ajaniṣi OR ajījane,ajaniṣi
jan,4 (primary),primary,aorist,middle,1,du,ajaniṣvahi OR ajanvahi OR ajījanāvahi,ajaniṣvahi
jan,4 (primary),primary,aorist,middle,1,pl,ajaniṣmahi OR ajanmahi OR ajījanāmahi,ajaniṣmahi
jan,4 (primary),primary,aorist,middle,2,sg,ajaniṣṭhāḥ OR ajanthāḥ OR ajījanathāḥ,ajaniṣṭhāḥ
jan,4 (primary),primary,aorist,middle,2,du,ajanāthām OR ajaniṣāthām OR ajījanethām,ajaniṣāthām
jan,4 (primary),primary,aorist,middle,2,pl,ajanidhvam OR ajandhvam OR ajījanadhvam,ajanidhvam
jan,4 (primary),primary,aorist,middle,3,sg,ajaniṣṭa OR ajanta OR ajījanata,ajaniṣṭa
jan,4 (primary),primary,aorist,middle,3,du,ajanātām OR ajaniṣātām OR ajījanetām,ajaniṣātām
jan,4 (primary),primary,aorist,middle,3,pl,ajanata OR ajaniṣata OR ajījananta,ajaniṣata
mṛj,2 (primary),primary,present,active,3,pl,mārjanti OR mṛjanti,mṛjanti
mṛj,2 (primary),primary,present,middle,1,sg,mārje OR mṛje,mṛje
mṛj,2 (primary),primary,present,middle,2,du,mārjāthe OR mṛjāthe,mṛjāthe
mṛj,2 (primary),primary,present,middle,3,du,mārjāte OR mṛjāte,mṛjāte
mṛj,2 (primary),primary,present,middle,3,pl,mārjate OR mṛjate,mṛjate
mṛj,2 (primary),primary,imperfect,active,3,pl,amārjan OR amṛjan,amṛjan
mṛj,2 (primary),primary,imperfect,middle,1,sg,amārji OR amṛji,amṛji
mṛj,2 (primary),primary,imperfect,middle,2,du,amārjāthām OR amṛjāthām,amṛjāthām
mṛj,2 (primary),primary,imperfect,middle,3,du,amārjātām OR amṛjātām,amṛjātām
mṛj,2 (primary),primary,imperfect,middle,3,pl,amārjata OR amṛjata,amṛjata
mṛj,2 (primary),primary,imperative,active,3,pl,mārjantu OR mṛjantu,mṛjantu
mṛj,2 (primary),primary,imperative,middle,2,du,mārjāthām OR mṛjāthām,mṛjāthām
mṛj,2 (primary),primary,imperative,middle,3,du,mārjātām OR mṛjātām,mṛjātām
mṛj,2 (primary),primary,imperative,middle,3,pl,mārjatām OR mṛjatām,mṛjatām
mṛj,2 (primary),primary,optative,middle,1,sg,mārjīya OR mṛjīya,mṛjīya
mṛj,2 (primary),primary,optative,middle,1,du,mārjīvahi OR mṛjīvahi,mṛjīvahi
mṛj,2 (primary),primary,optative,middle,1,pl,mārjīmahi OR mṛjīmahi,mṛjīmahi
mṛj,2 (primary),primary,optative,middle,2,sg,mārjīthāḥ OR mṛjīthāḥ,mṛjīthāḥ
mṛj,2 (primary),primary,optative,middle,2,du,mārjīyāthām OR mṛjīyāthām,mṛjīyāthām
mṛj,2 (primary),primary,optative,middle,2,pl,mārjīdhvam OR mṛjīdhvam,mṛjīdhvam
mṛj,2 (primary),primary,optative,middle,3,sg,mārjīta OR mṛjīta,mṛjīta
mṛj,2 (primary),primary,optative,middle,3,du,mārjīyātām OR mṛjīyātām,mṛjīyātām
mṛj,2 (primary),primary,optative,middle,3,pl,mārjīran OR mṛjīran,mṛjīran
mṛj,2 (primary),primary,future,active,1,sg,mārkṣyāmi OR mārjiṣyāmi,mārjiṣyāmi OR mārkṣyāmi
mṛj,2 (primary),primary,future,active,1,du,mārkṣyāvaḥ OR mārjiṣyāvaḥ,mārjiṣyāvaḥ OR mārkṣyāvaḥ
mṛj,2 (primary),primary,future,active,1,pl,mārkṣyāmaḥ OR mārjiṣyāmaḥ,mārjiṣyāmaḥ OR mārkṣyāmaḥ
mṛj,2 (primary),primary,future,active,2,sg,mārkṣyasi OR mārjiṣyasi,mārjiṣyasi OR mārkṣyasi
mṛj,2 (primary),primary,future,active,2,du,mārkṣyathaḥ OR mārjiṣyathaḥ,mārjiṣyathaḥ OR mārkṣyathaḥ
mṛj,2 (primary),primary,future,active,2,pl,mārkṣyatha OR mārjiṣyatha,mārjiṣyatha OR mārkṣyatha
mṛj,2 (primary),primary,future,active,3,sg,mārkṣyati OR mārjiṣyati,mārjiṣyati OR mārkṣyati
mṛj,2 (primary),primary,future,active,3,du,mārkṣyataḥ OR mārjiṣyataḥ,mārjiṣyataḥ OR mārkṣyataḥ
mṛj,2 (primary),primary,future,active,3,pl,mārkṣyanti OR mārjiṣyanti,mārjiṣyanti OR mārkṣyanti
mṛj,2 (primary),primary,future,middle,1,sg,mārkṣye OR mārjiṣye,mārjiṣye OR mārkṣye
mṛj,2 (primary),primary,future,middle,1,du,mārkṣyāvahe OR mārjiṣyāvahe,mārjiṣyāvahe OR mārkṣyāvahe
mṛj,2 (primary),primary,future,middle,1,pl,mārkṣyāmahe OR mārjiṣyāmahe,mārjiṣyāmahe OR mārkṣyāmahe
mṛj,2 (primary),primary,future,middle,2,sg,mārkṣyase OR mārjiṣyase,mārjiṣyase OR mārkṣyase
mṛj,2 (primary),primary,future,middle,2,du,mārkṣyethe OR mārjiṣyethe,mārjiṣyethe OR mārkṣyethe
mṛj,2 (primary),primary,future,middle,2,pl,mārkṣyadhve OR mārjiṣyadhve,mārjiṣyadhve OR mārkṣyadhve
mṛj,2 (primary),primary,future,middle,3,sg,mārkṣyate OR mārjiṣyate,mārjiṣyate OR mārkṣyate
mṛj,2 (primary),primary,future,middle,3,du,mārkṣyete OR mārjiṣyete,mārjiṣyete OR mārkṣyete
mṛj,2 (primary),primary,future,middle,3,pl,mārkṣyante OR mārjiṣyante,mārjiṣyante OR mārkṣyante
mṛj,2 (primary),primary,periphrastic_future,active,1,sg,mārjitāsmi OR mārṣṭāsmi,mārjitāsmi OR mārṣṭāsmi
mṛj,2 (primary),primary,periphrastic_future,active,1,du,mārjitāsvaḥ OR mārṣṭāsvaḥ,mārjitāsvaḥ OR mārṣṭāsvaḥ
mṛj,2 (primary),primary,periphrastic_future,active,1,pl,mārjitāsmaḥ OR mārṣṭāsmaḥ,mārjitāsmaḥ OR mārṣṭāsmaḥ
mṛj,2 (primary),primary,periphrastic_future,active,2,sg,mārjitāsi OR mārṣṭāsi,mārjitāsi OR mārṣṭāsi
mṛj,2 (primary),primary,periphrastic_future,active,2,du,mārjitāsthaḥ OR mārṣṭāsthaḥ,mārjitāsthaḥ OR mārṣṭāsthaḥ
mṛj,2 (primary),primary,periphrastic_future,active,2,pl,mārjitāstha OR mārṣṭāstha,mārjitāstha OR mārṣṭāstha
mṛj,2 (primary),primary,periphrastic_future,active,3,sg,mārjitā OR mārṣṭā,mārjitā OR mārṣṭā
mṛj,2 (primary),primary,periphrastic_future,active,3,du,mārjitārau OR mārṣṭārau,mārjitārau OR mārṣṭārau
mṛj,2 (primary),primary,periphrastic_future,active,3,pl,mārjitāraḥ OR mārṣṭāraḥ,mārjitāraḥ OR mārṣṭāraḥ
svap,2 (primary),primary,imperfect,active,2,sg,asvapaḥ OR asvapīḥ,asvapīḥ
svap,2 (primary),primary,imperfect,active,3,sg,asvapat OR asvapīt,asvapīt
svap,2 (primary),primary,future,active,1,sg,svapiṣyāmi OR svapsyāmi,svapsyāmi
svap,2 (primary),primary,future,active,1,du,svapiṣyāvaḥ OR svapsyāvaḥ,svapsyāvaḥ
svap,2 (primary),primary,future,active,1,pl,svapiṣyāmaḥ OR svapsyāmaḥ,svapsyāmaḥ
svap,2 (primary),primary,future,active,2,sg,svapiṣyasi OR svapsyasi,svapsyasi
svap,2 (primary),primary,future,active,2,du,svapiṣyathaḥ OR svapsyathaḥ,svapsyathaḥ
svap,2 (primary),primary,future,active,2,pl,svapiṣyatha OR svapsyatha,svapsyatha
svap,2 (primary),primary,future,active,3,sg,svapiṣyati OR svapsyati,svapsyati
svap,2 (primary),primary,future,active,3,du,svapiṣyataḥ OR svapsyataḥ,svapsyataḥ
svap,2 (primary),primary,future,active,3,pl,svapiṣyanti OR svapsyanti,svapsyanti
svap,2 (primary),primary,periphrastic_future,active,1,sg,svapitāsmi OR svaptāsmi,svaptāsmi
svap,2 (primary),primary,periphrastic_future,active,1,du,svapitāsvaḥ OR svaptāsvaḥ,svaptāsvaḥ
svap,2 (primary),primary,periphrastic_future,active,1,pl,svapitāsmaḥ OR svaptāsmaḥ,svaptāsmaḥ
svap,2 (primary),primary,periphrastic_future,active,2,sg,svapitāsi OR svaptāsi,svaptāsi
svap,2 (primary),primary,periphrastic_future,active,2,du,svapitāsthaḥ OR svaptāsthaḥ,svaptāsthaḥ
svap,2 (primary),primary,periphrastic_future,active,2,pl,svapitāstha OR svaptāstha,svaptāstha
svap,2 (primary),primary,periphrastic_future,active,3,sg,svapitā OR svaptā,svaptā
svap,2 (primary),primary,periphrastic_future,active,3,du,svapitārau OR svaptārau,svaptārau
svap,2 (primary),primary,periphrastic_future,active,3,pl,svapitāraḥ OR svaptāraḥ,svaptāraḥ
śās,2 (primary),primary,present,passive,1,sg,śāsye OR śiṣye,śāsye
śās,2 (primary),primary,present,passive,1,du,śāsyāvahe OR śiṣyāvahe,śāsyāvahe
śās,2 (primary),primary,present,passive,1,pl,śāsyāmahe OR śiṣyāmahe,śāsyāmahe
śās,2 (primary),primary,present,passive,2,sg,śāsyase OR śiṣyase,śāsyase
śās,2 (primary),primary,present,passive,2,du,śāsyethe OR śiṣyethe,śāsyethe
śās,2 (primary),primary,present,passive,2,pl,śāsyadhve OR śiṣyadhve,śāsyadhve
śās,2 (primary),primary,present,passive,3,sg,śāsyate OR śiṣyate,śāsyate
śās,2 (primary),primary,present,passive,3,du,śāsyete OR śiṣyete,śāsyete
śās,2 (primary),primary,present,passive,3,pl,śāsyante OR śiṣyante,śāsyante
śās,2 (primary),primary,imperfect,active,2,sg,aśāt OR aśāḥ,aśāḥ
śās,2 (primary),primary,imperfect,passive,1,sg,aśāsye OR aśiṣye,aśāsye
śās,2 (primary),primary,imperfect,passive,1,du,aśāsyāvahi OR aśiṣyāvahi,aśāsyāvahi
śās,2 (primary),primary,imperfect,passive,1,pl,aśāsyāmahi OR aśiṣyāmahi,aśāsyāmahi
śās,2 (primary),primary,imperfect,passive,2,sg,aśāsyathāḥ OR aśiṣyathāḥ,aśāsyathāḥ
śās,2 (primary),primary,imperfect,passive,2,du,aśāsyethām OR aśiṣyethām,aśāsyethām
śās,2 (primary),primary,imperfect,passive,2,pl,aśāsyadhvam OR aśiṣyadhvam,aśāsyadhvam
śās,2 (primary),primary,imperfect,passive,3,sg,aśāsyata OR aśiṣyata,aśāsyata
śās,2 (primary),primary,imperfect,passive,3,du,aśāsyetām OR aśiṣyetām,aśāsyetām
śās,2 (primary),primary,imperfect,passive,3,pl,aśāsyanta OR aśiṣyanta,aśāsyanta
śās,2 (primary),primary,imperative,passive,1,sg,śāsyai OR śiṣyai,śāsyai
śās,2 (primary),primary,imperative,passive,1,du,śāsyāvahai OR śiṣyāvahai,śāsyāvahai
śās,2 (primary),primary,imperative,passive,1,pl,śāsyāmahai OR śiṣyāmahai,śāsyāmahai
śās,2 (primary),primary,imperative,passive,2,sg,śāsyasva OR śiṣyasva,śāsyasva
śās,2 (primary),primary,imperative,passive,2,du,śāsyethām OR śiṣyethām,śāsyethām
śās,2 (primary),primary,imperative,passive,2,pl,śāsyadhvam OR śiṣyadhvam,śāsyadhvam
śās,2 (primary),primary,imperative,passive,3,sg,śāsyatām OR śiṣyatām,śāsyatām
śās,2 (primary),primary,imperative,passive,3,du,śāsyetām OR śiṣyetām,śāsyetām
śās,2 (primary),primary,imperative,passive,3,pl,śāsyantām OR śiṣyantām,śāsyantām
śās,2 (primary),primary,optative,passive,1,sg,śāsyeya OR śiṣyeya,śāsyeya
śās,2 (primary),primary,optative,passive,1,du,śāsyevahi OR śiṣyevahi,śāsyevahi
śās,2 (primary),primary,optative,passive,1,pl,śāsyemahi OR śiṣyemahi,śāsyemahi
śās,2 (primary),primary,optative,passive,2,sg,śāsyethāḥ OR śiṣyethāḥ,śāsyethāḥ
śās,2 (primary),primary,optative,passive,2,du,śāsyeyāthām OR śiṣyeyāthām,śāsyeyāthām
śās,2 (primary),primary,optative,passive,2,pl,śāsyedhvam OR śiṣyedhvam,śāsyedhvam
śās,2 (primary),primary,optative,passive,3,sg,śāsyeta OR śiṣyeta,śāsyeta
śās,2 (primary),primary,optative,passive,3,du,śāsyeyātām OR śiṣyeyātām,śāsyeyātām
śās,2 (primary),primary,optative,passive,3,pl,śāsyeran OR śiṣyeran,śāsyeran
