Root,Class,Derivation,Tense,Voice,Person,Number,Expected (INRIA),Actual (FST)
śru,5 (primary),primary,aorist,middle,3,pl,aśuśruvanta OR aśroṣata,aśroṣata
dā,3 (primary),primary,perfect,active,2,sg,dadātha OR daditha,daditha
dā,3 (primary),primary,aorist,active,1,sg,adām OR adāsam OR adīdadam,adām
dā,3 (primary),primary,aorist,active,1,du,adāva OR adāsva OR adīdadāva,adāva
dā,3 (primary),primary,aorist,active,1,pl,adāma OR adāsma OR adīdadāma,adāma
dā,3 (primary),primary,aorist,active,2,sg,adāḥ OR adāsīḥ OR adīdadaḥ,adāḥ
dā,3 (primary),primary,aorist,active,2,du,adātam OR adāstam OR adīdadatam,adātam
dā,3 (primary),primary,aorist,active,2,pl,adāta OR adāsta,adāta
dā,3 (primary),primary,aorist,active,3,sg,adāt OR adāsīt OR adīdadat,adāt
dā,3 (primary),primary,aorist,active,3,du,adātām OR adāstām OR adīdadatām,adātām
dā,3 (primary),primary,aorist,active,3,pl,adāsuḥ OR adīdadan OR aduḥ,adoḥ OR aduḥ
dā,3 (primary),primary,aorist,middle,1,sg,adiṣi OR adīdade,adiṣi
dā,3 (primary),primary,aorist,middle,1,du,adiṣvahi OR adīdadāvahi,adiṣvahi
dā,3 (primary),primary,aorist,middle,1,pl,adiṣmahi OR adīdadāmahi,adiṣmahi
dā,3 (primary),primary,aorist,middle,2,sg,adiṣṭhāḥ OR adīdadathāḥ,adiṣṭhāḥ
dā,3 (primary),primary,aorist,middle,2,du,adiṣāthām OR adīdadethām,adiṣāthām
dā,3 (primary),primary,aorist,middle,2,pl,adiḍhvam OR adīdadadhvam,adiḍhvam
dā,3 (primary),primary,aorist,middle,3,sg,adiṣṭa OR adīdadata,adiṣṭa
dā,3 (primary),primary,aorist,middle,3,du,adiṣātām OR adīdadetām,adiṣātām
dā,3 (primary),primary,aorist,middle,3,pl,adiṣata OR adīdadanta,adiṣata
sthā,1 (primary),primary,perfect,active,2,sg,tasthātha OR tasthitha,tasthitha
vṛ,9 (primary),primary,future,active,1,sg,variṣyāmi OR varīṣyāmi,variṣyāmi OR varīṣyāmi
vṛ,9 (primary),primary,future,active,1,du,variṣyāvaḥ OR varīṣyāvaḥ,variṣyāvaḥ OR varīṣyāvaḥ
vṛ,9 (primary),primary,future,active,1,pl,variṣyāmaḥ OR varīṣyāmaḥ,variṣyāmaḥ OR varīṣyāmaḥ
vṛ,9 (primary),primary,future,active,2,sg,variṣyasi OR varīṣyasi,variṣyasi OR varīṣyasi
vṛ,9 (primary),primary,future,active,2,du,variṣyathaḥ OR varīṣyathaḥ,variṣyathaḥ OR varīṣyathaḥ
vṛ,9 (primary),primary,future,active,2,pl,variṣyatha OR varīṣyatha,variṣyatha OR varīṣyatha
vṛ,9 (primary),primary,future,active,3,sg,variṣyati OR varīṣyati,variṣyati OR varīṣyati
vṛ,9 (primary),primary,future,active,3,du,variṣyataḥ OR varīṣyataḥ,variṣyataḥ OR varīṣyataḥ
vṛ,9 (primary),primary,future,active,3,pl,variṣyanti OR varīṣyanti,variṣyanti OR varīṣyanti
vṛ,9 (primary),primary,future,middle,1,sg,variṣye OR varīṣye,variṣye OR varīṣye
vṛ,9 (primary),primary,future,middle,1,du,variṣyāvahe OR varīṣyāvahe,variṣyāvahe OR varīṣyāvahe
vṛ,9 (primary),primary,future,middle,1,pl,variṣyāmahe OR varīṣyāmahe,variṣyāmahe OR varīṣyāmahe
vṛ,9 (primary),primary,future,middle,2,sg,variṣyase OR varīṣyase,variṣyase OR varīṣyase
vṛ,9 (primary),primary,future,middle,2,du,variṣyethe OR varīṣyethe,variṣyethe OR varīṣyethe
vṛ,9 (primary),primary,future,middle,2,pl,variṣyadhve OR varīṣyadhve,variṣyadhve OR varīṣyadhve
vṛ,9 (primary),primary,future,middle,3,sg,variṣyate OR varīṣyate,variṣyate OR varīṣyate
vṛ,9 (primary),primary,future,middle,3,du,variṣyete OR varīṣyete,variṣyete OR varīṣyete
vṛ,9 (primary),primary,future,middle,3,pl,variṣyante OR varīṣyante,variṣyante OR varīṣyante
vṛ,9 (primary),primary,perfect,active,2,sg,vavaritha OR vavartha,vavaritha
vṛ,9 (primary),primary,periphrastic_future,active,1,sg,varitāsmi OR varītāsmi,varitāsmi OR varītāsmi
vṛ,9 (primary),primary,periphrastic_future,active,1,du,varitāsvaḥ OR varītāsvaḥ,varitāsvaḥ OR varītāsvaḥ
vṛ,9 (primary),primary,periphrastic_future,active,1,pl,varitāsmaḥ OR varītāsmaḥ,varitāsmaḥ OR varītāsmaḥ
vṛ,9 (primary),primary,periphrastic_future,active,2,sg,varitāsi OR varītāsi,varitāsi OR varītāsi
vṛ,9 (primary),primary,periphrastic_future,active,2,du,varitāsthaḥ OR varītāsthaḥ,varitāsthaḥ OR varītāsthaḥ
vṛ,9 (primary),primary,periphrastic_future,active,2,pl,varitāstha OR varītāstha,varitāstha OR varītāstha
vṛ,9 (primary),primary,periphrastic_future,active,3,sg,varitā OR varītā,varitā OR varītā
vṛ,9 (primary),primary,periphrastic_future,active,3,du,varitārau OR varītārau,varitārau OR varītārau
vṛ,9 (primary),primary,periphrastic_future,active,3,pl,varitāraḥ OR varītāraḥ,varitāraḥ OR varītāraḥ
vṛ,9 (primary),primary,aorist,active,1,sg,avāriṣam OR avārṣam OR avīvaram,avāriṣam
vṛ,9 (primary),primary,aorist,active,1,du,avāriṣva OR avārṣva OR avīvarāva,avāriṣva
vṛ,9 (primary),primary,aorist,active,1,pl,avāriṣma OR avārṣma OR avīvarāma,avāriṣma
vṛ,9 (primary),primary,aorist,active,2,sg,avārīḥ OR avārṣīḥ OR avīvaraḥ,avārīḥ
vṛ,9 (primary),primary,aorist,active,2,du,avāriṣṭam OR avārṣṭam OR avīvaratam,avāriṣṭam
vṛ,9 (primary),primary,aorist,active,2,pl,avāriṣṭa OR avārṣṭa,avāriṣṭa
vṛ,9 (primary),primary,aorist,active,3,sg,avārīt OR avārṣīt OR avīvarat,avārīt
vṛ,9 (primary),primary,aorist,active,3,du,avāriṣṭām OR avārṣṭām OR avīvaratām,avāriṣṭām
vṛ,9 (primary),primary,aorist,active,3,pl,avāriṣuḥ OR avārṣuḥ OR avīvaran,avāriṣuḥ
vṛ,9 (primary),primary,aorist,middle,1,sg,avariṣi OR avīvare OR avṛṣi,avariṣi
vṛ,9 (primary),primary,aorist,middle,1,du,avariṣvahi OR avīvarāvahi OR avṛṣvahi,avariṣvahi
vṛ,9 (primary),primary,aorist,middle,1,pl,avariṣmahi OR avīvarāmahi OR avṛṣmahi,avariṣmahi
vṛ,9 (primary),primary,aorist,middle,2,sg,avariṣṭhāḥ OR avīvarathāḥ OR avṛṣṭhāḥ,avariṣṭhāḥ
vṛ,9 (primary),primary,aorist,middle,2,du,avariṣāthām OR avīvarethām OR avṛṣāthām,avariṣāthām
vṛ,9 (primary),primary,aorist,middle,2,pl,avaridhvam OR avīvaradhvam OR avṛḍhvam,avaridhvam
vṛ,9 (primary),primary,aorist,middle,3,sg,avariṣṭa OR avīvarata OR avṛṣṭa,avariṣṭa
vṛ,9 (primary),primary,aorist,middle,3,du,avariṣātām OR avīvaretām OR avṛṣātām,avariṣātām
vṛ,9 (primary),primary,aorist,middle,3,pl,avariṣata OR avīvaranta OR avṛṣata,avariṣata
vṛ,9 (causative),causative,present,active,1,sg,varayāmi OR vārayāmi,vārayāmi
vṛ,9 (causative),causative,present,active,1,du,varayāvaḥ OR vārayāvaḥ,vārayāvaḥ
vṛ,9 (causative),causative,present,active,1,pl,varayāmaḥ OR vārayāmaḥ,vārayāmaḥ
vṛ,9 (causative),causative,present,active,2,sg,varayasi OR vārayasi,vārayasi
vṛ,9 (causative),causative,present,active,2,du,varayathaḥ OR vārayathaḥ,vārayathaḥ
vṛ,9 (causative),causative,present,active,2,pl,varayatha OR vārayatha,vārayatha
vṛ,9 (causative),causative,present,active,3,sg,varayati OR vārayati,vārayati
vṛ,9 (causative),causative,present,active,3,du,varayataḥ OR vārayataḥ,vārayataḥ
vṛ,9 (causative),causative,present,active,3,pl,varayanti OR vārayanti,vārayanti
vṛ,9 (causative),causative,present,middle,1,sg,varaye OR vāraye,vāraye
vṛ,9 (causative),causative,present,middle,1,du,varayāvahe OR vārayāvahe,vārayāvahe
vṛ,9 (causative),causative,present,middle,1,pl,varayāmahe OR vārayāmahe,vārayāmahe
vṛ,9 (causative),causative,present,middle,2,sg,varayase OR vārayase,vārayase
vṛ,9 (causative),causative,present,middle,2,du,varayethe OR vārayethe,vārayethe
vṛ,9 (causative),causative,present,middle,2,pl,varayadhve OR vārayadhve,vārayadhve
vṛ,9 (causative),causative,present,middle,3,sg,varayate OR vārayate,vārayate
vṛ,9 (causative),causative,present,middle,3,du,varayete OR vārayete,vārayete
vṛ,9 (causative),causative,present,middle,3,pl,varayante OR vārayante,vārayante
vṛ,9 (causative),causative,present,passive,1,sg,varye OR vārye,vārye
vṛ,9 (causative),causative,present,passive,1,du,varyāvahe OR vāryāvahe,vāryāvahe
vṛ,9 (causative),causative,present,passive,1,pl,varyāmahe OR vāryāmahe,vāryāmahe
vṛ,9 (causative),causative,present,passive,2,sg,varyase OR vāryase,vāryase
vṛ,9 (causative),causative,present,passive,2,du,varyethe OR vāryethe,vāryethe
vṛ,9 (causative),causative,present,passive,2,pl,varyadhve OR vāryadhve,vāryadhve
vṛ,9 (causative),causative,present,passive,3,sg,varyate OR vāryate,vāryate
vṛ,9 (causative),causative,present,passive,3,du,varyete OR vāryete,vāryete
vṛ,9 (causative),causative,present,passive,3,pl,varyante OR vāryante,vāryante
vṛ,9 (causative),causative,imperfect,active,1,sg,avarayam OR avārayam,avārayam
vṛ,9 (causative),causative,imperfect,active,1,du,avarayāva OR avārayāva,avārayāva
vṛ,9 (causative),causative,imperfect,active,1,pl,avarayāma OR avārayāma,avārayāma
vṛ,9 (causative),causative,imperfect,active,2,sg,avarayaḥ OR avārayaḥ,avārayaḥ
vṛ,9 (causative),causative,imperfect,active,2,du,avarayatam OR avārayatam,avārayatam
vṛ,9 (causative),causative,imperfect,active,3,sg,avarayat OR avārayat,avārayat
vṛ,9 (causative),causative,imperfect,active,3,du,avarayatām OR avārayatām,avārayatām
vṛ,9 (causative),causative,imperfect,active,3,pl,avarayan OR avārayan,avārayan
vṛ,9 (causative),causative,imperfect,middle,1,sg,avaraye OR avāraye,avāraye
vṛ,9 (causative),causative,imperfect,middle,1,du,avarayāvahi OR avārayāvahi,avārayāvahi
vṛ,9 (causative),causative,imperfect,middle,1,pl,avarayāmahi OR avārayāmahi,avārayāmahi
vṛ,9 (causative),causative,imperfect,middle,2,sg,avarayathāḥ OR avārayathāḥ,avārayathāḥ
vṛ,9 (causative),causative,imperfect,middle,2,du,avarayethām OR avārayethām,avārayethām
vṛ,9 (causative),causative,imperfect,middle,2,pl,avarayadhvam OR avārayadhvam,avārayadhvam
vṛ,9 (causative),causative,imperfect,middle,3,sg,avarayata OR avārayata,avārayata
vṛ,9 (causative),causative,imperfect,middle,3,du,avarayetām OR avārayetām,avārayetām
vṛ,9 (causative),causative,imperfect,middle,3,pl,avarayanta OR avārayanta,avārayanta
vṛ,9 (causative),causative,imperfect,passive,1,sg,avarye OR avārye,avārye
vṛ,9 (causative),causative,imperfect,passive,1,du,avaryāvahi OR avāryāvahi,avāryāvahi
vṛ,9 (causative),causative,imperfect,passive,1,pl,avaryāmahi OR avāryāmahi,avāryāmahi
vṛ,9 (causative),causative,imperfect,passive,2,sg,avaryathāḥ OR avāryathāḥ,avāryathāḥ
vṛ,9 (causative),causative,imperfect,passive,2,du,avaryethām OR avāryethām,avāryethām
vṛ,9 (causative),causative,imperfect,passive,2,pl,avaryadhvam OR avāryadhvam,avāryadhvam
vṛ,9 (causative),causative,imperfect,passive,3,sg,avaryata OR avāryata,avāryata
vṛ,9 (causative),causative,imperfect,passive,3,du,avaryetām OR avāryetām,avāryetām
vṛ,9 (causative),causative,imperfect,passive,3,pl,avaryanta OR avāryanta,avāryanta
vṛ,9 (causative),causative,imperative,active,1,sg,varayāṇi OR vārayāṇi,vārayāṇi
vṛ,9 (causative),causative,imperative,active,1,du,varayāva OR vārayāva,vārayāva
vṛ,9 (causative),causative,imperative,active,1,pl,varayāma OR vārayāma,vārayāma
vṛ,9 (causative),causative,imperative,active,2,sg,varaya OR vāraya,vāraya OR vārayatāt
vṛ,9 (causative),causative,imperative,active,2,du,varayatam OR vārayatam,vārayatam
vṛ,9 (causative),causative,imperative,active,2,pl,varayata OR vārayata,vārayata
vṛ,9 (causative),causative,imperative,active,3,sg,varayatu OR vārayatu,vārayatu OR vārayatāt
vṛ,9 (causative),causative,imperative,active,3,pl,varayantu OR vārayantu,vārayantu
vṛ,9 (causative),causative,imperative,middle,1,sg,varayai OR vārayai,vārayai
vṛ,9 (causative),causative,imperative,middle,1,du,varayāvahai OR vārayāvahai,vārayāvahai
vṛ,9 (causative),causative,imperative,middle,1,pl,varayāmahai OR vārayāmahai,vārayāmahai
vṛ,9 (causative),causative,imperative,middle,2,sg,varayasva OR vārayasva,vārayasva
vṛ,9 (causative),causative,imperative,middle,2,du,varayethām OR vārayethām,vārayethām
vṛ,9 (causative),causative,imperative,middle,2,pl,varayadhvam OR vārayadhvam,vārayadhvam
vṛ,9 (causative),causative,imperative,middle,3,sg,varayatām OR vārayatām,vārayatām
vṛ,9 (causative),causative,imperative,middle,3,du,varayetām OR vārayetām,vārayetām
vṛ,9 (causative),causative,imperative,middle,3,pl,varayantām OR vārayantām,vārayantām
vṛ,9 (causative),causative,imperative,passive,1,sg,varyai OR vāryai,vāryai
vṛ,9 (causative),causative,imperative,passive,1,du,varyāvahai OR vāryāvahai,vāryāvahai
vṛ,9 (causative),causative,imperative,passive,1,pl,varyāmahai OR vāryāmahai,vāryāmahai
vṛ,9 (causative),causative,imperative,passive,2,sg,varyasva OR vāryasva,vāryasva
vṛ,9 (causative),causative,imperative,passive,2,du,varyethām OR vāryethām,vāryethām
vṛ,9 (causative),causative,imperative,passive,2,pl,varyadhvam OR vāryadhvam,vāryadhvam
vṛ,9 (causative),causative,imperative,passive,3,sg,varyatām OR vāryatām,vāryatām
vṛ,9 (causative),causative,imperative,passive,3,du,varyetām OR vāryetām,vāryetām
vṛ,9 (causative),causative,imperative,passive,3,pl,varyantām OR vāryantām,vāryantām
vṛ,9 (causative),causative,optative,active,1,sg,varayeyam OR vārayeyam,vārayeyam
vṛ,9 (causative),causative,optative,active,1,du,varayeva OR vārayeva,vārayeva
vṛ,9 (causative),causative,optative,active,1,pl,varayema OR vārayema,vārayema
vṛ,9 (causative),causative,optative,active,2,sg,varayeḥ OR vārayeḥ,vārayeḥ
vṛ,9 (causative),causative,optative,active,2,du,varayetam OR vārayetam,vārayetam
vṛ,9 (causative),causative,optative,active,3,sg,varayet OR vārayet,vārayet
vṛ,9 (causative),causative,optative,active,3,pl,varayeyuḥ OR vārayeyuḥ,vārayeyuḥ
vṛ,9 (causative),causative,optative,middle,1,sg,varayeya OR vārayeya,vārayeya
vṛ,9 (causative),causative,optative,middle,1,du,varayevahi OR vārayevahi,vārayevahi
vṛ,9 (causative),causative,optative,middle,1,pl,varayemahi OR vārayemahi,vārayemahi
vṛ,9 (causative),causative,optative,middle,2,sg,varayethāḥ OR vārayethāḥ,vārayethāḥ
vṛ,9 (causative),causative,optative,middle,2,du,varayeyāthām OR vārayeyāthām,vārayeyāthām
vṛ,9 (causative),causative,optative,middle,2,pl,varayedhvam OR vārayedhvam,vārayedhvam
vṛ,9 (causative),causative,optative,middle,3,sg,varayeta OR vārayeta,vārayeta
vṛ,9 (causative),causative,optative,middle,3,du,varayeyātām OR vārayeyātām,vārayeyātām
vṛ,9 (causative),causative,optative,middle,3,pl,varayeran OR vārayeran,vārayeran
vṛ,9 (causative),causative,optative,passive,1,sg,varyeya OR vāryeya,vāryeya
vṛ,9 (causative),causative,optative,passive,1,du,varyevahi OR vāryevahi,vāryevahi
vṛ,9 (causative),causative,optative,passive,1,pl,varyemahi OR vāryemahi,vāryemahi
vṛ,9 (causative),causative,optative,passive,2,sg,varyethāḥ OR vāryethāḥ,vāryethāḥ
vṛ,9 (causative),causative,optative,passive,2,du,varyeyāthām OR vāryeyāthām,vāryeyāthām
vṛ,9 (causative),causative,optative,passive,2,pl,varyedhvam OR vāryedhvam,vāryedhvam
vṛ,9 (causative),causative,optative,passive,3,sg,varyeta OR vāryeta,vāryeta
vṛ,9 (causative),causative,optative,passive,3,du,varyeyātām OR vāryeyātām,vāryeyātām
vṛ,9 (causative),causative,optative,passive,3,pl,varyeran OR vāryeran,vāryeran
vṛ,9 (causative),causative,future,active,1,sg,varayiṣyāmi OR vārayiṣyāmi,vārayiṣyāmi
vṛ,9 (causative),causative,future,active,1,du,varayiṣyāvaḥ OR vārayiṣyāvaḥ,vārayiṣyāvaḥ
vṛ,9 (causative),causative,future,active,1,pl,varayiṣyāmaḥ OR vārayiṣyāmaḥ,vārayiṣyāmaḥ
vṛ,9 (causative),causative,future,active,2,sg,varayiṣyasi OR vārayiṣyasi,vārayiṣyasi
vṛ,9 (causative),causative,future,active,2,du,varayiṣyathaḥ OR vārayiṣyathaḥ,vārayiṣyathaḥ
vṛ,9 (causative),causative,future,active,2,pl,varayiṣyatha OR vārayiṣyatha,vārayiṣyatha
vṛ,9 (causative),causative,future,active,3,sg,varayiṣyati OR vārayiṣyati,vārayiṣyati
vṛ,9 (causative),causative,future,active,3,du,varayiṣyataḥ OR vārayiṣyataḥ,vārayiṣyataḥ
vṛ,9 (causative),causative,future,active,3,pl,varayiṣyanti OR vārayiṣyanti,vārayiṣyanti
vṛ,9 (causative),causative,future,middle,1,sg,varayiṣye OR vārayiṣye,vārayiṣye
vṛ,9 (causative),causative,future,middle,1,du,varayiṣyāvahe OR vārayiṣyāvahe,vārayiṣyāvahe
vṛ,9 (causative),causative,future,middle,1,pl,varayiṣyāmahe OR vārayiṣyāmahe,vārayiṣyāmahe
vṛ,9 (causative),causative,future,middle,2,sg,varayiṣyase OR vārayiṣyase,vārayiṣyase
vṛ,9 (causative),causative,future,middle,2,du,varayiṣyethe OR vārayiṣyethe,vārayiṣyethe
vṛ,9 (causative),causative,future,middle,2,pl,varayiṣyadhve OR vārayiṣyadhve,vārayiṣyadhve
vṛ,9 (causative),causative,future,middle,3,sg,varayiṣyate OR vārayiṣyate,vārayiṣyate
vṛ,9 (causative),causative,future,middle,3,du,varayiṣyete OR vārayiṣyete,vārayiṣyete
vṛ,9 (causative),causative,future,middle,3,pl,varayiṣyante OR vārayiṣyante,vārayiṣyante
vṛ,9 (causative),causative,periphrastic_future,active,1,sg,varayitāsmi OR vārayitāsmi,vārayitāsmi
vṛ,9 (causative),causative,periphrastic_future,active,1,du,varayitāsvaḥ OR vārayitāsvaḥ,vārayitāsvaḥ
vṛ,9 (causative),causative,periphrastic_future,active,1,pl,varayitāsmaḥ OR vārayitāsmaḥ,vārayitāsmaḥ
vṛ,9 (causative),causative,periphrastic_future,active,2,sg,varayitāsi OR vārayitāsi,vārayitāsi
vṛ,9 (causative),causative,periphrastic_future,active,2,du,varayitāsthaḥ OR vārayitāsthaḥ,vārayitāsthaḥ
vṛ,9 (causative),causative,periphrastic_future,active,2,pl,varayitāstha OR vārayitāstha,vārayitāstha
vṛ,9 (causative),causative,periphrastic_future,active,3,sg,varayitā OR vārayitā,vārayitā
vṛ,9 (causative),causative,periphrastic_future,active,3,du,varayitārau OR vārayitārau,vārayitārau
vṛ,9 (causative),causative,periphrastic_future,active,3,pl,varayitāraḥ OR vārayitāraḥ,vārayitāraḥ
yaj,1 (primary),primary,perfect,active,2,sg,iyajitha OR iyaṣṭha,iyajitha
yaj,1 (primary),primary,aorist,active,1,sg,ayākṣam OR ayīyajam,ayākṣam
yaj,1 (primary),primary,aorist,active,1,du,ayākṣva OR ayīyajāva,ayākṣva
yaj,1 (primary),primary,aorist,active,1,pl,ayākṣma OR ayīyajāma,ayākṣma
yaj,1 (primary),primary,aorist,active,2,sg,ayākṣīḥ OR ayīyajaḥ,ayākṣīḥ
yaj,1 (primary),primary,aorist,active,2,du,ayāṣṭam OR ayīyajatam,ayāṣṭam
yaj,1 (primary),primary,aorist,active,3,sg,ayākṣīt OR ayīyajat,ayākṣīt
yaj,1 (primary),primary,aorist,active,3,du,ayāṣṭām OR ayīyajatām,ayāṣṭām
yaj,1 (primary),primary,aorist,active,3,pl,ayākṣuḥ OR ayīyajan,ayākṣuḥ
yaj,1 (primary),primary,aorist,middle,1,sg,ayakṣi OR ayīyaje,ayakṣi
yaj,1 (primary),primary,aorist,middle,1,du,ayakṣvahi OR ayīyajāvahi,ayakṣvahi
yaj,1 (primary),primary,aorist,middle,1,pl,ayakṣmahi OR ayīyajāmahi,ayakṣmahi
yaj,1 (primary),primary,aorist,middle,2,sg,ayaṣṭhāḥ OR ayīyajathāḥ,ayaṣṭhāḥ
yaj,1 (primary),primary,aorist,middle,2,du,ayakṣāthām OR ayīyajethām,ayakṣāthām
yaj,1 (primary),primary,aorist,middle,2,pl,ayaḍḍhvam OR ayīyajadhvam,ayaḍḍhvam
yaj,1 (primary),primary,aorist,middle,3,sg,ayaṣṭa OR ayīyajata,ayaṣṭa
yaj,1 (primary),primary,aorist,middle,3,du,ayakṣātām OR ayīyajetām,ayakṣātām
yaj,1 (primary),primary,aorist,middle,3,pl,ayakṣata OR ayīyajanta,ayakṣata
labh,1 (primary),primary,future,active,1,sg,lapsyāmi OR labhiṣyāmi,labhiṣyāmi
labh,1 (primary),primary,future,active,1,du,lapsyāvaḥ OR labhiṣyāvaḥ,labhiṣyāvaḥ
labh,1 (primary),primary,future,active,1,pl,lapsyāmaḥ OR labhiṣyāmaḥ,labhiṣyāmaḥ
labh,1 (primary),primary,future,active,2,sg,lapsyasi OR labhiṣyasi,labhiṣyasi
labh,1 (primary),primary,future,active,2,du,lapsyathaḥ OR labhiṣyathaḥ,labhiṣyathaḥ
labh,1 (primary),primary,future,active,2,pl,lapsyatha OR labhiṣyatha,labhiṣyatha
labh,1 (primary),primary,future,active,3,sg,lapsyati OR labhiṣyati,labhiṣyati
labh,1 (primary),primary,future,active,3,du,lapsyataḥ OR labhiṣyataḥ,labhiṣyataḥ
labh,1 (primary),primary,future,active,3,pl,lapsyanti OR labhiṣyanti,labhiṣyanti
labh,1 (primary),primary,future,middle,1,sg,lapsye OR labhiṣye,labhiṣye
labh,1 (primary),primary,future,middle,1,du,lapsyāvahe OR labhiṣyāvahe,labhiṣyāvahe
labh,1 (primary),primary,future,middle,1,pl,lapsyāmahe OR labhiṣyāmahe,labhiṣyāmahe
labh,1 (primary),primary,future,middle,2,sg,lapsyase OR labhiṣyase,labhiṣyase
labh,1 (primary),primary,future,middle,2,du,lapsyethe OR labhiṣyethe,labhiṣyethe
labh,1 (primary),primary,future,middle,2,pl,lapsyadhve OR labhiṣyadhve,labhiṣyadhve
labh,1 (primary),primary,future,middle,3,sg,lapsyate OR labhiṣyate,labhiṣyate
labh,1 (primary),primary,future,middle,3,du,lapsyete OR labhiṣyete,labhiṣyete
labh,1 (primary),primary,future,middle,3,pl,lapsyante OR labhiṣyante,labhiṣyante
labh,1 (primary),primary,perfect,active,2,sg,lalabdha OR lebhitha,lalabdha OR lalabdhha
labh,1 (primary),primary,periphrastic_future,active,1,sg,labdhāsmi OR labhitāsmi,labhitāsmi
labh,1 (primary),primary,periphrastic_future,active,1,du,labdhāsvaḥ OR labhitāsvaḥ,labhitāsvaḥ
labh,1 (primary),primary,periphrastic_future,active,1,pl,labdhāsmaḥ OR labhitāsmaḥ,labhitāsmaḥ
labh,1 (primary),primary,periphrastic_future,active,2,sg,labdhāsi OR labhitāsi,labhitāsi
labh,1 (primary),primary,periphrastic_future,active,2,du,labdhāsthaḥ OR labhitāsthaḥ,labhitāsthaḥ
labh,1 (primary),primary,periphrastic_future,active,2,pl,labdhāstha OR labhitāstha,labhitāstha
labh,1 (primary),primary,periphrastic_future,active,3,sg,labdhā OR labhitā,labhitā
labh,1 (primary),primary,periphrastic_future,active,3,du,labdhārau OR labhitārau,labhitārau
labh,1 (primary),primary,periphrastic_future,active,3,pl,labdhāraḥ OR labhitāraḥ,labhitāraḥ
man,4 (primary),primary,future,active,1,sg,maṃsyāmi OR maniṣyāmi,maṃsyāmi
man,4 (primary),primary,future,active,1,du,maṃsyāvaḥ OR maniṣyāvaḥ,maṃsyāvaḥ
man,4 (primary),primary,future,active,1,pl,maṃsyāmaḥ OR maniṣyāmaḥ,maṃsyāmaḥ
man,4 (primary),primary,future,active,2,sg,maṃsyasi OR maniṣyasi,maṃsyasi
man,4 (primary),primary,future,active,2,du,maṃsyathaḥ OR maniṣyathaḥ,maṃsyathaḥ
man,4 (primary),primary,future,active,2,pl,maṃsyatha OR maniṣyatha,maṃsyatha
man,4 (primary),primary,future,active,3,sg,maṃsyati OR maniṣyati,maṃsyati
man,4 (primary),primary,future,active,3,du,maṃsyataḥ OR maniṣyataḥ,maṃsyataḥ
man,4 (primary),primary,future,active,3,pl,maṃsyanti OR maniṣyanti,maṃsyanti
man,4 (primary),primary,future,middle,1,sg,maṃsye OR maniṣye,maṃsye
man,4 (primary),primary,future,middle,1,du,maṃsyāvahe OR maniṣyāvahe,maṃsyāvahe
man,4 (primary),primary,future,middle,1,pl,maṃsyāmahe OR maniṣyāmahe,maṃsyāmahe
man,4 (primary),primary,future,middle,2,sg,maṃsyase OR maniṣyase,maṃsyase
man,4 (primary),primary,future,middle,2,du,maṃsyethe OR maniṣyethe,maṃsyethe
man,4 (primary),primary,future,middle,2,pl,maṃsyadhve OR maniṣyadhve,maṃsyadhve
man,4 (primary),primary,future,middle,3,sg,maṃsyate OR maniṣyate,maṃsyate
man,4 (primary),primary,future,middle,3,du,maṃsyete OR maniṣyete,maṃsyete
man,4 (primary),primary,future,middle,3,pl,maṃsyante OR maniṣyante,maṃsyante
man,4 (primary),primary,perfect,active,2,sg,mamantha OR menitha,mamantha
man,4 (primary),primary,periphrastic_future,active,1,sg,manitāsmi OR mantāsmi,mantāsmi
man,4 (primary),primary,periphrastic_future,active,1,du,manitāsvaḥ OR mantāsvaḥ,mantāsvaḥ
man,4 (primary),primary,periphrastic_future,active,1,pl,manitāsmaḥ OR mantāsmaḥ,mantāsmaḥ
man,4 (primary),primary,periphrastic_future,active,2,sg,manitāsi OR mantāsi,mantāsi
man,4 (primary),primary,periphrastic_future,active,2,du,manitāsthaḥ OR mantāsthaḥ,mantāsthaḥ
man,4 (primary),primary,periphrastic_future,active,2,pl,manitāstha OR mantāstha,mantāstha
man,4 (primary),primary,periphrastic_future,active,3,sg,manitā OR mantā,mantā
man,4 (primary),primary,periphrastic_future,active,3,du,manitārau OR mantārau,mantārau
man,4 (primary),primary,periphrastic_future,active,3,pl,manitāraḥ OR mantāraḥ,mantāraḥ
vid,2 (primary),primary,future,active,1,sg,vetsyāmi OR vediṣyāmi,vetsyāmi
vid,2 (primary),primary,future,active,1,du,vetsyāvaḥ OR vediṣyāvaḥ,vetsyāvaḥ
vid,2 (primary),primary,future,active,1,pl,vetsyāmaḥ OR vediṣyāmaḥ,vetsyāmaḥ
vid,2 (primary),primary,future,active,2,sg,vetsyasi OR vediṣyasi,vetsyasi
vid,2 (primary),primary,future,active,2,du,vetsyathaḥ OR vediṣyathaḥ,vetsyathaḥ
vid,2 (primary),primary,future,active,2,pl,vetsyatha OR vediṣyatha,vetsyatha
vid,2 (primary),primary,future,active,3,sg,vetsyati OR vediṣyati,vetsyati
vid,2 (primary),primary,future,active,3,du,vetsyataḥ OR vediṣyataḥ,vetsyataḥ
vid,2 (primary),primary,future,active,3,pl,vetsyanti OR vediṣyanti,vetsyanti
vid,2 (primary),primary,perfect,active,2,pl,vida OR vivida,vida
